"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","CG475","CG988","AB3","AT6","CG415","CG102","CG412","ICMP10754","SBV_10752","CG1000","K306","NCPPB3554","CG516"
"g003681_000001","g003681","eutB","Ethanolamine ammonia-lyase heavy chain",60,20,208,1.33,1,3,1,64,1,69,277,"Ethanolamine ammonia-lyase heavy chain(277):hypothetical protein(1)","eutB(277):NA(1)",264,1401,1384.01,1759,1,"CG475_00627","CG988_01815","AB3_03525;AB3_04179","AT6_03834;AT6_05504","CG415_03261;CG415_05384","CG102_01961","CG412_03653","ICMP10754_04194","SBV_10752_00938","CG1000_03895","K306_04504","NCPPB3554_00358","CG516_02519;CG516_03399"
"g002434_1_000006","g002434_1","hisJ","Histidine-binding periplasmic protein",80,20,207,1,1,1,0,0,0,0,207,"Histidine-binding periplasmic protein(127):Lysine/arginine/ornithine-binding periplasmic protein(80)","hisJ(127):argT(80)",771,777,771.83,1760,1,"CG475_00613","CG988_01800","AB3_04164","AT6_05519","CG415_00009","CG102_01944","CG412_03670","ICMP10754_04211","SBV_10752_00956","CG1000_03912","K306_04486","NCPPB3554_00376","CG516_00590"
"g002819_1_000001","g002819_1","wcaJ","UDP-glucose:undecaprenyl-phosphate glucose-1-phosphate transferase",60,25,207,1,1,1,0,0,0,0,207,"UDP-glucose:undecaprenyl-phosphate glucose-1-phosphate transferase(205):hypothetical protein(2)","wcaJ(204):NA(2):gumD(1)",360,753,714.81,1761,1,"CG475_04944","CG988_03570","AB3_00082","AT6_00113","CG415_02858","CG102_00895","CG412_01022","ICMP10754_04418","SBV_10752_03043","CG1000_01993","K306_00638","NCPPB3554_03665","CG516_04382"
"g000024_1_000009","g000024_1","vgrG1","hypothetical protein",80,136,207,2.35,1,7,15,135,18,279,486,"hypothetical protein(486):Actin cross-linking toxin VgrG1(18)","NA(486):vgrG1(18)",123,2655,1955.92,1762,1,"CG475_00934;CG475_03422;CG475_04862","(CG988_03384:CG988_04822);(CG988_04820:CG988_04821);CG988_03490;CG988_04398","AB3_00002;AB3_00190;AB3_04956","AT6_00033;AT6_01163;AT6_04335","CG415_01281;CG415_02347;CG415_02668;CG415_02775;CG415_03460","CG102_00013;CG102_00537;CG102_02837;CG102_04245","CG412_01110;CG412_01409;CG412_02518;CG412_04725","ICMP10754_00065;ICMP10754_03035;ICMP10754_03509;ICMP10754_04331","SBV_10752_00901;SBV_10752_02954;SBV_10752_03949;SBV_10752_05038","CG1000_02834;CG1000_04120;CG1000_04677;CG1000_04957","K306_00727;K306_00831;K306_02702;K306_03606","NCPPB3554_02003;NCPPB3554_03575;NCPPB3554_04482;NCPPB3554_05056","CG516_01078;CG516_01389;CG516_02066;CG516_04155"
"g002922_1_000001","g002922_1","fixK","hypothetical protein",60,23,207,1,1,2,0,1,0,1,208,"hypothetical protein(162):Nitrogen fixation regulation protein FixK(39):Transcriptional activatory protein AadR(4):Anaerobic regulatory protein(3)","NA(162):fixK(39):aadR(4):fnr(3)",195,840,759.14,1764,1,"CG475_04896","CG988_03521","AB3_00032","AT6_00063","CG415_02811","CG102_00942","CG412_01068","ICMP10754_04372","SBV_10752_02995","CG1000_01945","K306_00686","NCPPB3554_03617","CG516_04429"
"g000105","g000105",NA,"hypothetical protein",50,83,206,1,1,1,0,0,0,0,206,"hypothetical protein(206)","NA(206)",519,897,882.87,1765,1,"CG475_02016","CG988_04625","AB3_05183","AT6_03154","CG415_04777","CG102_04310","CG412_02072","ICMP10754_01652","SBV_10752_00338","CG1000_00017","K306_02096","NCPPB3554_02616","CG516_00281"
"g000206","g000206",NA,"hypothetical protein",50,69,206,1,1,1,0,0,0,0,206,"hypothetical protein(206)","NA(206)",1095,1137,1114.21,1766,1,"CG475_01527","CG988_00046","AB3_01198","AT6_01847","CG415_01067","CG102_02579","CG412_00633","ICMP10754_00934","SBV_10752_01650","CG1000_02768","K306_03714","NCPPB3554_01192","CG516_01338"
"g004120_000001","g004120",NA,"hypothetical protein",60,19,205,1,1,2,0,1,0,1,206,"hypothetical protein(206)","NA(206)",540,759,544.76,1767,1,"CG475_04643","CG988_05178","AB3_05273","AT6_02410","CG415_00959","CG102_04651","CG412_00832","ICMP10754_00213;ICMP10754_00506","SBV_10752_03233","CG1000_02263","K306_00448","NCPPB3554_03855","CG516_03348"
"g005272_000002","g005272","dctM","C4-dicarboxylate TRAP transporter large permease protein DctM",70,14,205,1,1,2,1,1,1,1,206,"C4-dicarboxylate TRAP transporter large permease protein DctM(206):hypothetical protein(1)","dctM(206):NA(1)",141,1527,1480.72,1767,2,"CG475_04642","CG988_05179","AB3_05272","AT6_02409","CG415_00960","CG102_04650","CG412_00833","ICMP10754_00212;ICMP10754_00507","SBV_10752_03232","CG1000_02262","K306_00449","NCPPB3554_03854","CG516_03349"
"g003537_000001","g003537",NA,"hypothetical protein",60,22,205,1,1,1,2,0,2,0,205,"hypothetical protein(207)","NA(207)",189,1149,1122.71,1769,1,"CG475_00796","CG988_01985","AB3_04422","AT6_00462","CG415_05219","CG102_02125","CG412_03489","ICMP10754_04030","SBV_10752_00887","CG1000_03731","K306_04669","NCPPB3554_00193","CG516_00824"
"g000534_1_000001","g000534_1","yagS","Putative xanthine dehydrogenase YagS FAD-binding subunit",60,37,205,1.06,1,2,4,13,4,13,218,"Putative xanthine dehydrogenase YagS FAD-binding subunit(222)","yagS(222)",951,981,952.22,1771,1,"CG475_00540","CG988_01726","AB3_04091","AT6_05592","CG415_00085","CG102_01868","CG412_03745","ICMP10754_04285","SBV_10752_01030","CG1000_03986","K306_04412","NCPPB3554_00450","CG516_00664"
"g001888","g001888",NA,"hypothetical protein",50,33,204,1,1,1,0,0,0,0,204,"hypothetical protein(204)","NA(204)",996,1026,1007.09,1772,1,"CG475_00789","CG988_01978","AB3_04415","AT6_00469","CG415_05226","CG102_02118","CG412_03496","ICMP10754_04037","SBV_10752_00880","CG1000_03738","K306_04662","NCPPB3554_00200","CG516_00817"
"g003660_000001","g003660",NA,"hypothetical protein",60,21,204,1,1,1,0,0,0,0,204,"hypothetical protein(204)","NA(204)",1782,1815,1782.56,1772,2,"CG475_00788","CG988_01977","AB3_04414","AT6_00470","CG415_05227","CG102_02117","CG412_03497","ICMP10754_04038","SBV_10752_00879","CG1000_03739","K306_04661","NCPPB3554_00201","CG516_00816"
"g003964_000001","g003964",NA,"hypothetical protein",60,20,204,1,1,1,0,0,0,0,204,"hypothetical protein(204)","NA(204)",510,540,510.47,1772,3,"CG475_00787","CG988_01976","AB3_04413","AT6_00471","CG415_05228","CG102_02116","CG412_03498","ICMP10754_04039","SBV_10752_00878","CG1000_03740","K306_04660","NCPPB3554_00202","CG516_00815"
"g001384","g001384",NA,"hypothetical protein",50,38,204,1,1,1,0,0,0,0,204,"hypothetical protein(204)","NA(204)",822,831,825.72,1772,4,"CG475_00786","CG988_01975","AB3_04412","AT6_00472","CG415_05229","CG102_02115","CG412_03499","ICMP10754_04040","SBV_10752_00877","CG1000_03741","K306_04659","NCPPB3554_00203","CG516_00814"
"g003180_000002","g003180",NA,"hypothetical protein",70,20,204,1,1,1,2,0,2,0,204,"hypothetical protein(206)","NA(206)",312,1434,1376.75,1772,5,"CG475_00785","CG988_01974","AB3_04411","AT6_00473","CG415_05230","CG102_02114","CG412_03500","ICMP10754_04041","SBV_10752_00876","CG1000_03742","K306_04658","NCPPB3554_00204","CG516_00813"
"g005922_1_000005","g005922_1",NA,"hypothetical protein",80,11,204,1,1,1,0,0,0,0,204,"hypothetical protein(204)","NA(204)",309,1482,1476.16,1772,6,"CG475_00784","CG988_01973","AB3_04410","AT6_00474","CG415_05231","CG102_02113","CG412_03501","ICMP10754_04042","SBV_10752_00875","CG1000_03743","K306_04657","NCPPB3554_00205","CG516_00812"
"g005449_000003","g005449",NA,"hypothetical protein",80,14,204,1,1,1,0,0,0,0,204,"hypothetical protein(204)","NA(204)",510,525,511.62,1772,7,"CG475_00783","CG988_01972","AB3_04409","AT6_00475","CG415_05232","CG102_02112","CG412_03502","ICMP10754_04043","SBV_10752_00874","CG1000_03744","K306_04656","NCPPB3554_00206","CG516_00811"
"g001892","g001892",NA,"hypothetical protein",50,32,204,1,1,1,0,0,0,0,204,"hypothetical protein(204)","NA(204)",768,1077,1013.28,1772,8,"CG475_00782","CG988_01971","AB3_04408","AT6_00476","CG415_05233","CG102_02111","CG412_03503","ICMP10754_04044","SBV_10752_00873","CG1000_03745","K306_04655","NCPPB3554_00207","CG516_00810"
"g001237_1_000001","g001237_1","clpV1","Protein ClpV1",60,36,204,1,1,2,2,1,2,1,205,"Protein ClpV1(203):Chaperone protein ClpB(3):hypothetical protein(1)","clpV1(203):clpB(3):NA(1)",585,2778,2631.74,1772,9,"CG475_00781","CG988_01970","AB3_04407","AT6_00477","CG415_05234","CG102_02110","CG412_03504","ICMP10754_04045","SBV_10752_00872","CG1000_03746","K306_04654","NCPPB3554_00208","CG516_00809"
"g007123_000003","g007123",NA,"hypothetical protein",80,10,204,1,1,1,0,0,0,0,204,"hypothetical protein(204)","NA(204)",477,477,477,1772,10,"CG475_00780","CG988_01969","AB3_04406","AT6_00478","CG415_05235","CG102_02109","CG412_03505","ICMP10754_04046","SBV_10752_00871","CG1000_03747","K306_04653","NCPPB3554_00209","CG516_00808"
"g003511_000001","g003511",NA,"hypothetical protein",60,22,204,1,1,1,0,0,0,0,204,"hypothetical protein(204)","NA(204)",1500,1548,1514.03,1773,1,"CG475_00792","CG988_01981","AB3_04418","AT6_00466","CG415_05223","CG102_02121","CG412_03493","ICMP10754_04034","SBV_10752_00883","CG1000_03735","K306_04665","NCPPB3554_00197","CG516_00820"
"g002978_000001","g002978",NA,"hypothetical protein",60,25,204,1,1,1,0,0,0,0,204,"hypothetical protein(204)","NA(204)",3477,3507,3485.53,1773,2,"CG475_00793","CG988_01982","AB3_04419","AT6_00465","CG415_05222","CG102_02122","CG412_03492","ICMP10754_04033","SBV_10752_00884","CG1000_03734","K306_04666","NCPPB3554_00196","CG516_00821"
"g003763","g003763",NA,"hypothetical protein",50,19,204,1.05,1,2,0,10,0,10,214,"hypothetical protein(214)","NA(214)",261,849,811.51,1774,1,"CG475_00543","CG988_01729","AB3_04094","AT6_05589","CG415_00082","CG102_01871","CG412_03742","ICMP10754_04282","SBV_10752_01027","CG1000_03983","K306_04415","NCPPB3554_00447","CG516_00661"
"g000152_1_000005","g000152_1","yagT","Putative xanthine dehydrogenase YagT iron-sulfur-binding subunit",70,31,204,1.07,1,2,0,14,0,14,218,"Putative xanthine dehydrogenase YagT iron-sulfur-binding subunit(218)","yagT(218)",519,759,615.07,1774,2,"CG475_00541","CG988_01727","AB3_04092","AT6_05591","CG415_00084","CG102_01869","CG412_03744","ICMP10754_04284","SBV_10752_01029","CG1000_03985","K306_04413","NCPPB3554_00449","CG516_00663"
"g000520","g000520","glmU","Bifunctional protein GlmU",50,54,204,1.04,1,2,0,8,0,8,212,"Bifunctional protein GlmU(163):Nicotine blue oxidoreductase(27):Purine catabolism protein PucB(13):hypothetical protein(8):Molybdenum cofactor cytidylyltransferase(1)","glmU(163):nboR(27):pucB(13):NA(8):mocA(1)",174,1662,1082.48,1775,1,"CG475_00137","CG988_03954","AB3_04624","AT6_00440","CG415_00566","CG102_05003","CG412_00319","ICMP10754_02717","SBV_10752_02298","CG1000_03283","K306_03977","NCPPB3554_00884","CG516_01816"
"g000473","g000473",NA,"hypothetical protein",50,54,204,1.02,1,2,3,4,3,4,208,"hypothetical protein(211)","NA(211)",405,438,409.39,1776,1,"CG475_02181","CG988_04460","AB3_05018","AT6_05049","CG415_04944","CG102_04476","CG412_02238","ICMP10754_01818","SBV_10752_00172","CG1000_00183","K306_01930","NCPPB3554_02782",NA
"g005569_000002","g005569","aldH","Alpha-ketoglutaric semialdehyde dehydrogenase",70,11,204,1.01,1,2,3,3,3,3,207,"Alpha-ketoglutaric semialdehyde dehydrogenase(206):NADP-dependent fatty aldehyde dehydrogenase(4)","NA(206):aldH(4)",426,1599,1488.2,1777,1,"CG475_04757","CG988_05067","AB3_02614","AT6_00999","CG415_00845","CG102_03190","CG412_00713","ICMP10754_00332;ICMP10754_00387","SBV_10752_03352","CG1000_02382","K306_00329","NCPPB3554_03974","CG516_01149"
"g000576","g000576",NA,"hypothetical protein",50,53,204,1.1,1,3,4,20,4,21,225,"hypothetical protein(229)","NA(229)",168,519,381,1778,1,"CG475_01787","CG988_04100","AB3_01391","AT6_03691",NA,NA,NA,NA,NA,NA,NA,NA,NA
"g000159_2_000001","g000159_2","dkgB","2%2C5-diketo-D-gluconic acid reductase B",60,35,204,1,1,2,1,1,1,1,205,"2%2C5-diketo-D-gluconic acid reductase B(205):Glyoxal reductase(1)","dkgB(205):yvgN(1)",273,846,823.24,1779,1,"CG475_00532","CG988_01719","AB3_04718","AT6_01784","CG415_00092","CG102_01861","CG412_03752","ICMP10754_04292","SBV_10752_01037","CG1000_03993","K306_04405","NCPPB3554_00457","CG516_00671"
"g000529","g000529",NA,"hypothetical protein",50,52,203,1.33,1,3,2,65,2,66,269,"hypothetical protein(271)","NA(271)",756,1002,893.19,1781,1,"CG475_00463;CG475_04455","CG988_00231;CG988_01649","AB3_03114;AB3_04788","AT6_01714;AT6_04176","CG415_00158;CG415_02048","CG102_01422;CG102_02344","CG412_03815;CG412_04336","ICMP10754_01139;ICMP10754_05355","SBV_10752_01948;SBV_10752_04262","CG1000_00644;CG1000_04056","K306_01468;K306_04342","NCPPB3554_00520;NCPPB3554_03244","CG516_02619;CG516_03222"
"g002475","g002475","fmt","Methionyl-tRNA formyltransferase",50,29,203,1,1,1,0,0,0,0,203,"Methionyl-tRNA formyltransferase(190):Phosphoribosylglycinamide formyltransferase(10):hypothetical protein(3)","fmt(190):purN(10):NA(3)",672,810,784.06,1782,1,"CG475_03570","CG988_02816","AB3_02830","AT6_03964","CG415_01824","CG102_03105","CG412_04035","ICMP10754_04735","SBV_10752_01575","CG1000_01611","K306_01253","NCPPB3554_03459","CG516_00863"
"g001612_000001","g001612","fhuA","Ferrichrome outer membrane transporter/phage receptor",60,28,202,1,1,2,2,1,2,1,203,"Ferrichrome outer membrane transporter/phage receptor(135):Ferric-pseudobactin 358 receptor(35):Fe(3+)-pyochelin receptor(15):putative TonB-dependent receptor BfrD(12):hypothetical protein(8):Ferric-pseudobactin BN7/BN8 receptor(1)","fhuA(135):pupA(35):fptA(15):bfrD(12):NA(8):pupB(1)",258,2208,2093.68,1785,1,"CG475_03257","CG988_04739","AB3_01691","AT6_03391","CG415_04370","CG102_01310","CG412_01587","ICMP10754_01071","SBV_10752_01822","CG1000_01232","K306_02586","NCPPB3554_02118","CG516_05311"
"g004503_000002","g004503","cat1","Succinyl-CoA:coenzyme A transferase",70,12,202,1,1,1,2,0,2,0,202,"Succinyl-CoA:coenzyme A transferase(204)","cat1(204)",399,1497,1480.94,1786,1,"CG475_03164","CG988_04858","AB3_01786","AT6_04529","CG415_03901","CG102_00634","CG412_03004","ICMP10754_03580","SBV_10752_04573","CG1000_01495","K306_02747","NCPPB3554_01958","CG516_03087"
"g004764_000003","g004764",NA,"hypothetical protein",80,16,202,1,1,1,0,0,0,0,202,"hypothetical protein(202)","NA(202)",1305,1341,1305.36,1789,1,"CG475_00791","CG988_01980","AB3_04417","AT6_00467","CG415_05224","CG102_02120","CG412_03494","ICMP10754_04035","SBV_10752_00882","CG1000_03736","K306_04664","NCPPB3554_00198","CG516_00819"
"g004704_000001","g004704","virD4","Protein VirD4",60,16,201,1.02,1,2,0,5,0,5,206,"Protein VirD4(206)","virD4(206)",1686,2151,2029.69,1791,1,"CG475_01657","CG988_02313","AB3_03439","AT6_03315","CG415_01337","CG102_01526","CG412_01284","ICMP10754_00772","SBV_10752_01481","CG1000_01140","K306_00183","NCPPB3554_00170",NA
"g002199_1_000002","g002199_1","yagR","Putative xanthine dehydrogenase YagR molybdenum-binding subunit",70,29,201,1.04,1,2,2,9,2,9,210,"Putative xanthine dehydrogenase YagR molybdenum-binding subunit(211):hypothetical protein(1)","yagR(211):NA(1)",177,2205,2161.94,1792,1,"CG475_00539","CG988_01725","AB3_04090;AB3_04712","(AT6_01790:AT6_05593)","CG415_00086","CG102_01867","CG412_03746","ICMP10754_04286","SBV_10752_01031","CG1000_03987","K306_04411","NCPPB3554_00451","CG516_00665"
"g000515","g000515","pytH","hypothetical protein",50,51,201,1.15,1,2,1,31,1,31,232,"hypothetical protein(164):Pyrethroid hydrolase(69)","NA(164):pytH(69)",255,822,747.63,1793,1,NA,"CG988_01276",NA,NA,NA,"CG102_01093",NA,"ICMP10754_00518","SBV_10752_01229","CG1000_01384","K306_04896","NCPPB3554_04509",NA
"g004553","g004553",NA,"hypothetical protein",50,17,201,1,1,2,0,1,0,1,202,"hypothetical protein(202)","NA(202)",315,603,323.6,1794,1,"CG475_04741","CG988_05083","AB3_05369","AT6_00983","CG415_00862","CG102_04754","CG412_00730","ICMP10754_00315;ICMP10754_00404","SBV_10752_03335","CG1000_02365","K306_00346","NCPPB3554_03957","CG516_01132"
"g000109_1_000001","g000109_1","btuD","Vitamin B12 import ATP-binding protein BtuD",60,51,201,1.12,1,3,2,22,2,25,226,"Vitamin B12 import ATP-binding protein BtuD(194):Putative multidrug export ATP-binding/permease protein(22):hypothetical protein(10):Heterocyst differentiation ATP-binding protein HepA(1):putative ABC transporter ATP-binding protein(1)","btuD(194):NA(33):hepA(1)",201,1923,1784.63,1795,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CG516_02426"
"g000409_000001","g000409",NA,"hypothetical protein",60,57,200,1,1,1,0,0,0,0,200,"hypothetical protein(200)","NA(200)",870,999,949.51,1796,1,"CG475_03781","CG988_02549","AB3_00858","AT6_00665","CG415_01644","CG102_02822","CG412_04454","ICMP10754_05001","SBV_10752_04861","CG1000_02923","K306_01054","NCPPB3554_01389","CG516_04924"
"g003380_000003","g003380",NA,"hypothetical protein",80,23,200,1,1,1,2,0,2,0,200,"hypothetical protein(202)","NA(202)",486,1134,1088.3,1798,1,NA,NA,NA,NA,"(CG415_00142:CG415_00143)",NA,NA,NA,NA,NA,NA,NA,NA
"g001126","g001126",NA,"hypothetical protein",50,41,199,1,1,1,0,0,0,0,199,"hypothetical protein(199)","NA(199)",510,546,524.92,1800,1,"CG475_05149","CG988_00796","AB3_00642","AT6_00779","CG415_03611","CG102_01151","CG412_02771","ICMP10754_03882","SBV_10752_04436","CG1000_00874","K306_03052","NCPPB3554_01654","CG516_04668"
"g003224","g003224","purR","HTH-type transcriptional repressor PurR",50,22,199,1,1,1,0,0,0,0,199,"HTH-type transcriptional repressor PurR(176):Ribose operon repressor(21):Catabolite control protein A(1):HTH-type transcriptional regulator DegA(1)","purR(176):rbsR(21):ccpA(1):degA(1)",777,1098,1042.96,1801,1,"CG475_00003","CG988_03821","AB3_02075","AT6_01955","CG415_00700","CG102_05135","CG412_00451","ICMP10754_02850","SBV_10752_02431","CG1000_03416","K306_03845","NCPPB3554_01016","CG516_01684"
"g003591","g003591","yybR","putative HTH-type transcriptional regulator YybR",50,21,199,1.01,1,2,0,2,0,2,201,"putative HTH-type transcriptional regulator YybR(190):hypothetical protein(7):HTH-type transcriptional activator HxlR(3):putative HTH-type transcriptional regulator YtcD(1)","yybR(190):NA(7):hxlR(3):ytcD(1)",153,429,377.01,1802,1,"CG475_04836","CG988_03468","AB3_01070","AT6_00011","CG415_02755","CG102_02848","CG412_01121","ICMP10754_02305","SBV_10752_02856","CG1000_02845","K306_00738","NCPPB3554_03564","CG516_01400"
"g003264_000002","g003264",NA,"hypothetical protein",70,24,199,1.47,1,4,0,85,0,94,293,"hypothetical protein(293)","NA(293)",147,678,317.16,1803,1,"CG475_03434",NA,NA,NA,NA,"CG102_01569","CG412_01241","ICMP10754_00729","SBV_10752_01438","CG1000_01096","K306_00139","NCPPB3554_00127",NA
"g001975_000001","g001975",NA,"putative MFS-type transporter",60,31,199,1,1,1,7,0,7,0,199,"putative MFS-type transporter(197):hypothetical protein(9)","NA(206)",183,1341,1227.55,1804,1,"CG475_04962","CG988_03588","AB3_00100","AT6_00131","CG415_02876","CG102_00878","CG412_01005","ICMP10754_04435","SBV_10752_03060","CG1000_02010","K306_00621","NCPPB3554_03682","CG516_04364"
"g004615_1_000001","g004615_1",NA,"hypothetical protein",60,9,199,1,1,1,0,0,0,0,199,"hypothetical protein(199)","NA(199)",921,1059,1051.79,1805,1,"CG475_00004","CG988_03822","AB3_02076","AT6_01956","CG415_00699","CG102_05134","CG412_00450","ICMP10754_02849","SBV_10752_02430","CG1000_03415","K306_03846","NCPPB3554_01015","CG516_01685"
"g004910_1_000013","g004910_1","ompR","Transcriptional regulatory protein OmpR",80,9,198,1.01,1,2,0,1,0,1,199,"Transcriptional regulatory protein OmpR(199)","ompR(199)",726,804,750.66,1806,1,"CG475_01651","CG988_02307","AB3_03433","AT6_03309","CG415_01331","CG102_01532","CG412_01278","ICMP10754_00766","SBV_10752_01475","CG1000_01134","K306_00177","NCPPB3554_00164",NA
"g007461_000003","g007461",NA,"Type IV secretion system protein VirB11",80,9,198,1.01,1,2,0,1,0,1,199,"Type IV secretion system protein VirB11(199)","NA(199)",543,1041,1032.14,1806,2,"CG475_01650","CG988_02306","AB3_03432","AT6_03308","CG415_01330","CG102_01533","CG412_01277","ICMP10754_00765","SBV_10752_01474","CG1000_01133","K306_00176","NCPPB3554_00163",NA
"g005912_000001","g005912",NA,"Protein virB10",60,12,198,1.01,1,2,0,1,0,1,199,"Protein virB10(199)","NA(199)",735,1134,1119.06,1806,3,"CG475_01649","CG988_02305","AB3_03431","AT6_03307","CG415_01329","CG102_01534","CG412_01276","ICMP10754_00764","SBV_10752_01473","CG1000_01132","K306_00175","NCPPB3554_00162",NA
"g006550_000002","g006550","virB9","Protein virB9",70,11,198,1.01,1,2,0,1,0,1,199,"Protein virB9(199)","virB9(199)",876,882,881.58,1806,4,"CG475_01648","CG988_02304","AB3_03430","AT6_03306","CG415_01328","CG102_01535","CG412_01275","ICMP10754_00763","SBV_10752_01472","CG1000_01131","K306_00174","NCPPB3554_00161",NA
