"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","R90","R891"
"g002434_1_000006","g002434_1","hisJ","Histidine-binding periplasmic protein",80,20,207,1,1,1,0,0,0,0,207,"Histidine-binding periplasmic protein(127):Lysine/arginine/ornithine-binding periplasmic protein(80)","hisJ(127):argT(80)",771,777,771.83,1760,1,"R90_00887","R891_04344"
"g000024_1_000009","g000024_1","vgrG1","hypothetical protein",80,136,207,2.35,1,7,15,135,18,279,486,"hypothetical protein(486):Actin cross-linking toxin VgrG1(18)","NA(486):vgrG1(18)",123,2655,1955.92,1762,1,"R90_00818;R90_03477","R891_02201;R891_04043"
"g001652_1_000001","g001652_1","pikAII","Narbonolide/10-deoxymethynolide synthase PikA2%2C modules 3 and 4",60,30,207,1.04,1,3,0,5,0,8,215,"Narbonolide/10-deoxymethynolide synthase PikA2%2C modules 3 and 4(161):Zinc-type alcohol dehydrogenase-like protein(51):Phthiocerol/phenolphthiocerol synthesis polyketide synthase type I PpsC(3)","pikAII(161):NA(51):ppsC(3)",948,1101,1003.09,1763,1,"R90_00738","R891_04122"
"g002922_1_000001","g002922_1","fixK","hypothetical protein",60,23,207,1,1,2,0,1,0,1,208,"hypothetical protein(162):Nitrogen fixation regulation protein FixK(39):Transcriptional activatory protein AadR(4):Anaerobic regulatory protein(3)","NA(162):fixK(39):aadR(4):fnr(3)",195,840,759.14,1764,1,"R90_01466","R891_00777"
"g000105","g000105",NA,"hypothetical protein",50,83,206,1,1,1,0,0,0,0,206,"hypothetical protein(206)","NA(206)",519,897,882.87,1765,1,"R90_00847","R891_04384"
"g004120_000001","g004120",NA,"hypothetical protein",60,19,205,1,1,2,0,1,0,1,206,"hypothetical protein(206)","NA(206)",540,759,544.76,1767,1,"R90_01685","R891_03132"
"g005272_000002","g005272","dctM","C4-dicarboxylate TRAP transporter large permease protein DctM",70,14,205,1,1,2,1,1,1,1,206,"C4-dicarboxylate TRAP transporter large permease protein DctM(206):hypothetical protein(1)","dctM(206):NA(1)",141,1527,1480.72,1767,2,"R90_01686","R891_03133"
"g003537_000001","g003537",NA,"hypothetical protein",60,22,205,1,1,1,2,0,2,0,205,"hypothetical protein(207)","NA(207)",189,1149,1122.71,1769,1,"R90_03459","R891_02183"
"g000534_1_000001","g000534_1","yagS","Putative xanthine dehydrogenase YagS FAD-binding subunit",60,37,205,1.06,1,2,4,13,4,13,218,"Putative xanthine dehydrogenase YagS FAD-binding subunit(222)","yagS(222)",951,981,952.22,1771,1,"R90_00119","R891_03599"
"g001888","g001888",NA,"hypothetical protein",50,33,204,1,1,1,0,0,0,0,204,"hypothetical protein(204)","NA(204)",996,1026,1007.09,1772,1,"R90_03466","R891_02190"
"g003660_000001","g003660",NA,"hypothetical protein",60,21,204,1,1,1,0,0,0,0,204,"hypothetical protein(204)","NA(204)",1782,1815,1782.56,1772,2,"R90_03467","R891_02191"
"g003964_000001","g003964",NA,"hypothetical protein",60,20,204,1,1,1,0,0,0,0,204,"hypothetical protein(204)","NA(204)",510,540,510.47,1772,3,"R90_03468","R891_02192"
"g001384","g001384",NA,"hypothetical protein",50,38,204,1,1,1,0,0,0,0,204,"hypothetical protein(204)","NA(204)",822,831,825.72,1772,4,"R90_03469","R891_02193"
"g003180_000002","g003180",NA,"hypothetical protein",70,20,204,1,1,1,2,0,2,0,204,"hypothetical protein(206)","NA(206)",312,1434,1376.75,1772,5,"R90_03470","R891_02194"
"g005922_1_000005","g005922_1",NA,"hypothetical protein",80,11,204,1,1,1,0,0,0,0,204,"hypothetical protein(204)","NA(204)",309,1482,1476.16,1772,6,"R90_03471","R891_02195"
"g005449_000003","g005449",NA,"hypothetical protein",80,14,204,1,1,1,0,0,0,0,204,"hypothetical protein(204)","NA(204)",510,525,511.62,1772,7,"R90_03472","R891_02196"
"g001892","g001892",NA,"hypothetical protein",50,32,204,1,1,1,0,0,0,0,204,"hypothetical protein(204)","NA(204)",768,1077,1013.28,1772,8,"R90_03473","R891_02197"
"g001237_1_000001","g001237_1","clpV1","Protein ClpV1",60,36,204,1,1,2,2,1,2,1,205,"Protein ClpV1(203):Chaperone protein ClpB(3):hypothetical protein(1)","clpV1(203):clpB(3):NA(1)",585,2778,2631.74,1772,9,"R90_03474","R891_02198"
"g007123_000003","g007123",NA,"hypothetical protein",80,10,204,1,1,1,0,0,0,0,204,"hypothetical protein(204)","NA(204)",477,477,477,1772,10,"R90_03475","R891_02199"
"g003511_000001","g003511",NA,"hypothetical protein",60,22,204,1,1,1,0,0,0,0,204,"hypothetical protein(204)","NA(204)",1500,1548,1514.03,1773,1,"R90_03463","R891_02187"
"g002978_000001","g002978",NA,"hypothetical protein",60,25,204,1,1,1,0,0,0,0,204,"hypothetical protein(204)","NA(204)",3477,3507,3485.53,1773,2,"R90_03462","R891_02186"
"g000152_1_000005","g000152_1","yagT","Putative xanthine dehydrogenase YagT iron-sulfur-binding subunit",70,31,204,1.07,1,2,0,14,0,14,218,"Putative xanthine dehydrogenase YagT iron-sulfur-binding subunit(218)","yagT(218)",519,759,615.07,1774,2,"R90_00120","R891_03600"
"g000520","g000520","glmU","Bifunctional protein GlmU",50,54,204,1.04,1,2,0,8,0,8,212,"Bifunctional protein GlmU(163):Nicotine blue oxidoreductase(27):Purine catabolism protein PucB(13):hypothetical protein(8):Molybdenum cofactor cytidylyltransferase(1)","glmU(163):nboR(27):pucB(13):NA(8):mocA(1)",174,1662,1082.48,1775,1,"R90_00124","R891_03604"
"g000159_2_000001","g000159_2","dkgB","2%2C5-diketo-D-gluconic acid reductase B",60,35,204,1,1,2,1,1,1,1,205,"2%2C5-diketo-D-gluconic acid reductase B(205):Glyoxal reductase(1)","dkgB(205):yvgN(1)",273,846,823.24,1779,1,"R90_04392","R891_03415"
"g000529","g000529",NA,"hypothetical protein",50,52,203,1.33,1,3,2,65,2,66,269,"hypothetical protein(271)","NA(271)",756,1002,893.19,1781,1,"R90_04132;R90_04171","R891_02844;R891_02882"
"g004764_000003","g004764",NA,"hypothetical protein",80,16,202,1,1,1,0,0,0,0,202,"hypothetical protein(202)","NA(202)",1305,1341,1305.36,1789,1,"R90_03464","R891_02188"
"g002199_1_000002","g002199_1","yagR","Putative xanthine dehydrogenase YagR molybdenum-binding subunit",70,29,201,1.04,1,2,2,9,2,9,210,"Putative xanthine dehydrogenase YagR molybdenum-binding subunit(211):hypothetical protein(1)","yagR(211):NA(1)",177,2205,2161.94,1792,1,"R90_00118","R891_03598"
"g000109_1_000001","g000109_1","btuD","Vitamin B12 import ATP-binding protein BtuD",60,51,201,1.12,1,3,2,22,2,25,226,"Vitamin B12 import ATP-binding protein BtuD(194):Putative multidrug export ATP-binding/permease protein(22):hypothetical protein(10):Heterocyst differentiation ATP-binding protein HepA(1):putative ABC transporter ATP-binding protein(1)","btuD(194):NA(33):hepA(1)",201,1923,1784.63,1795,1,"R90_01683","R891_03130"
"g001975_000001","g001975",NA,"putative MFS-type transporter",60,31,199,1,1,1,7,0,7,0,199,"putative MFS-type transporter(197):hypothetical protein(9)","NA(206)",183,1341,1227.55,1804,1,"R90_02051","R891_00207"
"g002218","g002218","sasA","Adaptive-response sensory-kinase SasA",50,27,196,1,1,1,1,0,1,0,196,"Adaptive-response sensory-kinase SasA(195):hypothetical protein(1):Sensor protein EvgS(1)","sasA(195):evgS(1):NA(1)",261,1548,1457.73,1819,1,"R90_00064","R891_03544"
"g004934_000003","g004934","rcp1","Response regulator rcp1",80,16,196,1,1,1,0,0,0,0,196,"Response regulator rcp1(196)","rcp1(196)",438,447,438.05,1819,2,"R90_00065","R891_03545"
"g000394_1_000001","g000394_1","hcaB","hypothetical protein",60,25,196,1.03,1,2,3,6,3,6,202,"hypothetical protein(122):3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase(83)","NA(122):hcaB(83)",165,849,776.69,1821,1,"R90_00742;R90_00815","R891_04046;R891_04118"
"g000038","g000038",NA,"hypothetical protein",50,127,195,1.49,1,4,9,78,9,95,290,"hypothetical protein(299)","NA(299)",162,846,327.71,1829,1,NA,"R891_02980"
"g003058","g003058","gltI","Glutamate/aspartate import solute-binding protein",50,25,194,1,1,1,0,0,0,0,194,"Glutamate/aspartate import solute-binding protein(194)","gltI(194)",825,948,899.86,1831,1,"R90_03401","R891_02125"
"g004132_000003","g004132","lacF","Lactose transport system permease protein LacF",80,19,193,1,1,1,1,0,1,0,193,"Lactose transport system permease protein LacF(163):sn-glycerol-3-phosphate transport system permease protein UgpA(29):hypothetical protein(2)","lacF(163):ugpA(29):NA(2)",456,927,905.03,1833,1,"R90_00037","R891_03517"
"g002738_1_000015","g002738_1","lacG","Lactose transport system permease protein LacG",90,15,193,1.01,1,2,0,1,0,1,194,"Lactose transport system permease protein LacG(182):L-arabinose transport system permease protein AraQ(11):hypothetical protein(1)","lacG(182):araQ(11):NA(1)",192,822,817.78,1833,2,"R90_00038","R891_03518"
"g006298_000003","g006298","ugpB","sn-glycerol-3-phosphate-binding periplasmic protein UgpB",80,11,193,1,1,1,0,0,0,0,193,"sn-glycerol-3-phosphate-binding periplasmic protein UgpB(193)","ugpB(193)",1293,1296,1293.56,1833,3,"R90_00039","R891_03519"
"g001585_000002","g001585","cpdA","3'%2C5'-cyclic adenosine monophosphate phosphodiesterase CpdA",70,36,193,1,1,1,4,0,4,0,193,"3'%2C5'-cyclic adenosine monophosphate phosphodiesterase CpdA(197)","cpdA(197)",216,876,789.21,1833,4,"R90_00040","R891_03520"
"g001021_1_000001","g001021_1",NA,"hypothetical protein",60,40,193,1.06,1,3,0,11,0,12,205,"hypothetical protein(205)","NA(205)",123,255,153.28,1838,1,"R90_02506","R891_01550"
"g002790","g002790","yvoA","HTH-type transcriptional repressor YvoA",50,27,192,1.01,1,2,0,1,0,1,193,"HTH-type transcriptional repressor YvoA(193)","yvoA(193)",738,831,757.68,1840,1,"R90_00166","R891_03646"
"g001129","g001129",NA,"hypothetical protein",50,41,192,1,1,1,0,0,0,0,192,"hypothetical protein(192)","NA(192)",351,549,391.44,1841,1,"R90_03348","R891_02073"
"g002836_1_000004","g002836_1","nemA","N-ethylmaleimide reductase",70,21,192,1.02,1,2,1,3,1,3,195,"N-ethylmaleimide reductase(187):hypothetical protein(8):NADPH dehydrogenase(1)","nemA(187):NA(8):namA(1)",333,1188,1052.89,1843,1,"R90_00741","R891_04119"
"g000602","g000602","rfbC","dTDP-4-dehydrorhamnose 3%2C5-epimerase",50,52,192,1.06,1,3,0,10,0,11,203,"dTDP-4-dehydrorhamnose 3%2C5-epimerase(203)","rfbC(193):rmlC(10)",228,618,565.76,1844,1,"R90_00417","R891_03898"
"g000389_1_000001","g000389_1","rfbA","Glucose-1-phosphate thymidylyltransferase 1",60,44,191,1.07,1,2,1,14,1,14,205,"Glucose-1-phosphate thymidylyltransferase 1(171):Glucose-1-phosphate thymidylyltransferase(32):Glucose-1-phosphate thymidylyltransferase 2(3)","rfbA(171):rmlA(32):rffH(3)",312,936,851.53,1848,1,"R90_00414","R891_03895"
"g002421","g002421",NA,"hypothetical protein",50,29,190,1,1,1,0,0,0,0,190,"hypothetical protein(190)","NA(190)",300,576,479.67,1851,1,"R90_01149","R891_01095"
"g003297","g003297",NA,"hypothetical protein",50,24,190,1,1,1,0,0,0,0,190,"hypothetical protein(190)","NA(190)",423,435,426.13,1851,2,"R90_01150","R891_01094"
"g000573_000002","g000573",NA,"hypothetical protein",70,52,189,1.07,1,2,13,14,13,14,203,"hypothetical protein(216)","NA(216)",153,1122,977.76,1856,1,"R90_00797;R90_00810","R891_04050;R891_04063"
"g000899_1_000001","g000899_1","rffG","dTDP-glucose 4%2C6-dehydratase 2",60,38,189,1.05,1,2,0,10,0,10,199,"dTDP-glucose 4%2C6-dehydratase 2(193):dTDP-glucose 4%2C6-dehydratase(6)","rffG(193):rfbB(6)",519,1068,1054.73,1857,1,"R90_00416","R891_03897"
"g000222_2","g000222_2","potA","Spermidine/putrescine import ATP-binding protein PotA",50,36,188,1.04,1,3,5,7,5,8,196,"Spermidine/putrescine import ATP-binding protein PotA(105):Vitamin B12 import ATP-binding protein BtuD(92):Sulfate/thiosulfate import ATP-binding protein CysA(3):Putative 2-aminoethylphosphonate import ATP-binding protein PhnT(1)","potA(105):btuD(92):cysA(3):phnT(1)",987,1152,1018.6,1859,1,"R90_01769","R891_03215"
"g000507","g000507",NA,"hypothetical protein",50,55,187,1,1,1,0,0,0,0,187,"hypothetical protein(187)","NA(187)",159,279,260.73,1862,1,"R90_03545","R891_02269"
"g000735","g000735",NA,"hypothetical protein",50,45,187,1.19,1,4,0,31,0,36,223,"hypothetical protein(223)","NA(223)",222,921,868.33,1863,1,"R90_04263","R891_02974"
"g003543_1_000001","g003543_1",NA,"hypothetical protein",60,18,187,1.01,1,2,0,2,0,2,189,"hypothetical protein(189)","NA(189)",546,987,572.83,1864,1,"R90_00743;R90_00816","R891_04045;R891_04117"
"g000528_000001","g000528","ydeA","putative protease YdeA",60,54,186,1,1,1,0,0,0,0,186,"putative protease YdeA(185):hypothetical protein(1)","ydeA(185):NA(1)",435,591,565.56,1868,1,"R90_04375","R891_03432"
"g002233_000002","g002233","puuB","Gamma-glutamylputrescine oxidoreductase",70,30,185,1,1,1,0,0,0,0,185,"Gamma-glutamylputrescine oxidoreductase(185)","puuB(185)",819,1308,1299.47,1871,1,"R90_03915","R891_02625"
"g004523_000002","g004523","puuA","Gamma-glutamylputrescine synthetase PuuA",70,16,185,1,1,1,1,0,1,0,185,"Gamma-glutamylputrescine synthetase PuuA(186)","puuA(186)",696,1398,1355.85,1871,2,"R90_03916","R891_02626"
"g003729","g003729","galD","4-oxalomesaconate tautomerase",50,18,185,1,1,1,0,0,0,0,185,"4-oxalomesaconate tautomerase(185)","galD(185)",960,1083,1080.36,1874,1,"R90_00184","R891_03664"
"g004952","g004952",NA,"hypothetical protein",50,16,184,1,1,1,0,0,0,0,184,"hypothetical protein(184)","NA(184)",381,390,381.78,1875,1,"R90_03713","R891_02438"
"g004177_1_000005","g004177_1","ribX","Riboflavin transport system permease protein RibX",80,15,184,1,1,1,0,0,0,0,184,"Riboflavin transport system permease protein RibX(134):Putative aliphatic sulfonates transport permease protein SsuC(47):hypothetical protein(3)","ribX(134):ssuC(47):NA(3)",192,777,769.89,1878,1,"R90_00187","R891_03667"
"g006039_000002","g006039",NA,"hypothetical protein",70,12,183,1,1,1,1,0,1,0,183,"hypothetical protein(184)","NA(184)",159,1002,996.38,1881,1,"R90_00185","R891_03665"
"g004199_1_000005","g004199_1","tauB","Taurine import ATP-binding protein TauB",80,13,183,1,1,1,0,0,0,0,183,"Taurine import ATP-binding protein TauB(183)","tauB(183)",822,831,822.2,1881,2,"R90_00186","R891_03666"
"g001951","g001951",NA,"hypothetical protein",50,26,183,1,1,1,1,0,1,0,183,"hypothetical protein(184)","NA(184)",237,1707,1546.39,1883,1,"R90_03659","R891_02384"
"g005391_000002","g005391","cynR","HTH-type transcriptional regulator CynR",70,14,183,1,1,1,1,0,1,0,183,"HTH-type transcriptional regulator CynR(180):Hca operon transcriptional activator HcaR(3):hypothetical protein(1)","cynR(180):hcaR(3):NA(1)",384,951,897.11,1884,1,"R90_00183","R891_03663"
"g002012_1_000001","g002012_1","noc","Nucleoid occlusion protein",60,25,183,1,1,1,0,0,0,0,183,"Nucleoid occlusion protein(183)","noc(183)",1011,1029,1013.84,1886,1,"R90_00955","R891_04448"
"g002925","g002925","nfrA1","FMN reductase (NADPH)",50,26,183,1,1,1,0,0,0,0,183,"FMN reductase (NADPH)(166):hypothetical protein(16):NADPH-flavin oxidoreductase(1)","nfrA1(166):NA(16):frp(1)",183,861,841.15,1887,1,"R90_03323","R891_02048"
"g000496_1_000001","g000496_1","pgrR","HTH-type transcriptional regulator PgrR",60,45,183,1.01,1,2,4,2,4,2,185,"HTH-type transcriptional regulator PgrR(185):hypothetical protein(4)","pgrR(185):NA(4)",219,915,868.44,1888,1,"R90_04399","R891_03408"
"g003983_1_000001","g003983_1",NA,"hypothetical protein",60,15,182,1.01,1,2,0,2,0,2,184,"hypothetical protein(184)","NA(184)",129,141,137.05,1890,1,"R90_03032","R891_01407"
"g001813","g001813",NA,"hypothetical protein",50,34,182,1,1,1,0,0,0,0,182,"hypothetical protein(182)","NA(182)",435,513,437.82,1893,1,"R90_01940","R891_00096"
"g000434_2_000005","g000434_2",NA,"hypothetical protein",70,26,181,1,1,1,0,0,0,0,181,"hypothetical protein(181)","NA(181)",948,957,953.97,1895,1,"R90_02648","R891_01692"
"g004632","g004632",NA,"hypothetical protein",50,17,181,1,1,1,0,0,0,0,181,"hypothetical protein(181)","NA(181)",189,192,191.57,1897,1,"R90_00871","R891_04360"
"g001577_000002","g001577",NA,"hypothetical protein",70,36,181,1,1,1,0,0,0,0,181,"hypothetical protein(181)","NA(181)",177,192,186.15,1898,1,"R90_02046","R891_00202"
"g000422_000002","g000422",NA,"hypothetical protein",70,57,181,1.19,1,2,0,34,0,34,215,"hypothetical protein(215)","NA(215)",240,396,327.42,1901,1,"R90_04397","R891_03410"
"g003159_1_000001","g003159_1","araE","Alpha-ketoglutaric semialdehyde dehydrogenase",60,23,181,1.03,1,3,0,4,0,5,186,"Alpha-ketoglutaric semialdehyde dehydrogenase(180):NAD/NADP-dependent betaine aldehyde dehydrogenase(6)","araE(180):betB(6)",1437,2187,1502.61,1902,1,"R90_01777","R891_03222"
"g001369_000001","g001369",NA,"hypothetical protein",60,37,181,1.21,1,4,0,28,0,38,219,"hypothetical protein(219)","NA(219)",342,558,461.3,1903,1,"R90_00766;R90_04320","R891_03032;R891_04094"
"g001018","g001018",NA,"hypothetical protein",50,43,181,1,1,1,0,0,0,0,181,"hypothetical protein(181)","NA(181)",147,897,823.79,1904,1,"R90_00127","R891_03607"
"g004981","g004981","gsiB","Glutathione-binding protein GsiB",50,15,180,1,1,1,0,0,0,0,180,"Glutathione-binding protein GsiB(93):Periplasmic murein peptide-binding protein(86):Heme-binding protein A(1)","gsiB(93):mppA(86):hbpA(1)",1554,1566,1561.38,1905,1,"R90_00522","R891_04002"
"g004806_1_000005","g004806_1","dppB","Dipeptide transport system permease protein DppB",70,10,180,1,1,1,0,0,0,0,180,"Dipeptide transport system permease protein DppB(168):Glutathione transport system permease protein GsiC(12)","dppB(168):gsiC(12)",966,969,967.43,1905,2,"R90_00523","R891_04003"
"g003739_1_000001","g003739_1","dppC","Dipeptide transport system permease protein DppC",60,15,180,1,1,1,0,0,0,0,180,"Dipeptide transport system permease protein DppC(164):Oligopeptide transport system permease protein OppC(10):putative D%2CD-dipeptide transport system permease protein DdpC(6)","dppC(164):oppC(10):ddpC(6)",948,960,954.35,1905,3,"R90_00524","R891_04004"
"g002833","g002833","atzC","N-isopropylammelide isopropyl amidohydrolase",50,24,180,1,1,1,0,0,0,0,180,"N-isopropylammelide isopropyl amidohydrolase(179):hypothetical protein(1)","atzC(179):NA(1)",1194,1302,1194.6,1905,4,"R90_00525","R891_04005"
"g001519","g001519",NA,"8-oxoguanine deaminase",50,36,180,1,1,1,0,0,0,0,180,"8-oxoguanine deaminase(180)","NA(180)",1440,1506,1488.47,1905,5,"R90_00526","R891_04006"
"g003395_000002","g003395","cysP","Thiosulfate-binding protein",70,23,180,1,1,1,0,0,0,0,180,"Thiosulfate-binding protein(180)","cysP(180)",984,1020,987.13,1906,1,"R90_01782","R891_03227"
"g004192_000003","g004192","cysT","Sulfate transport system permease protein CysT",80,19,180,1,1,1,0,0,0,0,180,"Sulfate transport system permease protein CysT(180)","cysT(180)",792,843,832.25,1906,2,"R90_01781","R891_03226"
"g000374_2_000003","g000374_2","cysW","Sulfate transport system permease protein CysW",70,30,180,1,1,1,0,0,0,0,180,"Sulfate transport system permease protein CysW(180)","cysW(180)",879,894,887.72,1906,3,"R90_01780","R891_03225"
"g002646","g002646",NA,"hypothetical protein",50,27,180,1,1,1,0,0,0,0,180,"hypothetical protein(180)","NA(180)",1830,1896,1877.87,1907,1,"R90_00126","R891_03606"
"g003252_000001","g003252","gshB","Glutathione synthetase",60,24,180,1,1,1,1,0,1,0,180,"Glutathione synthetase(180):hypothetical protein(1)","gshB(180):NA(1)",153,1047,1041.23,1907,2,"R90_00125","R891_03605"
"g002128","g002128","purR","HTH-type transcriptional repressor PurR",50,31,180,1,1,1,1,0,1,0,180,"HTH-type transcriptional repressor PurR(98):HTH-type transcriptional repressor CytR(45):HTH-type transcriptional regulator DegA(38)","purR(98):cytR(45):degA(38)",432,1083,1056.23,1908,1,"R90_01774","R891_03219"
"g001421_000002","g001421",NA,"hypothetical protein",70,37,180,1.02,1,3,0,2,0,3,183,"hypothetical protein(183)","NA(183)",1320,1407,1371.89,1909,1,"R90_02066","R891_00222"
"g000665_000002","g000665",NA,"hypothetical protein",70,50,180,1,1,1,0,0,0,0,180,"hypothetical protein(180)","NA(180)",1725,1824,1735.18,1911,1,"R90_02567","R891_01610"
"g001539","g001539",NA,"hypothetical protein",50,36,180,1,1,1,0,0,0,0,180,"hypothetical protein(180)","NA(180)",456,588,504.55,1913,1,"R90_02050","R891_00206"
"g002345","g002345","yknY","putative ABC transporter ATP-binding protein YknY",50,29,180,1,1,1,0,0,0,0,180,"putative ABC transporter ATP-binding protein YknY(179):Macrolide export ATP-binding/permease protein MacB(1)","yknY(179):macB(1)",540,2097,726.8,1914,1,"R90_01031","R891_01211"
"g000064_2","g000064_2","ttuD","Putative hydroxypyruvate reductase",50,49,180,1.03,1,2,3,6,3,6,186,"Putative hydroxypyruvate reductase(188):hypothetical protein(1)","ttuD(188):NA(1)",213,1362,1293.33,1915,1,"R90_00337","R891_03817"
