"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","S33a","CC001","FDAARGOS_525","CFBP5494"
"g000301_1_000003","g000301_1","blh","Beta-lactamase hydrolase-like protein",70,59,214,1.03,1,3,1,5,1,7,221,"Beta-lactamase hydrolase-like protein(222)","blh(222)",627,1368,1277.54,1721,1,"S33a_01852","CC001_03164","FDAARGOS_525_04685","CFBP5494_04364"
"g000129","g000129",NA,"hypothetical protein",50,79,214,1.21,1,4,9,29,9,45,259,"hypothetical protein(268)","NA(268)",438,960,620.6,1722,1,"S33a_04971","CC001_00587","FDAARGOS_525_02009","CFBP5494_01240"
"g002928_1_000003","g002928_1",NA,"hypothetical protein",70,23,214,1,1,1,0,0,0,0,214,"hypothetical protein(214)","NA(214)",150,177,157.54,1723,1,"S33a_02550","CC001_01045","FDAARGOS_525_02485","CFBP5494_01772"
"g005361_000001","g005361","gsiC","Glutathione transport system permease protein GsiC",60,13,213,1,1,1,0,0,0,0,213,"Glutathione transport system permease protein GsiC(124):Nickel transport system permease protein NikB(89)","gsiC(124):nikB(89)",942,945,944.99,1724,1,"S33a_02325","CC001_00820","FDAARGOS_525_02264","CFBP5494_01542"
"g003925_000001","g003925","gsiD","Glutathione transport system permease protein GsiD",60,20,213,1,1,1,0,0,0,0,213,"Glutathione transport system permease protein GsiD(213)","gsiD(213)",882,954,899.52,1724,2,"S33a_02326","CC001_00821","FDAARGOS_525_02265","CFBP5494_01543"
"g004475","g004475","oppD","Oligopeptide transport ATP-binding protein OppD",50,17,213,1,1,1,0,0,0,0,213,"Oligopeptide transport ATP-binding protein OppD(124):Dipeptide transport ATP-binding protein DppD(89)","oppD(124):dppD(89)",969,1098,1065.23,1724,3,"S33a_02327","CC001_00822","FDAARGOS_525_02266","CFBP5494_01544"
"g004053_000001","g004053","btuD","Vitamin B12 import ATP-binding protein BtuD",60,19,213,1,1,1,0,0,0,0,213,"Vitamin B12 import ATP-binding protein BtuD(206):Oligopeptide transport ATP-binding protein OppF(4):Glutathione import ATP-binding protein GsiA(3)","btuD(206):oppF(4):gsiA(3)",1011,1101,1019.37,1724,4,"S33a_02328","CC001_00823","FDAARGOS_525_02267","CFBP5494_01545"
"g000350","g000350",NA,"hypothetical protein",50,61,213,1,1,1,0,0,0,0,213,"hypothetical protein(213)","NA(213)",183,315,251.06,1725,1,"S33a_03468","CC001_02003","FDAARGOS_525_00463","CFBP5494_02827"
"g002008","g002008","rhaR","HTH-type transcriptional activator RhaR",50,31,213,1,1,1,1,0,1,0,213,"HTH-type transcriptional activator RhaR(122):HTH-type transcriptional activator RhaS(86):hypothetical protein(3):HTH-type transcriptional activator Btr(3)","rhaR(122):rhaS(86):btr(3):NA(3)",312,936,842.87,1726,1,"S33a_05100","CC001_00717","FDAARGOS_525_02161","CFBP5494_01368"
"g002307_000001","g002307","ompW","hypothetical protein",60,29,213,1,1,2,0,1,0,1,214,"hypothetical protein(197):Outer membrane protein W(17)","NA(197):ompW(17)",684,702,697.79,1727,1,"S33a_02148","CC001_02872","FDAARGOS_525_04984","CFBP5494_04722"
"g000318_000001","g000318",NA,"hypothetical protein",60,61,213,1,1,1,0,0,0,0,213,"hypothetical protein(213)","NA(213)",132,543,488.44,1728,1,"S33a_01669","CC001_03346","FDAARGOS_525_04309","CFBP5494_04183"
"g004859_000003","g004859",NA,"Peroxiredoxin",80,16,213,1,1,1,0,0,0,0,213,"Peroxiredoxin(213)","NA(213)",537,540,537.72,1729,1,"S33a_03461","CC001_01996","FDAARGOS_525_00456","CFBP5494_02820"
"g000472","g000472",NA,"hypothetical protein",50,56,212,1,1,1,0,0,0,0,212,"hypothetical protein(212)","NA(212)",336,342,336.72,1733,1,"S33a_04978","CC001_00594","FDAARGOS_525_02016","CFBP5494_01247"
"g000278_000002","g000278","bapA","Beta-peptidyl aminopeptidase BapA",70,64,212,1,1,1,1,0,1,0,212,"Beta-peptidyl aminopeptidase BapA(212):hypothetical protein(1)","NA(201):bapA(12)",456,1113,1056.24,1738,1,"S33a_03573","CC001_02109","FDAARGOS_525_00571","CFBP5494_02932"
"g000276_1_000001","g000276_1",NA,"hypothetical protein",60,64,211,1,1,1,1,0,1,0,211,"hypothetical protein(212)","NA(212)",189,576,567.25,1741,1,"S33a_04977","CC001_00593","FDAARGOS_525_02015","CFBP5494_01246"
"g001294_1_000007","g001294_1","hisQ","Histidine transport system permease protein HisQ",80,28,210,1,1,1,1,0,1,0,210,"Histidine transport system permease protein HisQ(210):Octopine transport system permease protein OccQ(1)","hisQ(210):occQ(1)",204,726,719.72,1742,1,"S33a_00738","CC001_04153","FDAARGOS_525_03456","CFBP5494_03388"
"g002604_1_000006","g002604_1","occM","Octopine transport system permease protein OccM",80,24,210,1.01,1,2,0,2,0,2,212,"Octopine transport system permease protein OccM(211):hypothetical protein(1)","occM(211):NA(1)",324,696,687.03,1742,2,"S33a_00737","CC001_04154","FDAARGOS_525_03455","CFBP5494_03387"
"g000524_000001","g000524","hipO","Hippurate hydrolase",60,51,210,1,1,1,0,0,0,0,210,"Hippurate hydrolase(167):N-acetyldiaminopimelate deacetylase(34):putative hydrolase YxeP(6):hypothetical protein(3)","hipO(167):NA(25):ykuR(12):yxeP(6)",177,1164,1123.16,1743,1,"S33a_00711","CC001_04180","FDAARGOS_525_03430","CFBP5494_03361"
"g003680_000001","g003680","ycaD","putative MFS-type transporter YcaD",60,20,210,1,1,1,0,0,0,0,210,"putative MFS-type transporter YcaD(210)","ycaD(210)",1236,1410,1273.96,1744,1,"S33a_05170","CC001_00785","FDAARGOS_525_02230","CFBP5494_01437"
"g000054_000001","g000054","ligD","Multifunctional non-homologous end joining protein LigD",60,110,210,1.52,1,4,8,90,8,110,320,"Multifunctional non-homologous end joining protein LigD(294):hypothetical protein(21):Multifunctional non-homologous end joining DNA repair protein LigD(9):DNA ligase(5)","ligD(303):NA(21):lig(5)",156,1194,906.45,1746,1,"S33a_00049;S33a_00200;S33a_00929","CC001_05095;CC001_05299","FDAARGOS_525_03827;FDAARGOS_525_05169;FDAARGOS_525_05178","CFBP5494_05254;CFBP5494_05581;CFBP5494_05616"
"g004538_1_000002","g004538_1","proP","Proline/betaine transporter",70,13,209,1,1,1,2,0,2,0,209,"Proline/betaine transporter(207):hypothetical protein(3):Ectoine/proline transporter ProP(1)","proP(208):NA(3)",276,1347,1315.92,1747,1,"S33a_03229","CC001_01703","FDAARGOS_525_00191","CFBP5494_02589"
"g001356_1_000003","g001356_1","dmlR","HTH-type transcriptional regulator DmlR",70,23,209,1.16,1,3,2,33,2,34,243,"HTH-type transcriptional regulator DmlR(241):hypothetical protein(2):HTH-type transcriptional regulator HdfR(1):HTH-type transcriptional regulator DsdC(1)","dmlR(241):NA(2):hdfR(1):dsdC(1)",192,921,890.82,1748,1,"S33a_01218","CC001_03752","FDAARGOS_525_03885","CFBP5494_03828"
"g004054_000002","g004054","btuD","Putative multidrug export ATP-binding/permease protein",70,19,209,1,1,1,0,0,0,0,209,"Putative multidrug export ATP-binding/permease protein(156):Vitamin B12 import ATP-binding protein BtuD(53)","NA(156):btuD(53)",1851,1860,1853.14,1749,1,"S33a_03314","CC001_01849","FDAARGOS_525_00275","CFBP5494_02672"
"g002530","g002530","mdtA","Multidrug resistance protein MdtA",50,28,209,1,1,1,0,0,0,0,209,"Multidrug resistance protein MdtA(209)","mdtA(209)",1275,1332,1288.72,1750,1,"S33a_00681","CC001_04208","FDAARGOS_525_03400","CFBP5494_03331"
"g000175_000001","g000175","mepS","hypothetical protein",60,72,209,1,1,1,0,0,0,0,209,"hypothetical protein(200):Murein DD-endopeptidase MepS/Murein LD-carboxypeptidase(9)","NA(200):mepS(9)",333,1317,437.9,1751,1,"S33a_04986","CC001_00603","FDAARGOS_525_02024","CFBP5494_01256"
"g001000","g001000",NA,"hypothetical protein",50,43,209,1.06,1,2,0,12,0,12,221,"hypothetical protein(221)","NA(221)",576,591,584.12,1752,1,"S33a_04284","CC001_02698;CC001_04701","FDAARGOS_525_01206","CFBP5494_00547"
"g001852","g001852",NA,"hypothetical protein",50,33,209,1,1,1,0,0,0,0,209,"hypothetical protein(209)","NA(209)",948,1314,1208.35,1753,1,"S33a_03380","CC001_01915","FDAARGOS_525_00345","CFBP5494_02738"
"g001301","g001301","ssuA","Putative aliphatic sulfonates-binding protein",50,39,208,1,1,1,0,0,0,0,208,"Putative aliphatic sulfonates-binding protein(146):hypothetical protein(62)","ssuA(146):NA(62)",771,879,856.79,1754,1,"S33a_00668","CC001_04221","FDAARGOS_525_03383","CFBP5494_03318"
"g006333_000003","g006333","ssuD","Alkanesulfonate monooxygenase",80,11,208,1,1,1,0,0,0,0,208,"Alkanesulfonate monooxygenase(208)","ssuD(208)",1128,1134,1130.47,1754,2,"S33a_00667","CC001_04222","FDAARGOS_525_03382","CFBP5494_03317"
"g000337_000001","g000337","dinB","DNA polymerase IV",60,61,208,1.08,1,3,2,16,3,17,225,"DNA polymerase IV(225):DNA polymerase IV 1(2):hypothetical protein(1)","dinB(225):dinB1(2):NA(1)",177,1164,1024.96,1755,1,"S33a_01523","CC001_03491","FDAARGOS_525_05374","CFBP5494_04042"
"g004100","g004100","kgtP","Alpha-ketoglutarate permease",50,18,208,1.05,1,2,0,10,0,10,218,"Alpha-ketoglutarate permease(218)","kgtP(218)",1083,1338,1315.79,1756,1,"S33a_01181","CC001_03789","FDAARGOS_525_03808","CFBP5494_03791"
"g001794_1_000001","g001794_1","bigR","Biofilm growth-associated repressor",60,30,208,1.02,1,2,0,4,0,4,212,"Biofilm growth-associated repressor(212)","bigR(212)",333,357,351.28,1757,1,"S33a_01851","CC001_03165","FDAARGOS_525_04684","CFBP5494_04363"
"g004479_000001","g004479","lmrA","Multidrug resistance ABC transporter ATP-binding and permease protein",60,17,208,1,1,1,0,0,0,0,208,"Multidrug resistance ABC transporter ATP-binding and permease protein(115):Lipid A export ATP-binding/permease protein MsbA(93)","lmrA(115):msbA(93)",1800,1938,1802.93,1758,1,"S33a_01643","CC001_03372","FDAARGOS_525_04270","CFBP5494_04157"
"g003681_000001","g003681","eutB","Ethanolamine ammonia-lyase heavy chain",60,20,208,1.33,1,3,1,64,1,69,277,"Ethanolamine ammonia-lyase heavy chain(277):hypothetical protein(1)","eutB(277):NA(1)",264,1401,1384.01,1759,1,"S33a_00357;S33a_02293","CC001_04589","FDAARGOS_525_03052",NA
"g002434_1_000006","g002434_1","hisJ","Histidine-binding periplasmic protein",80,20,207,1,1,1,0,0,0,0,207,"Histidine-binding periplasmic protein(127):Lysine/arginine/ornithine-binding periplasmic protein(80)","hisJ(127):argT(80)",771,777,771.83,1760,1,"S33a_00739","CC001_04152","FDAARGOS_525_03457","CFBP5494_03389"
"g002819_1_000001","g002819_1","wcaJ","UDP-glucose:undecaprenyl-phosphate glucose-1-phosphate transferase",60,25,207,1,1,1,0,0,0,0,207,"UDP-glucose:undecaprenyl-phosphate glucose-1-phosphate transferase(205):hypothetical protein(2)","wcaJ(204):NA(2):gumD(1)",360,753,714.81,1761,1,"S33a_04116","CC001_02531","FDAARGOS_525_01030","CFBP5494_00379"
"g002922_1_000001","g002922_1","fixK","hypothetical protein",60,23,207,1,1,2,0,1,0,1,208,"hypothetical protein(162):Nitrogen fixation regulation protein FixK(39):Transcriptional activatory protein AadR(4):Anaerobic regulatory protein(3)","NA(162):fixK(39):aadR(4):fnr(3)",195,840,759.14,1764,1,"S33a_03456","CC001_01991","FDAARGOS_525_00451","CFBP5494_02815"
"g000105","g000105",NA,"hypothetical protein",50,83,206,1,1,1,0,0,0,0,206,"hypothetical protein(206)","NA(206)",519,897,882.87,1765,1,NA,"CC001_00602","FDAARGOS_525_02023","CFBP5494_01255"
"g000206","g000206",NA,"hypothetical protein",50,69,206,1,1,1,0,0,0,0,206,"hypothetical protein(206)","NA(206)",1095,1137,1114.21,1766,1,"S33a_02197","CC001_02823","FDAARGOS_525_05034","CFBP5494_04771"
"g004120_000001","g004120",NA,"hypothetical protein",60,19,205,1,1,2,0,1,0,1,206,"hypothetical protein(206)","NA(206)",540,759,544.76,1767,1,"S33a_00783","CC001_04107","FDAARGOS_525_03501","CFBP5494_03435"
"g005272_000002","g005272","dctM","C4-dicarboxylate TRAP transporter large permease protein DctM",70,14,205,1,1,2,1,1,1,1,206,"C4-dicarboxylate TRAP transporter large permease protein DctM(206):hypothetical protein(1)","dctM(206):NA(1)",141,1527,1480.72,1767,2,"S33a_00784","CC001_04106","FDAARGOS_525_03502","CFBP5494_03436"
"g001592","g001592",NA,"hypothetical protein",50,36,205,1,1,1,0,0,0,0,205,"hypothetical protein(205)","NA(205)",264,402,351.13,1768,1,"S33a_03065","CC001_01539","FDAARGOS_525_02947","CFBP5494_02421"
"g001976_1_000003","g001976_1","fabF","3-oxoacyl-[acyl-carrier-protein] synthase 2",70,23,205,1.05,1,2,0,11,0,11,216,"3-oxoacyl-[acyl-carrier-protein] synthase 2(216)","fabF(216)",1059,1314,1279.36,1770,1,NA,"CC001_04815",NA,NA
"g000534_1_000001","g000534_1","yagS","Putative xanthine dehydrogenase YagS FAD-binding subunit",60,37,205,1.06,1,2,4,13,4,13,218,"Putative xanthine dehydrogenase YagS FAD-binding subunit(222)","yagS(222)",951,981,952.22,1771,1,"S33a_01402","CC001_03593",NA,"CFBP5494_03997"
"g003763","g003763",NA,"hypothetical protein",50,19,204,1.05,1,2,0,10,0,10,214,"hypothetical protein(214)","NA(214)",261,849,811.51,1774,1,NA,"CC001_04870",NA,NA
"g000152_1_000005","g000152_1","yagT","Putative xanthine dehydrogenase YagT iron-sulfur-binding subunit",70,31,204,1.07,1,2,0,14,0,14,218,"Putative xanthine dehydrogenase YagT iron-sulfur-binding subunit(218)","yagT(218)",519,759,615.07,1774,2,"S33a_01401","CC001_03594",NA,"CFBP5494_03996"
"g000520","g000520","glmU","Bifunctional protein GlmU",50,54,204,1.04,1,2,0,8,0,8,212,"Bifunctional protein GlmU(163):Nicotine blue oxidoreductase(27):Purine catabolism protein PucB(13):hypothetical protein(8):Molybdenum cofactor cytidylyltransferase(1)","glmU(163):nboR(27):pucB(13):NA(8):mocA(1)",174,1662,1082.48,1775,1,"S33a_01531","CC001_03484",NA,"CFBP5494_04047"
"g000473","g000473",NA,"hypothetical protein",50,54,204,1.02,1,2,3,4,3,4,208,"hypothetical protein(211)","NA(211)",405,438,409.39,1776,1,"S33a_01850","CC001_03166","FDAARGOS_525_04683","CFBP5494_04362"
"g005569_000002","g005569","aldH","Alpha-ketoglutaric semialdehyde dehydrogenase",70,11,204,1.01,1,2,3,3,3,3,207,"Alpha-ketoglutaric semialdehyde dehydrogenase(206):NADP-dependent fatty aldehyde dehydrogenase(4)","NA(206):aldH(4)",426,1599,1488.2,1777,1,"S33a_00664","CC001_04225","FDAARGOS_525_03379","CFBP5494_03314"
"g000576","g000576",NA,"hypothetical protein",50,53,204,1.1,1,3,4,20,4,21,225,"hypothetical protein(229)","NA(229)",168,519,381,1778,1,"S33a_00029","CC001_04650","FDAARGOS_525_03038","CFBP5494_02988"
"g000159_2_000001","g000159_2","dkgB","2%2C5-diketo-D-gluconic acid reductase B",60,35,204,1,1,2,1,1,1,1,205,"2%2C5-diketo-D-gluconic acid reductase B(205):Glyoxal reductase(1)","dkgB(205):yvgN(1)",273,846,823.24,1779,1,"S33a_04883","CC001_00498","FDAARGOS_525_01921","CFBP5494_01152"
"g000555_1_000001","g000555_1","yheS","putative ABC transporter ATP-binding protein YheS",60,49,203,1.01,1,2,2,3,2,3,206,"putative ABC transporter ATP-binding protein YheS(178):putative ABC transporter ATP-binding protein YbiT(24):Energy-dependent translational throttle protein EttA(2):Vitamin B12 import ATP-binding protein BtuD(2):hypothetical protein(1):ABC transporter ATP-binding protein uup(1)","yheS(178):ybiT(24):ettA(2):btuD(2):NA(1):uup(1)",237,1704,1583.32,1780,1,"S33a_01974","CC001_03044","FDAARGOS_525_04808","CFBP5494_04547"
"g002475","g002475","fmt","Methionyl-tRNA formyltransferase",50,29,203,1,1,1,0,0,0,0,203,"Methionyl-tRNA formyltransferase(190):Phosphoribosylglycinamide formyltransferase(10):hypothetical protein(3)","fmt(190):purN(10):NA(3)",672,810,784.06,1782,1,"S33a_02828","CC001_01365","FDAARGOS_525_02769","CFBP5494_02128"
"g002286_000002","g002286","iolE","Inosose dehydratase",70,30,203,1.01,1,2,0,2,0,2,205,"Inosose dehydratase(202):hypothetical protein(3)","iolE(202):NA(3)",396,930,919.79,1783,1,"S33a_01236","CC001_03734","FDAARGOS_525_03903","CFBP5494_03846"
"g004503_000002","g004503","cat1","Succinyl-CoA:coenzyme A transferase",70,12,202,1,1,1,2,0,2,0,202,"Succinyl-CoA:coenzyme A transferase(204)","cat1(204)",399,1497,1480.94,1786,1,"S33a_04398","CC001_00071","FDAARGOS_525_01401","CFBP5494_00684"
"g001196","g001196",NA,"hypothetical protein",50,39,202,1,1,1,0,0,0,0,202,"hypothetical protein(202)","NA(202)",132,678,630.95,1787,1,"S33a_02586","CC001_01083","FDAARGOS_525_02524","CFBP5494_01810"
"g001194","g001194","pgrR","HTH-type transcriptional regulator PgrR",50,35,202,1.51,1,4,3,87,3,103,305,"HTH-type transcriptional regulator PgrR(228):HTH-type transcriptional regulator DmlR(80)","pgrR(228):dmlR(80)",315,951,884.95,1790,1,"S33a_01467",NA,"FDAARGOS_525_01230",NA
"g004704_000001","g004704","virD4","Protein VirD4",60,16,201,1.02,1,2,0,5,0,5,206,"Protein VirD4(206)","virD4(206)",1686,2151,2029.69,1791,1,NA,"CC001_05215",NA,NA
"g002199_1_000002","g002199_1","yagR","Putative xanthine dehydrogenase YagR molybdenum-binding subunit",70,29,201,1.04,1,2,2,9,2,9,210,"Putative xanthine dehydrogenase YagR molybdenum-binding subunit(211):hypothetical protein(1)","yagR(211):NA(1)",177,2205,2161.94,1792,1,"S33a_01403","CC001_03592",NA,"CFBP5494_03998"
"g000515","g000515","pytH","hypothetical protein",50,51,201,1.15,1,2,1,31,1,31,232,"hypothetical protein(164):Pyrethroid hydrolase(69)","NA(164):pytH(69)",255,822,747.63,1793,1,"(S33a_00366:S33a_00367)","CC001_04580;CC001_04712","FDAARGOS_525_03061",NA
"g004553","g004553",NA,"hypothetical protein",50,17,201,1,1,2,0,1,0,1,202,"hypothetical protein(202)","NA(202)",315,603,323.6,1794,1,"S33a_02180","CC001_02840","FDAARGOS_525_05016","CFBP5494_04754"
"g000109_1_000001","g000109_1","btuD","Vitamin B12 import ATP-binding protein BtuD",60,51,201,1.12,1,3,2,22,2,25,226,"Vitamin B12 import ATP-binding protein BtuD(194):Putative multidrug export ATP-binding/permease protein(22):hypothetical protein(10):Heterocyst differentiation ATP-binding protein HepA(1):putative ABC transporter ATP-binding protein(1)","btuD(194):NA(33):hepA(1)",201,1923,1784.63,1795,1,NA,"(CC001_02744:CC001_02746)",NA,NA
"g000409_000001","g000409",NA,"hypothetical protein",60,57,200,1,1,1,0,0,0,0,200,"hypothetical protein(200)","NA(200)",870,999,949.51,1796,1,"S33a_01305","CC001_03682","FDAARGOS_525_03963","CFBP5494_03897"
"g003654","g003654","rbsA","Ribose import ATP-binding protein RbsA",50,20,200,1,1,1,0,0,0,0,200,"Ribose import ATP-binding protein RbsA(123):Galactose/methyl galactoside import ATP-binding protein MglA(77)","rbsA(123):mglA(77)",1491,1590,1504.76,1797,1,"S33a_01395","CC001_03600",NA,NA
"g003380_000003","g003380",NA,"hypothetical protein",80,23,200,1,1,1,2,0,2,0,200,"hypothetical protein(202)","NA(202)",486,1134,1088.3,1798,1,"S33a_01959","CC001_03059","FDAARGOS_525_04793","CFBP5494_04530"
"g001900_000001","g001900","dps1","DNA protection during starvation protein 1",60,33,199,1.29,1,3,3,57,3,58,257,"DNA protection during starvation protein 1(78):Antigen TpF1(62):DNA protection during starvation protein(56):Metalloregulation DNA-binding stress protein(56):hypothetical protein(8)","dps1(78):tpf1(62):dps(56):mrgA(56):NA(8)",165,627,505.64,1799,1,"S33a_00377","CC001_04569","FDAARGOS_525_03071",NA
"g001126","g001126",NA,"hypothetical protein",50,41,199,1,1,1,0,0,0,0,199,"hypothetical protein(199)","NA(199)",510,546,524.92,1800,1,"S33a_04145","CC001_02560","FDAARGOS_525_01069","CFBP5494_00408"
"g003224","g003224","purR","HTH-type transcriptional repressor PurR",50,22,199,1,1,1,0,0,0,0,199,"HTH-type transcriptional repressor PurR(176):Ribose operon repressor(21):Catabolite control protein A(1):HTH-type transcriptional regulator DegA(1)","purR(176):rbsR(21):ccpA(1):degA(1)",777,1098,1042.96,1801,1,"S33a_02129","CC001_02890","FDAARGOS_525_04966","CFBP5494_04703"
"g003591","g003591","yybR","putative HTH-type transcriptional regulator YybR",50,21,199,1.01,1,2,0,2,0,2,201,"putative HTH-type transcriptional regulator YybR(190):hypothetical protein(7):HTH-type transcriptional activator HxlR(3):putative HTH-type transcriptional regulator YtcD(1)","yybR(190):NA(7):hxlR(3):ytcD(1)",153,429,377.01,1802,1,"S33a_03090","CC001_01564","FDAARGOS_525_00007;FDAARGOS_525_02972","CFBP5494_02448"
"g003264_000002","g003264",NA,"hypothetical protein",70,24,199,1.47,1,4,0,85,0,94,293,"hypothetical protein(293)","NA(293)",147,678,317.16,1803,1,NA,"CC001_05156","FDAARGOS_525_05479;FDAARGOS_525_05863","CFBP5494_05404"
"g001975_000001","g001975",NA,"putative MFS-type transporter",60,31,199,1,1,1,7,0,7,0,199,"putative MFS-type transporter(197):hypothetical protein(9)","NA(206)",183,1341,1227.55,1804,1,"S33a_02609","CC001_01106","FDAARGOS_525_02549","CFBP5494_01833"
"g004615_1_000001","g004615_1",NA,"hypothetical protein",60,9,199,1,1,1,0,0,0,0,199,"hypothetical protein(199)","NA(199)",921,1059,1051.79,1805,1,"S33a_00617","CC001_04269","FDAARGOS_525_03330","CFBP5494_03267"
"g004910_1_000013","g004910_1","ompR","Transcriptional regulatory protein OmpR",80,9,198,1.01,1,2,0,1,0,1,199,"Transcriptional regulatory protein OmpR(199)","ompR(199)",726,804,750.66,1806,1,NA,"CC001_05209",NA,NA
"g007461_000003","g007461",NA,"Type IV secretion system protein VirB11",80,9,198,1.01,1,2,0,1,0,1,199,"Type IV secretion system protein VirB11(199)","NA(199)",543,1041,1032.14,1806,2,NA,"CC001_05208",NA,NA
"g005912_000001","g005912",NA,"Protein virB10",60,12,198,1.01,1,2,0,1,0,1,199,"Protein virB10(199)","NA(199)",735,1134,1119.06,1806,3,NA,"CC001_05207",NA,NA
