"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","X17_2069_2c","X17_2069_2b"
"g014262","g014262",NA,"hypothetical protein",50,4,112,1,1,1,5,0,5,0,112,"hypothetical protein(117)","NA(117)",207,918,674.26,3248,1,"17_2069_2c_00573","17_2069_2b_00484"
"g004794_1_000004","g004794_1","galD","4-oxalomesaconate tautomerase",80,9,112,1,1,1,0,0,0,0,112,"4-oxalomesaconate tautomerase(112)","galD(112)",1053,1068,1058.57,3249,1,"17_2069_2c_02627","17_2069_2b_02627"
"g005658","g005658",NA,"hypothetical protein",50,13,112,1,1,1,0,0,0,0,112,"hypothetical protein(112)","NA(112)",345,600,536.28,3252,1,"17_2069_2c_01463","17_2069_2b_01463"
"g004566","g004566","pgdA","hypothetical protein",50,16,112,1.01,1,2,1,1,1,1,113,"hypothetical protein(112):Peptidoglycan-N-acetylglucosamine deacetylase(2)","NA(112):pgdA(2)",261,894,861.55,3255,1,"17_2069_2c_03740","17_2069_2b_03719"
"g005522_000001","g005522","eryI","D-erythrulose-4-phosphate isomerase",60,14,112,1.02,1,2,0,2,0,2,114,"D-erythrulose-4-phosphate isomerase(114)","eryI(114)",438,471,452.95,3256,1,"17_2069_2c_00925","17_2069_2b_00928"
"g005620","g005620","rcsC","Sensor histidine kinase RcsC",50,13,112,1,1,1,0,0,0,0,112,"Sensor histidine kinase RcsC(79):Response regulator PleD(30):Regulator of RpoS(2):hypothetical protein(1)","rcsC(79):pleD(30):rssB(2):NA(1)",198,1371,1330.79,3259,1,"17_2069_2c_05331","17_2069_2b_05332"
"g009970_000003","g009970",NA,"hypothetical protein",80,6,112,1.04,1,2,0,5,0,5,117,"hypothetical protein(117)","NA(117)",366,1209,1112.21,3260,1,"17_2069_2c_00477","17_2069_2b_00583"
"g004685","g004685",NA,"hypothetical protein",50,17,112,1,1,1,0,0,0,0,112,"hypothetical protein(112)","NA(112)",780,831,817.79,3262,1,"17_2069_2c_01498","17_2069_2b_01498"
"g006705","g006705","oxyR","Hydrogen peroxide-inducible genes activator",50,8,111,1,1,1,0,0,0,0,111,"Hydrogen peroxide-inducible genes activator(100):HTH-type transcriptional regulator CynR(6):HTH-type transcriptional regulator GltC(4):Vitamin B12 import ATP-binding protein BtuD(1)","oxyR(100):cynR(6):gltC(4):btuD(1)",552,936,899.3,3265,1,"17_2069_2c_00160","17_2069_2b_00162"
"g006756","g006756","prr","Gamma-aminobutyraldehyde dehydrogenase",50,9,111,1,1,1,1,0,1,0,111,"Gamma-aminobutyraldehyde dehydrogenase(112)","prr(112)",279,1452,1390.74,3265,2,"17_2069_2c_00166","17_2069_2b_00168"
"g005064_000002","g005064","cytR","HTH-type transcriptional repressor CytR",70,15,111,1,1,1,0,0,0,0,111,"HTH-type transcriptional repressor CytR(111)","cytR(111)",1020,1101,1027.86,3266,1,"17_2069_2c_00145","17_2069_2b_00147"
"g005332_000002","g005332","mglA","Galactose/methyl galactoside import ATP-binding protein MglA",70,14,111,1,1,1,0,0,0,0,111,"Galactose/methyl galactoside import ATP-binding protein MglA(108):Ribose import ATP-binding protein RbsA(3)","mglA(108):rbsA(3)",1521,1527,1524.3,3266,2,"17_2069_2c_00144","17_2069_2b_00146"
"g011099_000001","g011099",NA,"hypothetical protein",60,5,111,1,1,1,0,0,0,0,111,"hypothetical protein(111)","NA(111)",2022,2046,2023.22,3269,1,"17_2069_2c_00588","17_2069_2b_00499"
"g000128_3","g000128_3",NA,"hypothetical protein",50,17,111,1,1,1,0,0,0,0,111,"hypothetical protein(111)","NA(111)",642,672,665.54,3270,1,"17_2069_2c_02469","17_2069_2b_02469"
"g005689_000001","g005689","dmlR","HTH-type transcriptional regulator DmlR",60,13,111,1,1,1,0,0,0,0,111,"HTH-type transcriptional regulator DmlR(109):hypothetical protein(1):HTH-type transcriptional regulator PgrR(1)","dmlR(109):NA(1):pgrR(1)",240,957,899.81,3272,1,"17_2069_2c_06171","17_2069_2b_06168"
"g004982_1_000002","g004982_1","gsiA","Glutathione import ATP-binding protein GsiA",70,11,111,1,1,1,0,0,0,0,111,"Glutathione import ATP-binding protein GsiA(111)","gsiA(111)",1644,1662,1648.38,3274,1,"17_2069_2c_01539","17_2069_2b_01539"
"g010099","g010099",NA,"hypothetical protein",50,5,111,1,1,1,0,0,0,0,111,"hypothetical protein(111)","NA(111)",570,957,874.89,3276,1,"17_2069_2c_00572","17_2069_2b_00483"
"g004640_000001","g004640","ddlA","D-alanine--D-alanine ligase A",60,16,111,1.02,1,2,4,2,4,2,113,"D-alanine--D-alanine ligase A(111):D-alanine--D-alanine ligase(6)","ddlA(111):ddl(6)",171,1083,1012.23,3277,1,"17_2069_2c_00221","17_2069_2b_00223"
"g001317","g001317",NA,"hypothetical protein",50,38,111,1.05,1,2,2,5,2,5,116,"hypothetical protein(118)","NA(118)",288,6645,4550.62,3279,1,"17_2069_2c_06636","17_2069_2b_06633"
"g005889_000003","g005889","dhaK-2","PTS-dependent dihydroxyacetone kinase 2%2C dihydroxyacetone-binding subunit DhaK",80,12,110,1,1,1,1,0,1,0,110,"PTS-dependent dihydroxyacetone kinase 2%2C dihydroxyacetone-binding subunit DhaK(111)","dhaK-2(111)",300,993,984.03,3287,1,"17_2069_2c_00861","17_2069_2b_00864"
"g005740_000002","g005740","dhaL","PTS-dependent dihydroxyacetone kinase%2C ADP-binding subunit DhaL",70,13,110,1,1,1,0,0,0,0,110,"PTS-dependent dihydroxyacetone kinase%2C ADP-binding subunit DhaL(101):PEP-dependent dihydroxyacetone kinase 2%2C ADP-binding subunit DhaL(6):PEP-dependent dihydroxyacetone kinase%2C ADP-binding subunit DhaL(3)","dhaL(104):dhaL-2(6)",642,651,644.48,3287,2,"17_2069_2c_00862","17_2069_2b_00865"
"g004313_000002","g004313","axe1-6A","Carbohydrate acetyl esterase/feruloyl esterase",70,18,110,1,1,1,0,0,0,0,110,"Carbohydrate acetyl esterase/feruloyl esterase(110)","axe1-6A(110)",1158,1173,1158.14,3293,1,"17_2069_2c_07390","17_2069_2b_07231"
"g003225","g003225","pucA","hypothetical protein",50,24,110,1,1,1,0,0,0,0,110,"hypothetical protein(109):putative xanthine dehydrogenase subunit A(1)","NA(109):pucA(1)",696,717,707.07,3295,1,"17_2069_2c_05117","17_2069_2b_02707"
"g003289","g003289",NA,"Ribonuclease VapC30",50,24,110,1,1,1,0,0,0,0,110,"Ribonuclease VapC30(108):hypothetical protein(2)","NA(110)",219,396,381.65,3300,1,"17_2069_2c_02858","17_2069_2b_02958"
"g000083_2_000002","g000083_2","iolS","Aldo-keto reductase IolS",60,31,109,1.85,1,4,0,83,0,93,202,"Aldo-keto reductase IolS(198):hypothetical protein(3):Aldo-keto reductase YhdN(1)","iolS(198):NA(3):yhdN(1)",759,1065,988.22,3302,1,"17_2069_2c_02392;17_2069_2c_02575;17_2069_2c_02869","17_2069_2b_02392;17_2069_2b_02575;17_2069_2b_02969"
"g000941_1_000001","g000941_1","ydaD","General stress protein 39",60,38,109,1.28,1,3,1,25,1,31,140,"General stress protein 39(134):putative oxidoreductase YghA(7)","ydaD(134):yghA(7)",186,867,843.45,3303,1,"17_2069_2c_02999;17_2069_2c_04387","17_2069_2b_03098;17_2069_2b_04481"
"g005248_000002","g005248","prc","Tail-specific protease",70,14,109,1,1,1,0,0,0,0,109,"Tail-specific protease(108):hypothetical protein(1)","prc(108):NA(1)",912,2121,2073.83,3306,1,"17_2069_2c_06699","17_2069_2b_06696"
"g001357_000001","g001357",NA,"hypothetical protein",60,35,109,1,1,1,1,0,1,0,109,"hypothetical protein(110)","NA(110)",132,648,574.88,3309,1,"17_2069_2c_03637","17_2069_2b_03822"
"g005370_1_000001","g005370_1","btr","HTH-type transcriptional activator Btr",60,13,109,1.01,1,2,0,1,0,1,110,"HTH-type transcriptional activator Btr(74):HTH-type transcriptional activator RhaS(18):HTH-type transcriptional activator RhaR(17):hypothetical protein(1)","btr(74):rhaS(18):rhaR(17):NA(1)",153,1008,892.77,3311,1,"17_2069_2c_02253","17_2069_2b_02253"
"g004686_000002","g004686",NA,"hypothetical protein",70,17,109,1.01,1,2,0,1,0,1,110,"hypothetical protein(110)","NA(110)",300,414,306.98,3312,1,"17_2069_2c_01681","17_2069_2b_01681"
"g003645_000002","g003645","glgX","Glycogen operon protein GlgX ",70,20,109,1.03,1,2,0,3,0,3,112,"Glycogen operon protein GlgX (104):Glycogen debranching enzyme(8)","glgX(112)",174,3054,1980.4,3314,1,"17_2069_2c_03005","17_2069_2b_03104"
"g004917","g004917",NA,"hypothetical protein",50,16,108,1.02,1,2,1,2,1,2,110,"hypothetical protein(111)","NA(111)",306,393,316.89,3318,1,"17_2069_2c_05554","17_2069_2b_05555"
"g007519_000003","g007519","ydcV","Inner membrane ABC transporter permease protein YdcV",80,9,108,1,1,1,0,0,0,0,108,"Inner membrane ABC transporter permease protein YdcV(108)","ydcV(108)",375,816,801.78,3319,1,"17_2069_2c_00165","17_2069_2b_00167"
"g004559","g004559",NA,"hypothetical protein",50,17,108,1,1,1,0,0,0,0,108,"hypothetical protein(108)","NA(108)",564,609,583.5,3322,1,"17_2069_2c_01320","17_2069_2b_01320"
"g005091","g005091",NA,"hypothetical protein",50,13,108,1,1,1,1,0,1,0,108,"hypothetical protein(109)","NA(109)",153,702,634.84,3325,1,"17_2069_2c_03999","17_2069_2b_03460"
"g003545_1_000001","g003545_1",NA,"hypothetical protein",60,17,108,1.03,1,2,1,3,1,3,111,"hypothetical protein(112)","NA(112)",183,645,438.48,3328,1,"17_2069_2c_02912","17_2069_2b_03011"
"g003598_000001","g003598","dmlR","HTH-type transcriptional regulator DmlR",60,22,108,1.23,1,3,0,22,0,25,133,"HTH-type transcriptional regulator DmlR(133)","dmlR(133)",852,897,872.32,3330,1,"17_2069_2c_00400","17_2069_2b_00402"
"g002556_000001","g002556","noc","hypothetical protein",60,28,108,1,1,1,0,0,0,0,108,"hypothetical protein(73):Nucleoid occlusion protein(35)","NA(73):noc(35)",1023,1041,1031.19,3333,1,"17_2069_2c_05049","17_2069_2b_05142"
"g004925","g004925","parD1","Antitoxin ParD1",50,16,108,1.02,1,2,0,2,0,2,110,"Antitoxin ParD1(86):hypothetical protein(24)","parD1(86):NA(24)",240,267,249.74,3335,1,"17_2069_2c_04183","17_2069_2b_03276"
"g000806_1_000007","g000806_1",NA,"hypothetical protein",80,27,108,1.04,1,2,0,4,0,4,112,"hypothetical protein(112)","NA(112)",186,300,298.85,3337,1,"17_2069_2c_06496","17_2069_2b_06493"
"g003777_000002","g003777","parD","Antitoxin ParD",70,19,107,1.05,1,2,0,5,0,5,112,"Antitoxin ParD(106):hypothetical protein(6)","parD(106):NA(6)",147,351,256.55,3343,1,"17_2069_2c_04825","17_2069_2b_04918"
"g003620_1_000001","g003620_1",NA,"hypothetical protein",60,17,107,1,1,1,0,0,0,0,107,"hypothetical protein(107)","NA(107)",375,402,391.57,3344,1,"17_2069_2c_05557","17_2069_2b_05558"
"g002526_1_000001","g002526_1","fabG","3-oxoacyl-[acyl-carrier-protein] reductase FabG",60,18,107,1.02,1,2,2,2,2,2,109,"3-oxoacyl-[acyl-carrier-protein] reductase FabG(111)","fabG(111)",303,819,725.78,3345,1,"17_2069_2c_07561","17_2069_2b_07558"
"g002620_1_000001","g002620_1","fabG","3-oxoacyl-[acyl-carrier-protein] reductase FabG",60,17,107,1.01,1,2,19,1,19,1,108,"3-oxoacyl-[acyl-carrier-protein] reductase FabG(107):hypothetical protein(20)","fabG(107):NA(20)",249,783,629.22,3347,1,"17_2069_2c_04005","17_2069_2b_03454"
"g004826_000001","g004826","gpm2","Acid phosphatase",60,16,107,1,1,1,0,0,0,0,107,"Acid phosphatase(107)","gpm2(107)",579,582,581.75,3348,1,"17_2069_2c_07725","17_2069_2b_07722"
"g005213","g005213",NA,"hypothetical protein",50,15,107,1.09,1,2,0,10,0,10,117,"hypothetical protein(117)","NA(117)",468,471,470.51,3349,1,"17_2069_2c_05716","17_2069_2b_05717"
"g004927_000002","g004927",NA,"hypothetical protein",70,15,107,1,1,1,0,0,0,0,107,"hypothetical protein(107)","NA(107)",246,306,302.47,3350,1,"17_2069_2c_06191","17_2069_2b_06188"
"g004498","g004498","ucpA","hypothetical protein",50,16,106,1.25,1,3,0,24,0,27,133,"hypothetical protein(56):putative oxidoreductase(41):Oxidoreductase UcpA(29):3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase(6):D-beta-hydroxybutyrate dehydrogenase(1)","NA(97):ucpA(29):hcaB(6):bdhA(1)",516,1293,878.93,3354,1,"17_2069_2c_00571","17_2069_2b_00482"
"g006452_000001","g006452",NA,"hypothetical protein",60,11,106,1,1,1,0,0,0,0,106,"hypothetical protein(106)","NA(106)",243,576,571.78,3355,1,"17_2069_2c_01181","17_2069_2b_01181"
"g004550_000001","g004550",NA,"hypothetical protein",60,17,106,1.05,1,3,0,4,0,5,111,"hypothetical protein(111)","NA(111)",819,1134,1071,3356,1,"17_2069_2c_02872","17_2069_2b_02972"
"g005502_000001","g005502","cloR","hypothetical protein",60,13,106,1.21,1,2,3,22,3,22,128,"hypothetical protein(129):4-hydroxy-3-prenylphenylpyruvate oxygenase/4-hydroxy-3-prenylbenzoate synthase(2)","NA(129):cloR(2)",252,795,744.18,3358,1,"17_2069_2c_01155","17_2069_2b_01156"
"g005914_000001","g005914","nemA","N-ethylmaleimide reductase",60,12,106,1.1,1,3,0,10,0,11,117,"N-ethylmaleimide reductase(116):hypothetical protein(1)","nemA(116):NA(1)",207,1077,1067.13,3359,1,"17_2069_2c_00399","17_2069_2b_00401"
"g004753_1_000003","g004753_1",NA,"hypothetical protein",70,12,105,1,1,1,0,0,0,0,105,"hypothetical protein(105)","NA(105)",1359,1434,1426.54,3370,1,"17_2069_2c_02007","17_2069_2b_02007"
"g005547_1_000003","g005547_1","degU","Transcriptional regulatory protein DegU",70,11,105,1,1,1,0,0,0,0,105,"Transcriptional regulatory protein DegU(105)","degU(105)",645,645,645,3370,2,"17_2069_2c_02008","17_2069_2b_02008"
"g014755_000005","g014755",NA,"hypothetical protein",95,3,105,1,1,1,0,0,0,0,105,"hypothetical protein(105)","NA(105)",273,327,301.8,3371,1,"17_2069_2c_00630","17_2069_2b_00541"
"g006160_000001","g006160",NA,"hypothetical protein",60,12,105,1.01,1,2,0,1,0,1,106,"hypothetical protein(106)","NA(106)",297,402,327.42,3373,1,"17_2069_2c_00641","17_2069_2b_00552"
"g003339_1_000001","g003339_1","fic","hypothetical protein",60,16,105,1.21,1,2,3,22,3,22,127,"hypothetical protein(67):putative protein(62):Adenosine monophosphate-protein transferase SoFic(1)","NA(129):fic(1)",147,1182,575.45,3374,1,"17_2069_2c_02533","17_2069_2b_02533"
"g007378","g007378",NA,"hypothetical protein",50,9,105,1,1,1,1,0,1,0,105,"hypothetical protein(106)","NA(106)",264,663,602.89,3375,1,"17_2069_2c_00038","17_2069_2b_00040"
"g004879_1_000001","g004879_1",NA,"hypothetical protein",60,11,105,1,1,1,0,0,0,0,105,"hypothetical protein(105)","NA(105)",177,897,881.06,3378,1,"17_2069_2c_04747","17_2069_2b_04840"
"g001542","g001542","gsiD","Glutathione transport system permease protein GsiD",50,35,105,1.08,1,2,2,8,2,8,113,"Glutathione transport system permease protein GsiD(67):putative D%2CD-dipeptide transport system permease protein DdpC(32):Dipeptide transport system permease protein DppC(11):hypothetical protein(5)","gsiD(67):ddpC(32):dppC(11):NA(5)",180,939,866.27,3380,1,"17_2069_2c_02665;17_2069_2c_02919","17_2069_2b_02765;17_2069_2b_03018"
"g006582","g006582",NA,"hypothetical protein",50,11,105,1,1,1,0,0,0,0,105,"hypothetical protein(105)","NA(105)",348,363,359.57,3383,1,"17_2069_2c_01182","17_2069_2b_01182"
"g006621_000001","g006621",NA,"hypothetical protein",60,11,105,1.18,1,2,0,19,0,19,124,"hypothetical protein(124)","NA(124)",423,426,424.84,3384,1,"17_2069_2c_02562","17_2069_2b_02562"
"g003713_000001","g003713","bioY","hypothetical protein",60,21,104,1,1,1,0,0,0,0,104,"hypothetical protein(76):Biotin transporter BioY(26):Biotin transporter BioY2(2)","NA(76):bioY(26):bioY2(2)",579,591,588.81,3385,1,"17_2069_2c_04169","17_2069_2b_03290"
"g005126","g005126","pgrR","HTH-type transcriptional regulator PgrR",50,14,104,1,1,1,0,0,0,0,104,"HTH-type transcriptional regulator PgrR(99):HTH-type transcriptional regulator DmlR(4):hypothetical protein(1)","pgrR(99):dmlR(4):NA(1)",225,927,903.46,3386,1,"17_2069_2c_07560","17_2069_2b_07557"
"g001123_000001","g001123",NA,"hypothetical protein",60,41,104,1,1,1,0,0,0,0,104,"hypothetical protein(104)","NA(104)",348,894,838.33,3388,1,"17_2069_2c_03228","17_2069_2b_04231"
"g006388_000002","g006388","ydcU","Inner membrane ABC transporter permease protein YdcU",70,10,104,1,1,1,0,0,0,0,104,"Inner membrane ABC transporter permease protein YdcU(104)","ydcU(104)",927,975,964.44,3390,1,"17_2069_2c_00164","17_2069_2b_00166"
"g000927_2","g000927_2",NA,"hypothetical protein",50,16,104,1,1,1,0,0,0,0,104,"hypothetical protein(104)","NA(104)",891,1095,943.04,3392,1,"17_2069_2c_03585","17_2069_2b_03874"
"g008031_000002","g008031","spuE","hypothetical protein",70,8,104,1,1,1,0,0,0,0,104,"hypothetical protein(101):Spermidine-binding periplasmic protein SpuE(3)","NA(101):spuE(3)",1158,1212,1160.88,3394,1,"17_2069_2c_00162","17_2069_2b_00164"
"g010574_000001","g010574","dppC","Dipeptide transport system permease protein DppC",60,6,103,1.04,1,2,0,4,0,4,107,"Dipeptide transport system permease protein DppC(106):putative D%2CD-dipeptide transport system permease protein DdpC(1)","dppC(106):ddpC(1)",876,891,885.17,3396,1,"17_2069_2c_06709","17_2069_2b_06706"
"g010108_000002","g010108","nikB","Nickel transport system permease protein NikB",70,6,103,1.04,1,2,0,4,0,4,107,"Nickel transport system permease protein NikB(81):Glutathione transport system permease protein GsiC(26)","nikB(81):gsiC(26)",927,927,927,3396,2,"17_2069_2c_06710","17_2069_2b_06707"
"g009789_000001","g009789","dppD","Dipeptide transport ATP-binding protein DppD",60,6,103,1.04,1,2,0,4,0,4,107,"Dipeptide transport ATP-binding protein DppD(79):Oligopeptide transport ATP-binding protein OppD(26):putative D%2CD-dipeptide transport ATP-binding protein DdpD(2)","dppD(79):oppD(26):ddpD(2)",861,969,942.76,3396,3,"17_2069_2c_06712","17_2069_2b_06709"
"g005020_000002","g005020","clcB","Voltage-gated ClC-type chloride channel ClcB",70,15,103,1.05,1,2,0,5,0,5,108,"Voltage-gated ClC-type chloride channel ClcB(108)","clcB(108)",1737,1851,1801.47,3399,2,"17_2069_2c_07478","17_2069_2b_07476"
"g000705_2_000005","g000705_2","hipO","Hippurate hydrolase",70,15,103,1,1,1,0,0,0,0,103,"Hippurate hydrolase(103)","hipO(103)",1182,1194,1182.15,3400,1,"17_2069_2c_02403","17_2069_2b_02403"
"g002677","g002677","ygiC","Putative acid--amine ligase YgiC",50,26,103,1,1,1,3,0,3,0,103,"Putative acid--amine ligase YgiC(106)","ygiC(106)",546,1200,1117.36,3401,1,"17_2069_2c_05584","17_2069_2b_05585"
"g000109_2_000002","g000109_2","msbA","Putative multidrug export ATP-binding/permease protein",60,11,103,1,1,1,0,0,0,0,103,"Putative multidrug export ATP-binding/permease protein(77):Lipid A export ATP-binding/permease protein MsbA(14):Multidrug resistance ABC transporter ATP-binding and permease protein(12)","NA(77):msbA(14):lmrA(12)",1710,1905,1804.43,3402,1,"17_2069_2c_00003","17_2069_2b_00005"
"g007674_000001","g007674","occR","Octopine catabolism/uptake operon regulatory protein OccR",60,9,103,1.01,1,2,0,1,0,1,104,"Octopine catabolism/uptake operon regulatory protein OccR(57):hypothetical protein(47)","occR(57):NA(47)",903,903,903,3403,1,"17_2069_2c_00548","17_2069_2b_00654"
"g009624_000003","g009624",NA,"hypothetical protein",80,7,103,1,1,1,0,0,0,0,103,"hypothetical protein(103)","NA(103)",384,390,388.78,3404,1,"17_2069_2c_07547","17_2069_2b_07544"
"g004932","g004932","ydaD","General stress protein 39",50,16,103,1,1,1,0,0,0,0,103,"General stress protein 39(54):3-beta-hydroxycholanate 3-dehydrogenase (NAD(+)) 1(46):3-oxoacyl-[acyl-carrier-protein] reductase FabG(2):Glucose 1-dehydrogenase 1(1)","ydaD(54):NA(46):fabG(2):gdhI(1)",756,795,790.46,3405,1,"17_2069_2c_01760","17_2069_2b_01760"
"g003594","g003594",NA,"hypothetical protein",50,22,103,1.12,1,3,1,7,1,12,115,"hypothetical protein(116)","NA(116)",171,459,431.87,3409,1,"17_2069_2c_07479","17_2069_2b_07477"
"g009297_000002","g009297",NA,"hypothetical protein",70,7,103,1,1,1,0,0,0,0,103,"hypothetical protein(103)","NA(103)",1092,1101,1099.17,3411,1,"17_2069_2c_06161","17_2069_2b_06158"
"g024581_000003","g024581",NA,"hypothetical protein",80,2,103,1,1,1,0,0,0,0,103,"hypothetical protein(103)","NA(103)",243,732,287.94,3413,1,"17_2069_2c_00574","17_2069_2b_00485"
"g005744_000001","g005744","hcaB","hypothetical protein",60,12,103,1,1,1,0,0,0,0,103,"hypothetical protein(52):3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase(51)","NA(52):hcaB(51)",408,924,897.96,3415,1,"17_2069_2c_07562","17_2069_2b_07559"
"g001240_000002","g001240",NA,"IS21 family transposase ISRsp3",70,32,103,1.42,1,7,4,28,4,43,146,"IS21 family transposase ISRsp3(63):IS21 family transposase ISCsp3(48):IS21 family transposase IS1600(29):hypothetical protein(8):IS21 family transposase ISVasp1(1):IS21 family transposase ISVapa3(1)","NA(150)",153,1044,757.76,3416,1,"17_2069_2c_05071","17_2069_2b_05169"
"g006411_1_000020","g006411_1","ftsH","ATP-dependent zinc metalloprotease FtsH",95,4,102,1,1,1,0,0,0,0,102,"ATP-dependent zinc metalloprotease FtsH(102)","ftsH(102)",987,1011,987.71,3419,1,"17_2069_2c_00492","17_2069_2b_00598"
"g009665_1_000006","g009665_1",NA,"hypothetical protein",95,4,102,1,1,1,0,0,0,0,102,"hypothetical protein(102)","NA(102)",378,2511,2437.68,3419,2,"17_2069_2c_00491","17_2069_2b_00597"
"g005886_000002","g005886",NA,"hypothetical protein",70,12,102,1,1,1,0,0,0,0,102,"hypothetical protein(102)","NA(102)",2037,2043,2037.18,3423,1,"17_2069_2c_04499","17_2069_2b_04593"
