"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","Kin002","NCPPB2659","MAFF210266"
"g002221_000002","g002221","mauG","Methylamine utilization protein MauG",70,30,175,1,1,1,0,0,0,0,175,"Methylamine utilization protein MauG(175)","mauG(175)",1170,1281,1245.65,2061,1,"Kin002_02555","NCPPB2659_02566","MAFF210266_03634"
"g001053","g001053",NA,"hypothetical protein",50,41,175,1,1,1,0,0,0,0,175,"hypothetical protein(175)","NA(175)",1215,1356,1242.74,2062,1,"Kin002_04113","NCPPB2659_04105","MAFF210266_02029"
"g002135_000001","g002135",NA,"hypothetical protein",60,31,175,1,1,1,0,0,0,0,175,"hypothetical protein(175)","NA(175)",510,561,543.41,2063,1,"Kin002_02604","NCPPB2659_02615","MAFF210266_03683"
"g002455","g002455",NA,"hypothetical protein",50,28,175,1,1,1,0,0,0,0,175,"hypothetical protein(175)","NA(175)",366,432,379.35,2064,1,"Kin002_00058","NCPPB2659_00058","MAFF210266_00312"
"g000892_1_000004","g000892_1","ycjG","L-Ala-D/L-Glu epimerase",70,39,175,1.01,1,2,0,1,0,1,176,"L-Ala-D/L-Glu epimerase(175):o-succinylbenzoate synthase(1)","ycjG(175):menC(1)",309,984,980.11,2065,1,"Kin002_01371","NCPPB2659_01375","MAFF210266_04457"
"g003695_000001","g003695","nqrF","Na(+)-translocating NADH-quinone reductase subunit F",60,20,175,1,1,1,1,0,1,0,175,"Na(+)-translocating NADH-quinone reductase subunit F(175):Adenylate cyclase 1(1)","nqrF(175):cyaA(1)",492,1707,1681.59,2066,1,"Kin002_02344","NCPPB2659_02354","MAFF210266_03422"
"g003484","g003484","nlhH","Carboxylesterase NlhH",50,23,175,1,1,1,0,0,0,0,175,"Carboxylesterase NlhH(164):hypothetical protein(11)","nlhH(164):NA(11)",795,822,804.09,2067,1,"Kin002_02217","NCPPB2659_02213","MAFF210266_02928"
"g000510","g000510",NA,"hypothetical protein",50,54,175,1,1,1,0,0,0,0,175,"hypothetical protein(175)","NA(175)",300,336,308.33,2068,1,"Kin002_01284","NCPPB2659_01179","MAFF210266_05087"
"g003228_000002","g003228",NA,"hypothetical protein",70,24,175,1,1,1,0,0,0,0,175,"hypothetical protein(175)","NA(175)",483,627,573.45,2069,1,"Kin002_00483","NCPPB2659_00453","MAFF210266_00682"
"g001066","g001066",NA,"hypothetical protein",50,42,175,1,1,1,0,0,0,0,175,"hypothetical protein(175)","NA(175)",855,987,933.12,2070,1,"Kin002_01940","NCPPB2659_01940","MAFF210266_02652"
"g002534_000001","g002534","zinT","Metal-binding protein ZinT",60,28,175,1,1,1,0,0,0,0,175,"Metal-binding protein ZinT(175)","zinT(175)",657,693,682.68,2071,1,"Kin002_00774","NCPPB2659_00719","MAFF210266_00953"
"g002778_000003","g002778",NA,"hypothetical protein",80,26,175,1,1,1,0,0,0,0,175,"hypothetical protein(175)","NA(175)",306,432,430.65,2072,1,"Kin002_00581","NCPPB2659_00524","MAFF210266_00758"
"g004256_000001","g004256","egtC","Gamma-glutamyl-hercynylcysteine sulfoxide hydrolase",60,18,175,1,1,1,0,0,0,0,175,"Gamma-glutamyl-hercynylcysteine sulfoxide hydrolase(175)","egtC(175)",771,798,774.99,2073,1,"Kin002_03678","NCPPB2659_03729","MAFF210266_03875"
"g001706_000001","g001706",NA,"hypothetical protein",60,35,175,1,1,1,0,0,0,0,175,"hypothetical protein(175)","NA(175)",399,438,423.45,2074,1,"Kin002_01459","NCPPB2659_01464","MAFF210266_04369"
"g002919_000001","g002919",NA,"hypothetical protein",60,26,175,1,1,1,0,0,0,0,175,"hypothetical protein(175)","NA(175)",294,510,361.47,2075,1,"Kin002_02825","NCPPB2659_02810","MAFF210266_00145"
"g003716","g003716",NA,"hypothetical protein",50,21,175,1,1,1,0,0,0,0,175,"hypothetical protein(175)","NA(175)",435,498,463.22,2076,1,"Kin002_01293","NCPPB2659_01265","MAFF210266_05078"
"g003241_000001","g003241",NA,"hypothetical protein",60,24,175,1,1,1,0,0,0,0,175,"hypothetical protein(175)","NA(175)",468,513,495.75,2077,1,"Kin002_04764","NCPPB2659_04705","MAFF210266_01434"
"g005053_000003","g005053","ybhN","Inner membrane protein YbhN",80,13,175,1,1,1,2,0,2,0,175,"Inner membrane protein YbhN(129):hypothetical protein(48)","ybhN(129):NA(48)",339,981,938.83,2078,1,"Kin002_00858","NCPPB2659_00805","MAFF210266_01037"
"g002486_000001","g002486",NA,"hypothetical protein",60,26,175,1,1,1,1,0,1,0,175,"hypothetical protein(176)","NA(176)",876,2133,2007.53,2079,1,"Kin002_00790","NCPPB2659_00735","MAFF210266_00969"
"g003044","g003044","slmA","hypothetical protein",50,25,175,1.01,1,2,0,2,0,2,177,"hypothetical protein(93):Nucleoid occlusion factor SlmA(80):HTH-type transcriptional regulator BetI(4)","NA(93):slmA(80):betI(4)",375,663,627.64,2080,1,"Kin002_02474","NCPPB2659_02485","MAFF210266_03553"
"g002456_000001","g002456","phyR","hypothetical protein",60,29,175,1,1,1,0,0,0,0,175,"hypothetical protein(164):Phyllosphere-induced regulator PhyR(11)","NA(164):phyR(11)",354,453,391.73,2081,1,"Kin002_00763","NCPPB2659_00708","MAFF210266_00942"
"g003385_000002","g003385",NA,"hypothetical protein",70,23,175,1,1,1,1,0,1,0,175,"hypothetical protein(176)","NA(176)",276,651,551.62,2082,1,"Kin002_01590","NCPPB2659_01595","MAFF210266_02303"
"g001225_000002","g001225",NA,"hypothetical protein",70,38,175,1,1,1,0,0,0,0,175,"hypothetical protein(175)","NA(175)",258,279,271.37,2083,1,"Kin002_01502","NCPPB2659_01506","MAFF210266_04325"
"g002236","g002236",NA,"hypothetical protein",50,30,175,1,1,1,0,0,0,0,175,"hypothetical protein(175)","NA(175)",1212,1290,1249.46,2084,1,"Kin002_00969","NCPPB2659_00920","MAFF210266_01148"
"g004128","g004128","gcvA","Glycine cleavage system transcriptional activator",50,19,175,1.1,1,3,0,17,0,18,193,"Glycine cleavage system transcriptional activator(107):HTH-type transcriptional regulator PgrR(86)","gcvA(107):pgrR(86)",897,963,925.34,2085,1,"Kin002_04866;Kin002_05457;Kin002_05539","NCPPB2659_04807","MAFF210266_04668"
"g001909_000001","g001909","hprK","HPr kinase/phosphorylase",60,33,175,1,1,1,0,0,0,0,175,"HPr kinase/phosphorylase(175)","hprK(175)",465,471,465.17,2086,1,"Kin002_02628","NCPPB2659_02639","MAFF210266_03707"
"g002337","g002337",NA,"hypothetical protein",50,26,175,1,1,1,4,0,4,0,175,"hypothetical protein(179)","NA(179)",426,3870,3665.56,2087,1,"Kin002_00194","NCPPB2659_00134","MAFF210266_00392"
"g002492_1_000006","g002492_1","kefC","Glutathione-regulated potassium-efflux system protein KefC",80,13,175,1.01,1,2,1,1,1,1,176,"Glutathione-regulated potassium-efflux system protein KefC(174):Glutathione-regulated potassium-efflux system protein KefB(3)","kefC(174):kefB(3)",339,1893,1765.66,2088,1,"Kin002_01412","NCPPB2659_01417","MAFF210266_04415"
"g000599_1_000004","g000599_1",NA,"hypothetical protein",70,45,175,1,1,1,1,0,1,0,175,"hypothetical protein(176)","NA(176)",240,618,550.81,2089,1,"Kin002_02736","NCPPB2659_02721","MAFF210266_00056"
"g000641_1_000004","g000641_1","cbbY","Phosphorylated carbohydrates phosphatase",70,42,175,1,1,1,1,0,1,0,175,"Phosphorylated carbohydrates phosphatase(104):Protein CbbY(53):Phosphoglycolate phosphatase(11):Hexitol phosphatase B(3):Fructose-1-phosphate phosphatase YqaB(3):hypothetical protein(2)","NA(106):cbbY(53):gph(11):hxpB(3):yqaB(3)",222,735,668.8,2090,1,"Kin002_00458","NCPPB2659_00428","MAFF210266_00657"
"g002515_000002","g002515",NA,"hypothetical protein",70,28,175,1,1,1,1,0,1,0,175,"hypothetical protein(176)","NA(176)",483,1425,1267.45,2091,1,"Kin002_02138","NCPPB2659_02135","MAFF210266_02849"
"g001287_000001","g001287",NA,"hypothetical protein",60,39,175,1,1,1,0,0,0,0,175,"hypothetical protein(175)","NA(175)",405,489,445.94,2092,1,"Kin002_00361","NCPPB2659_00331","MAFF210266_00560"
"g003258_000001","g003258",NA,"hypothetical protein",60,24,175,1,1,1,0,0,0,0,175,"hypothetical protein(175)","NA(175)",462,549,547.35,2093,1,"Kin002_02512","NCPPB2659_02523","MAFF210266_03591"
"g002459","g002459",NA,"hypothetical protein",50,28,175,1,1,1,0,0,0,0,175,"hypothetical protein(175)","NA(175)",390,474,422.28,2094,1,"Kin002_01329","NCPPB2659_01333","MAFF210266_05042"
"g003086_000001","g003086",NA,"hypothetical protein",60,23,175,1,1,1,0,0,0,0,175,"hypothetical protein(175)","NA(175)",306,534,488.62,2095,1,"Kin002_01156","NCPPB2659_01105","MAFF210266_01332"
"g002160_000001","g002160",NA,"hypothetical protein",60,31,175,1,1,1,0,0,0,0,175,"hypothetical protein(175)","NA(175)",723,849,771.58,2096,1,"Kin002_00475","NCPPB2659_00445","MAFF210266_00674"
"g004878_000002","g004878",NA,"hypothetical protein",70,16,175,1,1,1,0,0,0,0,175,"hypothetical protein(175)","NA(175)",177,180,179.98,2097,1,"Kin002_01403","NCPPB2659_01408","MAFF210266_04424"
"g005022_000003","g005022","gsiB","Glutathione-binding protein GsiB",80,15,174,1,1,1,0,0,0,0,174,"Glutathione-binding protein GsiB(165):Periplasmic dipeptide transport protein(9)","gsiB(165):dppA(9)",1530,1536,1535.79,2098,1,"Kin002_03224","NCPPB2659_03248","MAFF210266_03138"
"g008186_000004","g008186","gsiC","Glutathione transport system permease protein GsiC",90,8,174,1,1,1,0,0,0,0,174,"Glutathione transport system permease protein GsiC(116):Nickel transport system permease protein NikB(58)","gsiC(116):nikB(58)",399,981,922.21,2098,2,"Kin002_03225","NCPPB2659_03249","MAFF210266_03137"
"g005178_000004","g005178","gsiD","hypothetical protein",90,15,174,1,1,1,0,0,0,0,174,"hypothetical protein(103):Glutathione transport system permease protein GsiD(71)","NA(103):gsiD(71)",849,849,849,2098,3,"Kin002_03226","NCPPB2659_03250","MAFF210266_03136"
"g003197_000001","g003197","rafR","HTH-type transcriptional regulator RafR",60,23,174,1,1,1,0,0,0,0,174,"HTH-type transcriptional regulator RafR(172):hypothetical protein(1):HTH-type transcriptional repressor PurR(1)","rafR(172):NA(1):purR(1)",273,1146,1013.24,2099,1,"Kin002_04724","NCPPB2659_04663","MAFF210266_01476"
"g005730_000003","g005730","dps","DNA protection during starvation protein",80,13,174,1,1,1,0,0,0,0,174,"DNA protection during starvation protein(174)","dps(174)",489,489,489,2100,1,"Kin002_02210","NCPPB2659_02206","MAFF210266_02921"
"g004081_1_000001","g004081_1","pccR","Propionyl-CoA carboxylase regulator",60,17,174,1,1,1,0,0,0,0,174,"Propionyl-CoA carboxylase regulator(174)","pccR(174)",507,1473,1415.38,2101,1,"Kin002_04466","NCPPB2659_04393","MAFF210266_01746"
"g004481_1_000001","g004481_1","oppD","Oligopeptide transport ATP-binding protein OppD",60,16,174,1.01,1,2,0,1,0,1,175,"Oligopeptide transport ATP-binding protein OppD(148):Dipeptide transport ATP-binding protein DppD(27)","oppD(148):dppD(27)",978,1005,988.9,2102,1,"Kin002_03048","NCPPB2659_03072","MAFF210266_03314"
"g004670_000002","g004670",NA,"hypothetical protein",70,16,174,1,1,1,0,0,0,0,174,"hypothetical protein(174)","NA(174)",285,336,326.83,2103,1,"Kin002_01264","NCPPB2659_01160","MAFF210266_05106"
"g002853_000001","g002853",NA,"hypothetical protein",60,24,174,1,1,1,3,0,3,0,174,"hypothetical protein(177)","NA(177)",573,1344,1307.69,2104,1,"Kin002_02257","NCPPB2659_02253","MAFF210266_02968"
"g001600","g001600",NA,"hypothetical protein",50,36,174,1,1,1,0,0,0,0,174,"hypothetical protein(174)","NA(174)",225,414,407.67,2105,1,"Kin002_03690","NCPPB2659_03741","MAFF210266_03863"
"g005722_000003","g005722",NA,"hypothetical protein",80,13,174,1,1,1,0,0,0,0,174,"hypothetical protein(174)","NA(174)",375,546,400.67,2107,1,"Kin002_00936","NCPPB2659_00885","MAFF210266_01115"
"g005215_000002","g005215",NA,"hypothetical protein",70,15,174,1,1,1,0,0,0,0,174,"hypothetical protein(174)","NA(174)",309,405,310.66,2108,1,"Kin002_01759","NCPPB2659_01762","MAFF210266_02470"
"g003988","g003988","bla","Beta-lactamase OXA-18",50,20,174,1,1,1,5,0,5,0,174,"Beta-lactamase OXA-18(179)","bla(179)",696,855,821.28,2109,1,"Kin002_00651","NCPPB2659_00595","MAFF210266_00829"
"g002920","g002920",NA,"hypothetical protein",50,26,174,1,1,1,0,0,0,0,174,"hypothetical protein(174)","NA(174)",183,414,200.19,2110,1,"Kin002_02145","NCPPB2659_02142","MAFF210266_02856"
"g003745_1_000001","g003745_1",NA,"hypothetical protein",60,19,174,1,1,1,0,0,0,0,174,"hypothetical protein(174)","NA(174)",924,993,925.91,2111,1,"Kin002_00586","NCPPB2659_00530","MAFF210266_00764"
"g007600_000003","g007600",NA,"hypothetical protein",80,9,174,1,1,1,0,0,0,0,174,"hypothetical protein(174)","NA(174)",165,213,174.09,2112,1,"Kin002_02888","NCPPB2659_02873","MAFF210266_00208"
"g003161_000001","g003161",NA,"hypothetical protein",60,23,174,1,1,1,0,0,0,0,174,"hypothetical protein(174)","NA(174)",1728,1890,1741.02,2113,1,"Kin002_01335","NCPPB2659_01339","MAFF210266_05036"
"g004179","g004179",NA,"hypothetical protein",50,19,174,1,1,1,0,0,0,0,174,"hypothetical protein(174)","NA(174)",171,189,188.05,2114,1,"Kin002_03294","NCPPB2659_03317","MAFF210266_03071"
"g002686_000002","g002686",NA,"Lectin-like protein BA14k",70,27,174,1,1,1,0,0,0,0,174,"Lectin-like protein BA14k(173):hypothetical protein(1)","NA(174)",402,591,519.81,2115,1,"Kin002_00424","NCPPB2659_00394","MAFF210266_00622"
"g003108_000001","g003108",NA,"hypothetical protein",60,24,174,1,1,1,0,0,0,0,174,"hypothetical protein(174)","NA(174)",144,147,144.02,2116,1,"Kin002_02496","NCPPB2659_02507","MAFF210266_03575"
"g000850","g000850","thiD","Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase",50,46,174,1,1,1,0,0,0,0,174,"Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase(174)","thiD(174)",795,822,798.52,2117,1,"Kin002_04768","NCPPB2659_04709","MAFF210266_01430"
"g006669","g006669",NA,"hypothetical protein",50,9,174,1.01,1,2,0,1,0,1,175,"hypothetical protein(175)","NA(175)",1686,2526,2509.82,2118,1,"Kin002_05645","NCPPB2659_05077","MAFF210266_04518"
"g001586_000001","g001586","sspA","hypothetical protein",60,36,174,1,1,1,0,0,0,0,174,"hypothetical protein(173):Stringent starvation protein A(1)","NA(173):sspA(1)",678,690,679.62,2119,1,"Kin002_01107","NCPPB2659_01056","MAFF210266_01283"
"g002697","g002697","dgcM","hypothetical protein",50,26,174,1,1,1,1,0,1,0,174,"hypothetical protein(173):Response regulator PleD(1):Diguanylate cyclase DgcM(1)","NA(173):dgcM(1):pleD(1)",321,978,912.21,2120,1,"Kin002_04213","NCPPB2659_04194","MAFF210266_01939"
"g004633","g004633",NA,"hypothetical protein",50,17,174,1,1,1,0,0,0,0,174,"hypothetical protein(174)","NA(174)",171,192,177.59,2121,1,"Kin002_00735","NCPPB2659_00680","MAFF210266_00914"
"g003835_000003","g003835",NA,"hypothetical protein",80,20,174,1,1,1,0,0,0,0,174,"hypothetical protein(174)","NA(174)",1911,1923,1913.6,2122,1,"Kin002_03397","NCPPB2659_03420","MAFF210266_04165"
"g003332_000001","g003332",NA,"hypothetical protein",60,23,174,1,1,1,2,0,2,0,174,"hypothetical protein(174):Blue-light-activated histidine kinase(2)","NA(176)",597,1740,1698.68,2123,1,"Kin002_03604","NCPPB2659_03655","MAFF210266_03950"
"g000877_000003","g000877","cobB","Hydrogenobyrinate a%2Cc-diamide synthase",80,44,174,1,1,1,1,0,1,0,174,"Hydrogenobyrinate a%2Cc-diamide synthase(175)","cobB(175)",621,1317,1309.25,2124,1,"Kin002_02556","NCPPB2659_02567","MAFF210266_03635"
"g003263_1_000004","g003263_1",NA,"hypothetical protein",70,19,174,1,1,1,0,0,0,0,174,"hypothetical protein(174)","NA(174)",186,186,186,2125,1,"Kin002_03716","NCPPB2659_03767",NA
"g003850_1_000010","g003850_1",NA,"hypothetical protein",90,14,174,1,1,1,0,0,0,0,174,"hypothetical protein(174)","NA(174)",984,1182,999.62,2126,1,"Kin002_02732","NCPPB2659_02717","MAFF210266_00052"
"g003038_1_000001","g003038_1","lldR","Putative L-lactate dehydrogenase operon regulatory protein",60,23,173,1,1,1,0,0,0,0,173,"Putative L-lactate dehydrogenase operon regulatory protein(173)","lldR(173)",699,717,715.02,2127,1,"Kin002_04813","NCPPB2659_04753","MAFF210266_01385"
"g004350_1_000005","g004350_1","siaP","Solute-binding protein",80,17,173,1.01,1,2,0,1,0,1,174,"Solute-binding protein(93):Sialic acid-binding periplasmic protein SiaP(80):hypothetical protein(1)","NA(94):siaP(80)",324,975,968.38,2127,2,"Kin002_04812","NCPPB2659_04752","MAFF210266_01386"
"g001090_1_000004","g001090_1","siaM","hypothetical protein",70,26,173,1,1,1,141,0,141,0,173,"hypothetical protein(141):Sialic acid TRAP transporter large permease protein SiaM(127):Sialic acid TRAP transporter permease protein SiaT(46)","NA(141):siaM(127):siaT(46)",573,1983,1034.42,2127,3,"(Kin002_04810:Kin002_04811)","(NCPPB2659_04750:NCPPB2659_04751)","(MAFF210266_01387:MAFF210266_01388)"
"g000079_2_000005","g000079_2","idnD","L-idonate 5-dehydrogenase (NAD(P)(+))",70,41,173,1,1,1,0,0,0,0,173,"L-idonate 5-dehydrogenase (NAD(P)(+))(173)","idnD(173)",951,1071,1047.33,2127,4,"Kin002_04809","NCPPB2659_04749","MAFF210266_01389"
"g005021_000002","g005021","oppD","Oligopeptide transport ATP-binding protein OppD",70,15,173,1.08,1,2,0,14,0,14,187,"Oligopeptide transport ATP-binding protein OppD(172):Dipeptide transport ATP-binding protein DppD(15)","oppD(172):dppD(15)",939,993,949.97,2128,1,"Kin002_05608",NA,NA
"g004279_000002","g004279","oppF","Oligopeptide transport ATP-binding protein OppF",70,17,173,1.08,1,2,0,14,0,14,187,"Oligopeptide transport ATP-binding protein OppF(125):Vitamin B12 import ATP-binding protein BtuD(57):putative D%2CD-dipeptide transport ATP-binding protein DdpF(5)","oppF(125):btuD(57):ddpF(5)",936,1050,1018.4,2128,2,"Kin002_05609",NA,NA
"g000636_1_000004","g000636_1","dmlR","HTH-type transcriptional regulator DmlR",70,28,173,1.04,1,2,0,7,0,7,180,"HTH-type transcriptional regulator DmlR(178):HTH-type transcriptional regulator PgrR(1):HTH-type transcriptional regulator ArgP(1)","dmlR(178):argP(1):pgrR(1)",639,1098,904.15,2129,1,NA,NA,"MAFF210266_05179"
"g003954_1_000004","g003954_1","ycaC","putative hydrolase YcaC",80,19,173,1.06,1,2,0,11,0,11,184,"putative hydrolase YcaC(107):hypothetical protein(77)","ycaC(107):NA(77)",645,663,658.3,2129,2,NA,NA,"MAFF210266_05180"
"g000513","g000513",NA,"hypothetical protein",50,51,173,1,1,1,1,0,1,0,173,"hypothetical protein(174)","NA(174)",303,2718,2469.78,2130,1,"Kin002_01106","NCPPB2659_01055","MAFF210266_01282"
"g002949","g002949",NA,"hypothetical protein",50,25,173,1,1,1,0,0,0,0,173,"hypothetical protein(173)","NA(173)",213,303,240,2131,1,NA,"NCPPB2659_01779","MAFF210266_02490"
"g002179_1_000002","g002179_1",NA,"hypothetical protein",70,30,173,1.03,1,2,0,5,0,5,178,"hypothetical protein(178)","NA(178)",291,294,292.7,2132,1,"Kin002_02032","NCPPB2659_02033","MAFF210266_02744"
"g001596_000001","g001596",NA,"hypothetical protein",60,36,173,1,1,1,0,0,0,0,173,"hypothetical protein(173)","NA(173)",228,291,250.73,2133,1,"Kin002_01572","NCPPB2659_01578","MAFF210266_02286"
"g000353","g000353",NA,"hypothetical protein",50,61,173,1,1,1,0,0,0,0,173,"hypothetical protein(173)","NA(173)",303,351,315.43,2135,1,"Kin002_00602","NCPPB2659_00546","MAFF210266_00780"
"g002339_000002","g002339",NA,"hypothetical protein",70,29,173,1,1,1,0,0,0,0,173,"hypothetical protein(173)","NA(173)",498,2262,2189.5,2137,1,"Kin002_00976","NCPPB2659_00926","MAFF210266_01154"
"g003304_000002","g003304",NA,"hypothetical protein",70,24,173,1,1,1,0,0,0,0,173,"hypothetical protein(173)","NA(173)",267,318,278.22,2138,1,"Kin002_00934","NCPPB2659_00883","MAFF210266_01113"
"g002148_1_000001","g002148_1",NA,"hypothetical protein",60,26,173,1.08,1,3,0,13,0,14,187,"hypothetical protein(187)","NA(187)",243,510,323.81,2139,1,"Kin002_05577","NCPPB2659_04994","MAFF210266_04609"
"g003325_000002","g003325","gsiB","Glutathione-binding protein GsiB",70,23,173,1,1,1,1,0,1,0,173,"Glutathione-binding protein GsiB(172):Heme-binding protein A(1):HTH-type transcriptional regulator SgrR(1)","gsiB(172):sgrR(1):hbpA(1)",624,1599,1582.24,2140,1,"Kin002_04597","NCPPB2659_04525","MAFF210266_01613"
"g001415","g001415",NA,"hypothetical protein",50,35,173,1,1,1,0,0,0,0,173,"hypothetical protein(173)","NA(173)",195,1251,1201.08,2141,1,"Kin002_02170","NCPPB2659_02167","MAFF210266_02882"
"g004394_000001","g004394",NA,"hypothetical protein",60,18,173,1,1,1,0,0,0,0,173,"hypothetical protein(173)","NA(173)",171,216,174.99,2142,1,"Kin002_00662","NCPPB2659_00606","MAFF210266_00840"
"g000441_000001","g000441",NA,"hypothetical protein",60,57,172,1,1,1,0,0,0,0,172,"hypothetical protein(172)","NA(172)",411,441,419.53,2143,1,"Kin002_02132","NCPPB2659_02129","MAFF210266_02843"
"g000117_1_000003","g000117_1",NA,"hypothetical protein",70,68,172,1.39,1,5,4,51,4,67,239,"hypothetical protein(243)","NA(243)",144,417,323.81,2144,1,"Kin002_05649",NA,NA
"g002313","g002313","yybR","hypothetical protein",50,30,172,1,1,1,0,0,0,0,172,"hypothetical protein(168):putative HTH-type transcriptional regulator YybR(4)","NA(168):yybR(4)",372,465,415.15,2146,1,"Kin002_01728","NCPPB2659_01731","MAFF210266_02439"
"g003233_1_000003","g003233_1",NA,"hypothetical protein",70,21,172,1.01,1,2,0,2,0,2,174,"hypothetical protein(174)","NA(174)",234,612,608.91,2148,1,"Kin002_01703","NCPPB2659_01708","MAFF210266_02416"
"g005793_000003","g005793",NA,"hypothetical protein",80,13,172,1,1,1,0,0,0,0,172,"hypothetical protein(172)","NA(172)",888,906,888.1,2149,1,"Kin002_03617","NCPPB2659_03668","MAFF210266_03937"
"g005303_1_000001","g005303_1","virD2","T-DNA border endonuclease VirD2",60,12,172,1.01,1,2,0,1,0,1,173,"T-DNA border endonuclease VirD2(169):hypothetical protein(4)","virD2(169):NA(4)",1203,1347,1318.77,2150,1,"Kin002_05642","NCPPB2659_05074","MAFF210266_04521"
