"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","DE0067","DE0068","ICMP17598","TPD7009","TPD7005","RZME10"
"g000081_000001","g000081","traR","Transcriptional activator protein TraR",60,84,220,2.3,1,6,18,175,18,286,506,"Transcriptional activator protein TraR(388):hypothetical protein(136)","traR(388):NA(136)",129,705,593.46,1690,1,NA,NA,NA,"TPD7009_04162","TPD7005_04499",NA
"g002536_000001","g002536",NA,"hypothetical protein",60,28,220,1,1,1,1,0,1,0,220,"hypothetical protein(219):putative protein(2)","NA(221)",351,1155,1137.62,1691,1,"DE0067_00922","DE0068_00922","ICMP17598_00463","TPD7009_01696","TPD7005_01416","RZME10_01106"
"g003375_1_000007","g003375_1","glnP","Glutamine transport system permease protein GlnP",80,17,219,1,1,2,0,1,0,1,220,"Glutamine transport system permease protein GlnP(219):hypothetical protein(1)","glnP(219):NA(1)",420,669,667.45,1692,1,"DE0067_01303","DE0068_01303","ICMP17598_00074","TPD7009_04282","TPD7005_02132","RZME10_03024"
"g001808_1_000008","g001808_1","artQ","Arginine transport system permease protein ArtQ",80,24,219,1,1,2,1,1,1,1,220,"Arginine transport system permease protein ArtQ(220):hypothetical protein(1)","artQ(220):NA(1)",243,651,647.58,1692,2,"DE0067_01304","DE0068_01304","ICMP17598_00073","TPD7009_04283","TPD7005_02131","RZME10_03025"
"g001306_1_000007","g001306_1","glnH","ABC transporter glutamine-binding protein GlnH",80,25,219,1.01,1,2,1,3,2,3,222,"ABC transporter glutamine-binding protein GlnH(182):Membrane-bound lytic murein transglycosylase F(35):hypothetical protein(7)","glnH(182):mltF(35):NA(7)",249,855,824.73,1692,3,"DE0067_01305","DE0068_01305","ICMP17598_00072","TPD7009_04284","TPD7005_02130","RZME10_03026"
"g001698_1_000001","g001698_1","kduD","2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase",60,30,219,1,1,2,0,1,0,1,220,"2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase(220)","kduD(220)",744,774,745.94,1693,1,NA,NA,NA,NA,NA,"RZME10_04318"
"g003452","g003452","kduI","4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase",50,23,219,1.01,1,2,0,3,0,3,222,"4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase(151):4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase 1(71)","kduI(151):kduI1(71)",822,882,825.95,1693,2,NA,NA,NA,NA,NA,"RZME10_04317"
"g000833","g000833","hemN","Oxygen-independent coproporphyrinogen III oxidase",50,41,219,1,1,1,0,0,0,0,219,"Oxygen-independent coproporphyrinogen III oxidase(219)","hemN(219)",1347,1353,1350.62,1694,1,"DE0067_01929","DE0068_01751","ICMP17598_01850","TPD7009_00035","TPD7005_02676","RZME10_02142"
"g001396","g001396",NA,"hypothetical protein",50,29,219,1,1,1,4,0,4,0,219,"hypothetical protein(215):putative signaling protein(8)","NA(223)",567,2043,1915.08,1695,1,"DE0067_02751","DE0068_02750","ICMP17598_02449","TPD7009_00971","TPD7005_00283","RZME10_00397"
"g003421_000002","g003421","nicS","HTH-type transcriptional repressor NicS",70,23,219,1,1,1,0,0,0,0,219,"HTH-type transcriptional repressor NicS(212):hypothetical protein(7)","nicS(212):NA(7)",687,741,701.75,1696,1,"DE0067_01309","DE0068_01309","ICMP17598_00068","TPD7009_04288","TPD7005_02126","RZME10_03030"
"g002173","g002173",NA,"hypothetical protein",50,31,219,1,1,2,0,1,0,1,220,"hypothetical protein(220)","NA(220)",144,288,220.16,1697,1,"DE0067_00978","DE0068_00978","ICMP17598_00406","TPD7009_01755","TPD7005_02556","RZME10_01049"
"g000494","g000494",NA,"hypothetical protein",50,51,218,1,1,1,0,0,0,0,218,"hypothetical protein(218)","NA(218)",327,681,540.36,1701,1,"DE0067_01900","DE0068_01780","ICMP17598_01820",NA,NA,"RZME10_02197"
"g000033_1_000001","g000033_1",NA,"hypothetical protein",60,83,218,1.59,1,5,0,86,0,129,347,"hypothetical protein(347)","NA(347)",252,540,516.66,1702,1,NA,NA,NA,"TPD7009_04169","TPD7005_04492",NA
"g000418_000001","g000418",NA,"hypothetical protein",60,58,218,1.23,1,3,0,38,0,51,269,"hypothetical protein(269)","NA(269)",135,240,238.99,1703,1,"DE0067_02628","DE0068_02627","ICMP17598_00689;ICMP17598_01648;ICMP17598_02575","TPD7009_00847","TPD7005_00406","RZME10_00273;RZME10_01333"
"g006122_000001","g006122",NA,"hypothetical protein",60,12,218,1.03,1,2,0,6,0,6,224,"hypothetical protein(224)","NA(224)",168,225,168.88,1705,1,"DE0067_01954","DE0068_01726","ICMP17598_01875","TPD7009_00117","TPD7005_02758","RZME10_02117"
"g002292_1_000009","g002292_1",NA,"hypothetical protein",90,8,217,1.19,1,2,3,41,3,41,258,"hypothetical protein(261)","NA(261)",153,906,867.21,1707,1,NA,NA,NA,NA,NA,"RZME10_02973"
"g002566_1_000006","g002566_1","thyA","Thymidylate synthase",80,25,217,1,1,1,0,0,0,0,217,"Thymidylate synthase(217)","thyA(217)",303,840,790.67,1708,1,"DE0067_02316","DE0068_02315","ICMP17598_02887","TPD7009_00531","TPD7005_00722","RZME10_01707"
"g002992_1_000005","g002992_1","fixN","Cytochrome c oxidase subunit 1 %2C bacteroid",80,22,216,1,1,1,0,0,0,0,216,"Cytochrome c oxidase subunit 1 %2C bacteroid(216)","fixN(216)",1599,1674,1632.9,1709,1,"DE0067_01966","DE0068_01714","ICMP17598_01888","TPD7009_00129","TPD7005_02770","RZME10_02105"
"g004025_1_000005","g004025_1",NA,"hypothetical protein",80,17,216,1,1,1,0,0,0,0,216,"hypothetical protein(216)","NA(216)",732,777,738.04,1709,2,"DE0067_01967","DE0068_01713","ICMP17598_01889","TPD7009_00130","TPD7005_02771","RZME10_02104"
"g004882_000002","g004882",NA,"hypothetical protein",70,16,216,1,1,1,0,0,0,0,216,"hypothetical protein(216)","NA(216)",153,162,155.08,1709,3,"DE0067_01968","DE0068_01712","ICMP17598_01890","TPD7009_00131","TPD7005_02772","RZME10_02103"
"g002768_000002","g002768","ccoP","Cbb3-type cytochrome c oxidase subunit CcoP",70,27,216,1,1,1,0,0,0,0,216,"Cbb3-type cytochrome c oxidase subunit CcoP(216)","ccoP(216)",864,867,864.04,1709,4,"DE0067_01969","DE0068_01711","ICMP17598_01891","TPD7009_00132","TPD7005_02773","RZME10_02102"
"g002349_000002","g002349",NA,"hypothetical protein",70,27,216,1,1,1,1,0,1,0,216,"hypothetical protein(218)","NA(218)",360,1587,1569.01,1709,5,"DE0067_01971","DE0068_01709","ICMP17598_01893","TPD7009_00134","TPD7005_02775","RZME10_02100"
"g001453","g001453",NA,"hypothetical protein",50,37,216,1,1,1,0,0,0,0,216,"hypothetical protein(216)","NA(216)",489,501,499.43,1709,6,"DE0067_01972","DE0068_01708","ICMP17598_01894","TPD7009_00135","TPD7005_02776","RZME10_02099"
"g002656_000002","g002656","rfnT","Riboflavin transporter RfnT",70,25,216,1,1,1,1,0,1,0,216,"Riboflavin transporter RfnT(217)","rfnT(217)",327,1236,1218.68,1711,1,"DE0067_00231","DE0068_00231","ICMP17598_01107","TPD7009_03610","TPD7005_00834","RZME10_03369"
"g003483_1_000003","g003483_1","fixK","Nitrogen fixation regulation protein FixK",70,22,216,1,1,1,0,0,0,0,216,"Nitrogen fixation regulation protein FixK(210):hypothetical protein(6)","fixK(210):NA(6)",726,816,729.9,1712,1,"DE0067_01928","DE0068_01752","ICMP17598_01849","TPD7009_00034","TPD7005_02675","RZME10_02143"
"g000700_000001","g000700","copA","Copper-exporting P-type ATPase",60,49,216,1,1,1,0,0,0,0,216,"Copper-exporting P-type ATPase(180):putative copper-importing P-type ATPase A(32):putative copper-transporting ATPase PacS(4)","copA(212):pacS(4)",492,2364,2269,1713,1,"DE0067_01973","DE0068_01707","ICMP17598_01895","TPD7009_00136","TPD7005_02777","RZME10_02098"
"g002392","g002392","pgrR","HTH-type transcriptional regulator PgrR",50,28,215,1,1,2,2,1,2,1,216,"HTH-type transcriptional regulator PgrR(216):hypothetical protein(2)","pgrR(216):NA(2)",285,1005,913.22,1716,1,"DE0067_02900","DE0068_02899","ICMP17598_02311","TPD7009_01160","TPD7005_00094","RZME10_03486"
"g003142_000001","g003142","uspF","Universal stress protein F",60,25,215,1,1,1,0,0,0,0,215,"Universal stress protein F(215)","uspF(215)",411,411,411,1717,1,"DE0067_01500","DE0068_02180","ICMP17598_01360","TPD7009_03879","TPD7005_03285","RZME10_03079"
"g000301_1_000003","g000301_1","blh","Beta-lactamase hydrolase-like protein",70,59,214,1.03,1,3,1,5,1,7,221,"Beta-lactamase hydrolase-like protein(222)","blh(222)",627,1368,1277.54,1721,1,"DE0067_02633","DE0068_02632","ICMP17598_02570","TPD7009_00852","TPD7005_00401","RZME10_00278"
"g002928_1_000003","g002928_1",NA,"hypothetical protein",70,23,214,1,1,1,0,0,0,0,214,"hypothetical protein(214)","NA(214)",150,177,157.54,1723,1,"DE0067_01974","DE0068_01706","ICMP17598_01896","TPD7009_00137","TPD7005_02778","RZME10_02097"
"g002008","g002008","rhaR","HTH-type transcriptional activator RhaR",50,31,213,1,1,1,1,0,1,0,213,"HTH-type transcriptional activator RhaR(122):HTH-type transcriptional activator RhaS(86):hypothetical protein(3):HTH-type transcriptional activator Btr(3)","rhaR(122):rhaS(86):btr(3):NA(3)",312,936,842.87,1726,1,"DE0067_01653","DE0068_02027","ICMP17598_01514","TPD7009_03559","TPD7005_03436","RZME10_03809"
"g002307_000001","g002307","ompW","hypothetical protein",60,29,213,1,1,2,0,1,0,1,214,"hypothetical protein(197):Outer membrane protein W(17)","NA(197):ompW(17)",684,702,697.79,1727,1,"DE0067_02925","DE0068_02924","ICMP17598_02286","TPD7009_01184","TPD7005_00070","RZME10_03507"
"g000318_000001","g000318",NA,"hypothetical protein",60,61,213,1,1,1,0,0,0,0,213,"hypothetical protein(213)","NA(213)",132,543,488.44,1728,1,"DE0067_02762","DE0068_02761","ICMP17598_02438","TPD7009_00982","TPD7005_00272","RZME10_00408"
"g000146_1_000003","g000146_1","soxA","Sarcosine oxidase subunit alpha",70,63,213,1,1,2,0,1,0,1,214,"Sarcosine oxidase subunit alpha(214)","soxA(214)",1467,3039,2945.05,1730,1,"DE0067_00397","DE0068_00397","ICMP17598_00966","TPD7009_01262","TPD7005_00982","RZME10_04586"
"g000748_1_000001","g000748_1","cdhR","HTH-type transcriptional regulator CdhR",60,47,213,1,1,2,0,1,0,1,214,"HTH-type transcriptional regulator CdhR(214)","cdhR(214)",558,1047,941.62,1732,1,"DE0067_00394","DE0068_00394","ICMP17598_00969","TPD7009_01259","TPD7005_00979","RZME10_04589"
"g000307_1_000005","g000307_1","soxD","Sarcosine oxidase subunit delta",70,50,212,1,1,2,0,1,0,1,213,"Sarcosine oxidase subunit delta(212):hypothetical protein(1)","soxD(212):NA(1)",273,279,276.58,1734,1,"DE0067_00396","DE0068_00396","ICMP17598_00967","TPD7009_01261","TPD7005_00981","RZME10_04587"
"g005381_000002","g005381","ssuD","Alkanesulfonate monooxygenase",70,13,211,1,1,1,1,0,1,0,211,"Alkanesulfonate monooxygenase(139):Pyrimidine monooxygenase RutA(40):Methanesulfonate monooxygenase(32):hypothetical protein(1)","ssuD(139):rutA(40):msuD(32):NA(1)",351,1110,1098.03,1740,1,"DE0067_00352","DE0068_00352",NA,"TPD7009_03727","TPD7005_00951","RZME10_04634"
"g001294_1_000007","g001294_1","hisQ","Histidine transport system permease protein HisQ",80,28,210,1,1,1,1,0,1,0,210,"Histidine transport system permease protein HisQ(210):Octopine transport system permease protein OccQ(1)","hisQ(210):occQ(1)",204,726,719.72,1742,1,"DE0067_01558","DE0068_02122","ICMP17598_01418","TPD7009_03821","TPD7005_03343","RZME10_03904"
"g002604_1_000006","g002604_1","occM","Octopine transport system permease protein OccM",80,24,210,1.01,1,2,0,2,0,2,212,"Octopine transport system permease protein OccM(211):hypothetical protein(1)","occM(211):NA(1)",324,696,687.03,1742,2,"DE0067_01559","DE0068_02121","ICMP17598_01419","TPD7009_03820","TPD7005_03344","RZME10_03903"
"g000054_000001","g000054","ligD","Multifunctional non-homologous end joining protein LigD",60,110,210,1.52,1,4,8,90,8,110,320,"Multifunctional non-homologous end joining protein LigD(294):hypothetical protein(21):Multifunctional non-homologous end joining DNA repair protein LigD(9):DNA ligase(5)","ligD(303):NA(21):lig(5)",156,1194,906.45,1746,1,NA,NA,NA,"TPD7009_04544","TPD7005_04292","RZME10_04282"
"g004538_1_000002","g004538_1","proP","Proline/betaine transporter",70,13,209,1,1,1,2,0,2,0,209,"Proline/betaine transporter(207):hypothetical protein(3):Ectoine/proline transporter ProP(1)","proP(208):NA(3)",276,1347,1315.92,1747,1,"DE0067_02418","DE0068_02417","ICMP17598_02789","TPD7009_00627","TPD7005_00626","RZME10_00048"
"g004054_000002","g004054","btuD","Putative multidrug export ATP-binding/permease protein",70,19,209,1,1,1,0,0,0,0,209,"Putative multidrug export ATP-binding/permease protein(156):Vitamin B12 import ATP-binding protein BtuD(53)","NA(156):btuD(53)",1851,1860,1853.14,1749,1,"DE0067_02517","DE0068_02516","ICMP17598_02690","TPD7009_00731","TPD7005_00522","RZME10_00154"
"g002530","g002530","mdtA","Multidrug resistance protein MdtA",50,28,209,1,1,1,0,0,0,0,209,"Multidrug resistance protein MdtA(209)","mdtA(209)",1275,1332,1288.72,1750,1,"DE0067_03116","DE0068_03553","ICMP17598_03067","TPD7009_02247","TPD7005_01563","RZME10_00632"
"g001301","g001301","ssuA","Putative aliphatic sulfonates-binding protein",50,39,208,1,1,1,0,0,0,0,208,"Putative aliphatic sulfonates-binding protein(146):hypothetical protein(62)","ssuA(146):NA(62)",771,879,856.79,1754,1,"DE0067_03860","DE0068_03822","ICMP17598_03768","TPD7009_03272","TPD7005_04038","RZME10_01592"
"g006333_000003","g006333","ssuD","Alkanesulfonate monooxygenase",80,11,208,1,1,1,0,0,0,0,208,"Alkanesulfonate monooxygenase(208)","ssuD(208)",1128,1134,1130.47,1754,2,"DE0067_03859","DE0068_03823","ICMP17598_03767","TPD7009_03273","TPD7005_04037","RZME10_01591"
"g000337_000001","g000337","dinB","DNA polymerase IV",60,61,208,1.08,1,3,2,16,3,17,225,"DNA polymerase IV(225):DNA polymerase IV 1(2):hypothetical protein(1)","dinB(225):dinB1(2):NA(1)",177,1164,1024.96,1755,1,"DE0067_01164","DE0068_01164","ICMP17598_00219","TPD7009_02022","TPD7005_02288","RZME10_04132"
"g004100","g004100","kgtP","Alpha-ketoglutarate permease",50,18,208,1.05,1,2,0,10,0,10,218,"Alpha-ketoglutarate permease(218)","kgtP(218)",1083,1338,1315.79,1756,1,"DE0067_02668","DE0068_02667","ICMP17598_02532","TPD7009_00889","TPD7005_00364","RZME10_00316"
"g001794_1_000001","g001794_1","bigR","Biofilm growth-associated repressor",60,30,208,1.02,1,2,0,4,0,4,212,"Biofilm growth-associated repressor(212)","bigR(212)",333,357,351.28,1757,1,"DE0067_02634","DE0068_02633","ICMP17598_02569","TPD7009_00853","TPD7005_00400","RZME10_00279"
"g002434_1_000006","g002434_1","hisJ","Histidine-binding periplasmic protein",80,20,207,1,1,1,0,0,0,0,207,"Histidine-binding periplasmic protein(127):Lysine/arginine/ornithine-binding periplasmic protein(80)","hisJ(127):argT(80)",771,777,771.83,1760,1,"DE0067_01557","DE0068_02123","ICMP17598_01417","TPD7009_03822","TPD7005_03342","RZME10_03905"
"g002819_1_000001","g002819_1","wcaJ","UDP-glucose:undecaprenyl-phosphate glucose-1-phosphate transferase",60,25,207,1,1,1,0,0,0,0,207,"UDP-glucose:undecaprenyl-phosphate glucose-1-phosphate transferase(205):hypothetical protein(2)","wcaJ(204):NA(2):gumD(1)",360,753,714.81,1761,1,"DE0067_04488","DE0068_04376",NA,NA,NA,"RZME10_02730"
"g000024_1_000009","g000024_1","vgrG1","hypothetical protein",80,136,207,2.35,1,7,15,135,18,279,486,"hypothetical protein(486):Actin cross-linking toxin VgrG1(18)","NA(486):vgrG1(18)",123,2655,1955.92,1762,1,"DE0067_03905","DE0068_03777","ICMP17598_03813","TPD7009_03226","TPD7005_04084","(RZME10_01643:RZME10_01644);RZME10_01637"
"g001652_1_000001","g001652_1","pikAII","Narbonolide/10-deoxymethynolide synthase PikA2%2C modules 3 and 4",60,30,207,1.04,1,3,0,5,0,8,215,"Narbonolide/10-deoxymethynolide synthase PikA2%2C modules 3 and 4(161):Zinc-type alcohol dehydrogenase-like protein(51):Phthiocerol/phenolphthiocerol synthesis polyketide synthase type I PpsC(3)","pikAII(161):NA(51):ppsC(3)",948,1101,1003.09,1763,1,"DE0067_00604","DE0068_00604",NA,NA,NA,NA
"g004120_000001","g004120",NA,"hypothetical protein",60,19,205,1,1,2,0,1,0,1,206,"hypothetical protein(206)","NA(206)",540,759,544.76,1767,1,"DE0067_02913","DE0068_02912","ICMP17598_02298","TPD7009_01172","TPD7005_00082","RZME10_03496"
"g005272_000002","g005272","dctM","C4-dicarboxylate TRAP transporter large permease protein DctM",70,14,205,1,1,2,1,1,1,1,206,"C4-dicarboxylate TRAP transporter large permease protein DctM(206):hypothetical protein(1)","dctM(206):NA(1)",141,1527,1480.72,1767,2,"DE0067_02914","DE0068_02913","ICMP17598_02297","TPD7009_01173","TPD7005_00081","RZME10_03497"
"g001592","g001592",NA,"hypothetical protein",50,36,205,1,1,1,0,0,0,0,205,"hypothetical protein(205)","NA(205)",264,402,351.13,1768,1,"DE0067_02351","DE0068_02350","ICMP17598_02853","TPD7009_00563","TPD7005_00690","RZME10_01673"
"g003537_000001","g003537",NA,"hypothetical protein",60,22,205,1,1,1,2,0,2,0,205,"hypothetical protein(207)","NA(207)",189,1149,1122.71,1769,1,"DE0067_03886","DE0068_03796","ICMP17598_03794","TPD7009_03245","TPD7005_04065","RZME10_01618"
"g000534_1_000001","g000534_1","yagS","Putative xanthine dehydrogenase YagS FAD-binding subunit",60,37,205,1.06,1,2,4,13,4,13,218,"Putative xanthine dehydrogenase YagS FAD-binding subunit(222)","yagS(222)",951,981,952.22,1771,1,"DE0067_03839","DE0068_03843","ICMP17598_03748","TPD7009_03294","TPD7005_04016","RZME10_01570"
"g001888","g001888",NA,"hypothetical protein",50,33,204,1,1,1,0,0,0,0,204,"hypothetical protein(204)","NA(204)",996,1026,1007.09,1772,1,"DE0067_03894","DE0068_03788","ICMP17598_03802","TPD7009_03237","TPD7005_04073","RZME10_01626"
"g003660_000001","g003660",NA,"hypothetical protein",60,21,204,1,1,1,0,0,0,0,204,"hypothetical protein(204)","NA(204)",1782,1815,1782.56,1772,2,"DE0067_03895","DE0068_03787","ICMP17598_03803","TPD7009_03236","TPD7005_04074","RZME10_01627"
"g003964_000001","g003964",NA,"hypothetical protein",60,20,204,1,1,1,0,0,0,0,204,"hypothetical protein(204)","NA(204)",510,540,510.47,1772,3,"DE0067_03896","DE0068_03786","ICMP17598_03804","TPD7009_03235","TPD7005_04075","RZME10_01628"
"g001384","g001384",NA,"hypothetical protein",50,38,204,1,1,1,0,0,0,0,204,"hypothetical protein(204)","NA(204)",822,831,825.72,1772,4,"DE0067_03897","DE0068_03785","ICMP17598_03805","TPD7009_03234","TPD7005_04076","RZME10_01629"
"g003180_000002","g003180",NA,"hypothetical protein",70,20,204,1,1,1,2,0,2,0,204,"hypothetical protein(206)","NA(206)",312,1434,1376.75,1772,5,"DE0067_03898","DE0068_03784","ICMP17598_03806","TPD7009_03233","TPD7005_04077","RZME10_01630"
"g005922_1_000005","g005922_1",NA,"hypothetical protein",80,11,204,1,1,1,0,0,0,0,204,"hypothetical protein(204)","NA(204)",309,1482,1476.16,1772,6,"DE0067_03899","DE0068_03783","ICMP17598_03807","TPD7009_03232","TPD7005_04078","RZME10_01631"
"g005449_000003","g005449",NA,"hypothetical protein",80,14,204,1,1,1,0,0,0,0,204,"hypothetical protein(204)","NA(204)",510,525,511.62,1772,7,"DE0067_03900","DE0068_03782","ICMP17598_03808","TPD7009_03231","TPD7005_04079","RZME10_01632"
"g001892","g001892",NA,"hypothetical protein",50,32,204,1,1,1,0,0,0,0,204,"hypothetical protein(204)","NA(204)",768,1077,1013.28,1772,8,"DE0067_03901","DE0068_03781","ICMP17598_03809","TPD7009_03230","TPD7005_04080","RZME10_01633"
"g001237_1_000001","g001237_1","clpV1","Protein ClpV1",60,36,204,1,1,2,2,1,2,1,205,"Protein ClpV1(203):Chaperone protein ClpB(3):hypothetical protein(1)","clpV1(203):clpB(3):NA(1)",585,2778,2631.74,1772,9,"DE0067_03902","DE0068_03780","ICMP17598_03810","TPD7009_03229","TPD7005_04081","RZME10_01634"
"g007123_000003","g007123",NA,"hypothetical protein",80,10,204,1,1,1,0,0,0,0,204,"hypothetical protein(204)","NA(204)",477,477,477,1772,10,"DE0067_03903","DE0068_03779","ICMP17598_03811","TPD7009_03228","TPD7005_04082","RZME10_01635"
"g003511_000001","g003511",NA,"hypothetical protein",60,22,204,1,1,1,0,0,0,0,204,"hypothetical protein(204)","NA(204)",1500,1548,1514.03,1773,1,"DE0067_03891","DE0068_03791","ICMP17598_03799","TPD7009_03240","TPD7005_04070","RZME10_01623"
"g002978_000001","g002978",NA,"hypothetical protein",60,25,204,1,1,1,0,0,0,0,204,"hypothetical protein(204)","NA(204)",3477,3507,3485.53,1773,2,"DE0067_03890","DE0068_03792","ICMP17598_03798","TPD7009_03241","TPD7005_04069","RZME10_01622"
"g000152_1_000005","g000152_1","yagT","Putative xanthine dehydrogenase YagT iron-sulfur-binding subunit",70,31,204,1.07,1,2,0,14,0,14,218,"Putative xanthine dehydrogenase YagT iron-sulfur-binding subunit(218)","yagT(218)",519,759,615.07,1774,2,"DE0067_03838","DE0068_03844","ICMP17598_03747","TPD7009_03295","TPD7005_04015","RZME10_01569"
"g000473","g000473",NA,"hypothetical protein",50,54,204,1.02,1,2,3,4,3,4,208,"hypothetical protein(211)","NA(211)",405,438,409.39,1776,1,"DE0067_02635","DE0068_02634","ICMP17598_02568","TPD7009_00854","TPD7005_00399","RZME10_00280"
"g000576","g000576",NA,"hypothetical protein",50,53,204,1.1,1,3,4,20,4,21,225,"hypothetical protein(229)","NA(229)",168,519,381,1778,1,"DE0067_02589","DE0068_02588","ICMP17598_02614","TPD7009_00808","TPD7005_00445","RZME10_00231"
