"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","CFBP6625","CFBP6626"
"g002584_1_000001","g002584_1","glnM","putative glutamine ABC transporter permease protein GlnM",60,12,234,1.09,1,2,0,22,0,22,256,"putative glutamine ABC transporter permease protein GlnM(143):L-cystine transport system permease protein YecS(113)","glnM(143):yecS(113)",654,660,659.3,1518,1,"CFBP6625_04667","CFBP6626_04508"
"g002115_1_000003","g002115_1",NA,"hypothetical protein",70,22,234,1.23,1,3,7,52,7,54,288,"hypothetical protein(295)","NA(295)",186,1116,821.56,1519,1,"CFBP6625_03592","CFBP6626_03400"
"g000052_2_000002","g000052_2","gcvA","Glycine cleavage system transcriptional activator",60,28,234,1,1,1,0,0,0,0,234,"Glycine cleavage system transcriptional activator(234)","gcvA(234)",894,930,917.5,1520,1,"CFBP6625_02086","CFBP6626_01997"
"g003168_1_000004","g003168_1","araC","L-arabonate dehydratase",80,15,234,1,1,1,0,0,0,0,234,"L-arabonate dehydratase(234)","araC(234)",1782,1812,1792.4,1521,1,"CFBP6625_02591","CFBP6626_02430"
"g000260_000001","g000260","phrA","Deoxyribodipyrimidine photo-lyase",60,67,234,1,1,1,0,0,0,0,234,"Deoxyribodipyrimidine photo-lyase(234)","phrA(234)",615,1512,1441.06,1522,1,"CFBP6625_00878","CFBP6626_00858"
"g002494_1_000004","g002494_1","alkJ","Alcohol dehydrogenase [acceptor]",70,19,234,1,1,1,0,0,0,0,234,"Alcohol dehydrogenase [acceptor](234)","alkJ(234)",1596,1596,1596,1523,1,"CFBP6625_04157","CFBP6626_04017"
"g002408_000001","g002408","acoR","hypothetical protein",60,29,234,1,1,1,0,0,0,0,234,"hypothetical protein(222):Acetoin catabolism regulatory protein(12)","NA(222):acoR(12)",951,960,959.17,1524,1,"CFBP6625_01994","CFBP6626_01905"
"g004652","g004652",NA,"hypothetical protein",50,16,234,1,1,1,0,0,0,0,234,"hypothetical protein(234)","NA(234)",798,912,821.36,1525,1,"CFBP6625_00309","CFBP6626_00287"
"g002357","g002357",NA,"hypothetical protein",50,28,233,1.02,1,2,4,5,4,5,238,"hypothetical protein(242)","NA(242)",309,1104,1018.31,1526,1,"(CFBP6625_04520:CFBP6625_04521)","CFBP6626_04369"
"g001368_000002","g001368",NA,"hypothetical protein",70,38,233,1,1,2,1,1,1,1,234,"hypothetical protein(235)","NA(235)",243,738,652.24,1527,1,"CFBP6625_02353","CFBP6626_02215"
"g004087_000003","g004087","fabF","3-oxoacyl-[acyl-carrier-protein] synthase 2",80,17,233,1,1,1,0,0,0,0,233,"3-oxoacyl-[acyl-carrier-protein] synthase 2(233)","fabF(233)",1119,1347,1264.2,1528,1,"CFBP6625_00763","CFBP6626_00746"
"g001660","g001660","ogt","DNA base-flipping protein",50,35,233,1,1,1,0,0,0,0,233,"DNA base-flipping protein(132):Methylated-DNA--protein-cysteine methyltransferase(101)","NA(132):ogt(101)",366,630,561.26,1529,1,"CFBP6625_00880","CFBP6626_00860"
"g003322","g003322","entS","Enterobactin exporter EntS",50,18,233,1,1,1,3,0,3,0,233,"Enterobactin exporter EntS(231):hypothetical protein(5)","entS(231):NA(5)",732,1905,1617.61,1530,1,"CFBP6625_02777","CFBP6626_02615"
"g002776_1_000003","g002776_1",NA,"hypothetical protein",70,22,233,1,1,1,0,0,0,0,233,"hypothetical protein(233)","NA(233)",378,405,381.68,1531,1,"CFBP6625_03617","CFBP6626_03425"
"g000010_5","g000010_5","oppF","Oligopeptide transport ATP-binding protein OppF",50,167,233,4,1,9,135,185,253,698,931,"Oligopeptide transport ATP-binding protein OppF(467):Glutathione import ATP-binding protein GsiA(307):Vitamin B12 import ATP-binding protein BtuD(249):Oligopeptide transport ATP-binding protein OppD(138):Dipeptide transport ATP-binding protein DppD(32):putative D%2CD-dipeptide transport ATP-binding protein DdpF(29):putative ABC transporter ATP-binding protein(2)","oppF(467):gsiA(307):btuD(249):oppD(138):dppD(32):ddpF(29):NA(2)",546,2742,1111.02,1532,1,"CFBP6625_04315","CFBP6626_04163;CFBP6626_05117"
"g003495_000002","g003495","ndhB","NAD(P)H-quinone oxidoreductase subunit 2%2C chloroplastic",70,22,232,1,1,1,0,0,0,0,232,"NAD(P)H-quinone oxidoreductase subunit 2%2C chloroplastic(199):Na(+)/H(+) antiporter subunit A(31):hypothetical protein(2)","ndhB(199):mrpA(31):NA(2)",1146,2991,2876.46,1533,1,"CFBP6625_00151","CFBP6626_00157"
"g005189_1_000005","g005189_1","mnhC1","Na(+)/H(+) antiporter subunit C1",80,12,232,1,1,1,0,0,0,0,232,"Na(+)/H(+) antiporter subunit C1(232)","mnhC1(232)",306,339,335.94,1533,2,"CFBP6625_00150","CFBP6626_00156"
"g003331_000001","g003331","mrpD","Na(+)/H(+) antiporter subunit D",60,23,232,1,1,1,0,0,0,0,232,"Na(+)/H(+) antiporter subunit D(232)","mrpD(232)",1611,1662,1643.28,1533,3,"CFBP6625_00149","CFBP6626_00155"
"g001567","g001567","mnhE1","Na(+)/H(+) antiporter subunit E1",50,36,232,1,1,2,0,1,0,1,233,"Na(+)/H(+) antiporter subunit E1(231):hypothetical protein(2)","mnhE1(231):NA(2)",351,489,485.47,1533,4,"CFBP6625_00148","CFBP6626_00154"
"g003323_1_000011","g003323_1",NA,"hypothetical protein",80,12,232,1,1,1,0,0,0,0,232,"hypothetical protein(232)","NA(232)",936,1008,999.27,1534,1,"CFBP6625_04156","CFBP6626_04016"
"g002816_1_000006","g002816_1","livH","High-affinity branched-chain amino acid transport system permease protein LivH",80,15,232,1.01,1,2,1,2,1,2,234,"High-affinity branched-chain amino acid transport system permease protein LivH(233):hypothetical protein(2)","livH(233):NA(2)",225,891,884.13,1534,2,"CFBP6625_04155","CFBP6626_04015"
"g000482_1_000023","g000482_1","livF","High-affinity branched-chain amino acid transport ATP-binding protein LivF",80,31,232,1,1,2,230,1,230,1,233,"High-affinity branched-chain amino acid transport ATP-binding protein LivF(230):Lipopolysaccharide export system ATP-binding protein LptB(229):hypothetical protein(3):Vitamin B12 import ATP-binding protein BtuD(1)","livF(230):lptB(229):NA(3):btuD(1)",150,1488,736.74,1534,3,"(CFBP6625_04153:CFBP6625_04154)","(CFBP6626_04013:CFBP6626_04014)"
"g004509_1_000008","g004509_1",NA,"hypothetical protein",70,10,232,1.01,1,3,0,1,0,2,234,"hypothetical protein(234)","NA(234)",147,1209,1195.26,1534,4,"CFBP6625_04152","CFBP6626_04012"
"g000167_1_000027","g000167_1","mglB","D-galactose-binding periplasmic protein",80,15,232,1,1,1,0,0,0,0,232,"D-galactose-binding periplasmic protein(117):Xylitol-binding protein(101):D-threitol-binding protein(14)","mglB(117):xypA(101):thpA(14)",927,1035,931.33,1535,1,"CFBP6625_03335","CFBP6626_03203"
"g001514_1_000005","g001514_1","mglA","Galactose/methyl galactoside import ATP-binding protein MglA",80,17,232,1,1,1,0,0,0,0,232,"Galactose/methyl galactoside import ATP-binding protein MglA(232)","mglA(232)",885,1542,1539.16,1535,2,"CFBP6625_03334","CFBP6626_03202"
"g002875_1_000005","g002875_1","rbsC","Ribose import permease protein RbsC",80,15,232,1,1,1,0,0,0,0,232,"Ribose import permease protein RbsC(232)","rbsC(232)",1026,1032,1029.54,1535,3,"CFBP6625_03333","CFBP6626_03201"
"g002628_1_000001","g002628_1","mrpF","hypothetical protein",60,23,232,1,1,1,0,0,0,0,232,"hypothetical protein(181):Na(+)/H(+) antiporter subunit F(51)","NA(181):mrpF(51)",282,282,282,1536,1,"CFBP6625_00147","CFBP6626_00153"
"g003122_000001","g003122","mrpG","Na(+)/H(+) antiporter subunit G",60,24,232,1,1,1,0,0,0,0,232,"Na(+)/H(+) antiporter subunit G(124):hypothetical protein(108)","mrpG(124):NA(108)",237,384,350.46,1536,2,"CFBP6625_00146","CFBP6626_00152"
"g003585","g003585","nanR","Transcriptional regulator NanR",50,20,232,1,1,1,1,0,1,0,232,"Transcriptional regulator NanR(227):Pyruvate dehydrogenase complex repressor(2):HTH-type transcriptional regulator LutR(2):hypothetical protein(2)","nanR(227):NA(2):pdhR(2):lutR(2)",243,750,745.12,1537,1,"CFBP6625_01490","CFBP6626_01379"
"g002619","g002619","rhaM","L-rhamnose mutarotase",50,28,232,1.1,1,2,0,24,0,24,256,"L-rhamnose mutarotase(256)","rhaM(256)",330,330,330,1538,1,"CFBP6625_02667","CFBP6626_02506"
"g004370_000001","g004370","gstB","Glutathione S-transferase GST-6.0",60,17,232,1,1,1,0,0,0,0,232,"Glutathione S-transferase GST-6.0(232)","gstB(232)",621,690,621.36,1539,1,"CFBP6625_00501","CFBP6626_00482"
"g000324_1_000001","g000324_1",NA,"hypothetical protein",60,52,232,1,1,2,3,1,3,1,233,"hypothetical protein(236)","NA(236)",219,798,750.57,1540,1,"CFBP6625_02090","CFBP6626_02001"
"g001019","g001019",NA,"hypothetical protein",50,42,232,1,1,1,0,0,0,0,232,"hypothetical protein(232)","NA(232)",654,825,792.84,1541,1,"CFBP6625_00404","CFBP6626_00384"
"g005323_000001","g005323",NA,"hypothetical protein",60,14,232,1,1,1,0,0,0,0,232,"hypothetical protein(232)","NA(232)",1272,1299,1282.9,1542,1,"CFBP6625_00324","CFBP6626_00302"
"g001872_000002","g001872","cah","hypothetical protein",70,31,231,1,1,1,2,0,2,0,231,"hypothetical protein(227):Cephalosporin-C deacetylase(6)","NA(227):cah(5):axeA(1)",345,1143,982.26,1543,1,"CFBP6625_00077","CFBP6626_00090"
"g002792_000003","g002792",NA,"hypothetical protein",80,27,231,1,1,1,2,0,2,0,231,"hypothetical protein(233)","NA(233)",279,729,719.06,1543,2,"CFBP6625_00078","CFBP6626_00091"
"g000790_000001","g000790","pat","hypothetical protein",60,47,231,1.01,1,2,0,2,0,2,233,"hypothetical protein(229):Phosphinothricin N-acetyltransferase(4)","NA(229):pat(4)",243,588,458.38,1544,1,"CFBP6625_01775","CFBP6626_01689"
"g004222_000001","g004222",NA,"hypothetical protein",60,19,231,1,1,1,0,0,0,0,231,"hypothetical protein(231)","NA(231)",333,384,338.26,1545,1,"CFBP6625_02087","CFBP6626_01998"
"g000955","g000955",NA,"hypothetical protein",50,42,231,1,1,1,0,0,0,0,231,"hypothetical protein(231)","NA(231)",171,177,173.68,1546,1,"CFBP6625_02547","CFBP6626_02386"
"g001511_000001","g001511","ybiT","putative ABC transporter ATP-binding protein YbiT",60,36,231,1,1,2,0,1,0,1,232,"putative ABC transporter ATP-binding protein YbiT(127):putative ABC transporter ATP-binding protein YheS(102):ABC transporter ATP-binding protein uup(2):putative ABC transporter ATP-binding protein(1)","ybiT(127):yheS(102):uup(2):NA(1)",309,1527,1512.61,1547,1,"CFBP6625_00522","CFBP6626_00504"
"g004660_000001","g004660","lldR","Putative L-lactate dehydrogenase operon regulatory protein",60,16,231,1.01,1,2,0,2,0,2,233,"Putative L-lactate dehydrogenase operon regulatory protein(146):HTH-type transcriptional regulator LutR(85):hypothetical protein(1):Pyruvate dehydrogenase complex repressor(1)","lldR(146):lutR(85):pdhR(1):NA(1)",459,726,711.33,1548,1,"CFBP6625_04597","CFBP6626_04438"
"g005040_000001","g005040","cynR","hypothetical protein",60,12,231,1,1,1,1,0,1,0,231,"hypothetical protein(230):HTH-type transcriptional regulator GltR(1):HTH-type transcriptional regulator CynR(1)","NA(230):cynR(1):gltR(1)",333,927,913.9,1549,1,"CFBP6625_04151","CFBP6626_04011"
"g001219_1_000001","g001219_1",NA,"hypothetical protein",60,34,230,1,1,1,0,0,0,0,230,"hypothetical protein(230)","NA(230)",270,789,714.74,1551,1,"CFBP6625_00541","CFBP6626_00523"
"g002884_1_000001","g002884_1","rhtB","Homoserine/homoserine lactone efflux protein",60,22,230,1.01,1,2,0,2,0,2,232,"Homoserine/homoserine lactone efflux protein(144):hypothetical protein(88)","rhtB(144):NA(88)",564,645,634.09,1551,2,"CFBP6625_00542","CFBP6626_00524"
"g000882_2_000001","g000882_2","galE","UDP-glucose 4-epimerase",60,17,230,1,1,1,2,0,2,0,230,"UDP-glucose 4-epimerase(231):hypothetical protein(1)","galE(231):NA(1)",177,987,975.57,1552,1,"CFBP6625_03275","CFBP6626_03143"
"g003160","g003160",NA,"hypothetical protein",50,23,230,1,1,1,1,0,1,0,230,"hypothetical protein(231)","NA(231)",897,1953,1892.62,1552,2,"CFBP6625_03274","CFBP6626_03142"
"g002814_000001","g002814","gsiA","Glutathione import ATP-binding protein GsiA",60,25,230,1,1,2,1,1,1,1,231,"Glutathione import ATP-binding protein GsiA(231):hypothetical protein(1)","gsiA(231):NA(1)",396,1980,1884.03,1554,1,"CFBP6625_02444","CFBP6626_02284"
"g004722","g004722","yesO","Putative ABC transporter substrate-binding protein YesO",50,15,230,1,1,1,0,0,0,0,230,"Putative ABC transporter substrate-binding protein YesO(229):hypothetical protein(1)","yesO(229):NA(1)",1182,1308,1293.68,1555,1,"CFBP6625_03057","CFBP6626_02893"
"g003952_000001","g003952",NA,"hypothetical protein",60,20,230,1,1,1,0,0,0,0,230,"hypothetical protein(230)","NA(230)",261,645,639.63,1556,1,"CFBP6625_04607","CFBP6626_04448"
"g002582","g002582",NA,"hypothetical protein",50,23,230,1,1,1,1,0,1,0,230,"hypothetical protein(231)","NA(231)",141,657,644,1558,1,"CFBP6625_00230","CFBP6626_00211"
"g003548_000002","g003548","dapA","4-hydroxy-tetrahydrodipicolinate synthase",70,22,230,1,1,2,1,1,1,1,231,"4-hydroxy-tetrahydrodipicolinate synthase(229):hypothetical protein(3)","dapA(229):NA(3)",321,966,947.66,1559,1,"CFBP6625_04654","CFBP6626_04495"
"g000242_000002","g000242",NA,"hypothetical protein",70,69,230,1.13,1,3,0,29,0,30,260,"hypothetical protein(260)","NA(260)",798,873,809.2,1560,1,"CFBP6625_03903","CFBP6626_03786"
"g000749","g000749","pdxB","Erythronate-4-phosphate dehydrogenase",50,48,230,1.01,1,2,0,3,0,3,233,"Erythronate-4-phosphate dehydrogenase(124):Hydroxypyruvate reductase(103):Glyoxylate/hydroxypyruvate reductase B(2):D-3-phosphoglycerate dehydrogenase(2):(S)-sulfolactate dehydrogenase(1):Glycerate dehydrogenase(1)","pdxB(124):NA(103):serA(2):ghrB(2):hprA(1):slcC(1)",708,1032,1017.97,1561,1,"CFBP6625_03060","CFBP6626_02896"
"g000933","g000933",NA,"hypothetical protein",50,44,230,1,1,1,0,0,0,0,230,"hypothetical protein(230)","NA(230)",456,594,490.5,1562,1,"CFBP6625_01948","CFBP6626_01859"
"g003499_000002","g003499","kdpD","Sensor protein KdpD",70,19,230,1,1,1,2,0,2,0,230,"Sensor protein KdpD(233)","kdpD(233)",462,2715,2660.72,1563,1,"CFBP6625_03770","CFBP6626_03634"
"g000967_1_000002","g000967_1",NA,"hypothetical protein",70,30,230,1,1,1,0,0,0,0,230,"hypothetical protein(230)","NA(230)",228,375,243.68,1564,1,"CFBP6625_00491","CFBP6626_00472"
"g004103_000002","g004103","ugpB","sn-glycerol-3-phosphate-binding periplasmic protein UgpB",70,19,229,1,1,1,0,0,0,0,229,"sn-glycerol-3-phosphate-binding periplasmic protein UgpB(229)","ugpB(229)",1299,1341,1299.18,1565,1,"CFBP6625_02983","CFBP6626_02819"
"g002877_000002","g002877","ugpA","sn-glycerol-3-phosphate transport system permease protein UgpA",70,26,229,1,1,1,0,0,0,0,229,"sn-glycerol-3-phosphate transport system permease protein UgpA(224):hypothetical protein(5)","ugpA(224):NA(5)",882,1113,952.48,1565,2,"CFBP6625_02984","CFBP6626_02820"
"g002940_000002","g002940","araQ","L-arabinose transport system permease protein AraQ",70,25,229,1,1,1,1,0,1,0,229,"L-arabinose transport system permease protein AraQ(227):hypothetical protein(3)","araQ(227):NA(3)",243,846,839.69,1565,3,"CFBP6625_02985","CFBP6626_02821"
"g000559_000001","g000559","exbB","hypothetical protein",60,53,229,1,1,2,0,1,0,1,230,"hypothetical protein(228):Biopolymer transport protein ExbB(2)","NA(228):exbB(2)",759,1221,1123.7,1566,1,"CFBP6625_02845","CFBP6626_02683"
"g002427_000002","g002427","exbD","Biopolymer transport protein ExbD",70,19,229,1,1,2,0,1,0,1,230,"Biopolymer transport protein ExbD(224):hypothetical protein(6)","exbD(224):NA(6)",465,510,483.89,1566,2,"CFBP6625_02846","CFBP6626_02684"
"g002774_000002","g002774",NA,"hypothetical protein",70,26,229,1,1,1,0,0,0,0,229,"hypothetical protein(229)","NA(229)",702,783,761.55,1567,1,"CFBP6625_01018","CFBP6626_00998"
"g001823_000002","g001823",NA,"hypothetical protein",70,33,229,1,1,1,0,0,0,0,229,"hypothetical protein(229)","NA(229)",330,348,341.54,1567,2,"CFBP6625_01019","CFBP6626_00999"
"g003084_000002","g003084",NA,"hypothetical protein",70,25,229,1,1,1,1,0,1,0,229,"hypothetical protein(230)","NA(230)",183,666,503.23,1568,1,"CFBP6625_03709","CFBP6626_03574"
"g003337","g003337",NA,"hypothetical protein",50,22,229,1,1,1,1,0,1,0,229,"hypothetical protein(230)","NA(230)",447,1185,1163.8,1569,1,"CFBP6625_03693","CFBP6626_03558"
"g002891_000001","g002891",NA,"hypothetical protein",60,23,229,1,1,2,0,1,0,1,230,"hypothetical protein(230)","NA(230)",231,579,519.95,1570,1,"CFBP6625_04683","CFBP6626_04524"
"g001661","g001661",NA,"hypothetical protein",50,35,229,1,1,1,0,0,0,0,229,"hypothetical protein(229)","NA(229)",621,657,633.79,1571,1,"CFBP6625_01004","CFBP6626_00984"
"g002870_000001","g002870","ribN","Riboflavin transporter",60,26,229,1,1,1,0,0,0,0,229,"Riboflavin transporter(229)","ribN(229)",936,954,941,1572,1,"CFBP6625_00653","CFBP6626_00635"
"g002818","g002818",NA,"hypothetical protein",50,26,229,1,1,1,0,0,0,0,229,"hypothetical protein(229)","NA(229)",1467,1659,1540.57,1573,1,"CFBP6625_01401","CFBP6626_01290"
"g002222_000001","g002222","acrA","Multidrug efflux pump subunit AcrA",60,29,229,1,1,2,1,1,1,1,230,"Multidrug efflux pump subunit AcrA(94):Multidrug resistance protein MexA(60):Multidrug/solvent efflux pump periplasmic linker protein MepA(59):Multidrug export protein AcrE(13):Antibiotic efflux pump periplasmic linker protein ArpA(3):Toluene efflux pump periplasmic linker protein TtgD(1):hypothetical protein(1)","acrA(94):mexA(60):mepA(59):acrE(13):arpA(3):ttgD(1):NA(1)",141,1242,1201,1574,1,"CFBP6625_02410","CFBP6626_02250"
"g003767","g003767","slyA","hypothetical protein",50,21,229,1,1,1,0,0,0,0,229,"hypothetical protein(120):Transcriptional regulator SlyA(107):Transcriptional repressor MprA(2)","NA(120):slyA(107):mprA(2)",408,522,499.48,1575,1,"CFBP6625_02124","CFBP6626_02035"
"g003314_000002","g003314","rcsC","Sensor histidine kinase RcsC",70,23,229,1,1,1,5,0,5,0,229,"Sensor histidine kinase RcsC(174):Adaptive-response sensory-kinase SasA(55):hypothetical protein(5)","rcsC(174):sasA(55):NA(5)",690,3630,3430.47,1576,1,"CFBP6625_00166","CFBP6626_00172"
"g002181_1_000001","g002181_1","proC","Pyrroline-5-carboxylate reductase",60,28,229,1,1,2,0,1,0,1,230,"Pyrroline-5-carboxylate reductase(230)","proC(230)",741,801,778.9,1577,1,"CFBP6625_04004","CFBP6626_03875"
"g002607_000002","g002607","murR","HTH-type transcriptional regulator MurR",70,23,229,1,1,1,1,0,1,0,229,"HTH-type transcriptional regulator MurR(227):hypothetical protein(2):HTH-type transcriptional regulator HexR(1)","murR(227):NA(2):hexR(1)",342,864,817.75,1578,1,"CFBP6625_04485","CFBP6626_04332"
"g000500_2","g000500_2",NA,"hypothetical protein",50,29,229,1,1,1,2,0,2,0,229,"hypothetical protein(231)","NA(231)",240,648,635.97,1579,1,"CFBP6625_00131","CFBP6626_00137"
"g002099","g002099",NA,"hypothetical protein",50,29,229,1.05,1,2,1,11,1,11,240,"hypothetical protein(241)","NA(241)",723,1428,1351.51,1580,1,"CFBP6625_02339","CFBP6626_02200"
"g004628","g004628",NA,"hypothetical protein",50,17,229,1,1,1,0,0,0,0,229,"hypothetical protein(229)","NA(229)",477,702,663.17,1581,1,"CFBP6625_00329","CFBP6626_00307"
"g002915","g002915",NA,"hypothetical protein",50,26,229,1,1,1,0,0,0,0,229,"hypothetical protein(229)","NA(229)",573,828,666.54,1582,1,"CFBP6625_00012","CFBP6626_00012"
"g001045","g001045","ampC","Beta-lactamase",50,42,229,1.01,1,2,0,2,0,2,231,"Beta-lactamase(229):hypothetical protein(2)","ampC(229):NA(2)",243,1287,1157.68,1583,1,"CFBP6625_03026","CFBP6626_02862"
"g001769_000001","g001769","glmS","Glutamine--fructose-6-phosphate aminotransferase [isomerizing]",60,34,229,1.03,1,2,1,8,1,8,237,"Glutamine--fructose-6-phosphate aminotransferase [isomerizing](233):hypothetical protein(5)","glmS(233):NA(5)",432,1053,1019.03,1584,1,"CFBP6625_02464","CFBP6626_02304"
"g002015_1_000001","g002015_1","ribN","Riboflavin transporter",60,28,229,1,1,2,0,1,0,1,230,"Riboflavin transporter(230)","ribN(230)",915,963,923.9,1585,1,"CFBP6625_02891","CFBP6626_02727"
"g003107_000001","g003107",NA,"hypothetical protein",60,15,229,1,1,1,0,0,0,0,229,"hypothetical protein(229)","NA(229)",150,228,163.23,1586,1,"CFBP6625_00895","CFBP6626_00875"
"g000268","g000268",NA,"hypothetical protein",50,67,229,1,1,1,0,0,0,0,229,"hypothetical protein(229)","NA(229)",747,765,764.57,1587,1,"CFBP6625_00337","CFBP6626_00315"
"g003077","g003077",NA,"hypothetical protein",50,25,229,1,1,1,0,0,0,0,229,"hypothetical protein(229)","NA(229)",609,822,649.17,1588,1,"CFBP6625_00351","CFBP6626_00329"
"g000853","g000853","tspO","Tryptophan-rich sensory protein",50,45,229,1,1,1,0,0,0,0,229,"Tryptophan-rich sensory protein(207):Tryptophan-rich protein TspO(21):hypothetical protein(1)","tspO(207):crtK-2(21):NA(1)",453,507,456.54,1589,1,"CFBP6625_02963","CFBP6626_02799"
"g003575_000002","g003575","degU","Transcriptional regulatory protein DegU",70,21,229,1,1,1,0,0,0,0,229,"Transcriptional regulatory protein DegU(227):Response regulator protein TmoT(1):HTH-type transcriptional regulator MalT(1)","degU(227):tmoT(1):malT(1)",381,651,648.43,1590,1,"CFBP6625_00124","CFBP6626_00130"
"g001554_1_000004","g001554_1","iolE","Inosose dehydratase",80,27,229,1,1,1,3,0,3,0,229,"Inosose dehydratase(232)","iolE(232)",210,954,898.69,1591,1,"CFBP6625_04482","CFBP6626_04329"
