"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","UMA610","ICMP6402","SBV_302782"
"g000137_3_000001","g000137_3","ddpC","putative D%2CD-dipeptide transport system permease protein DdpC",60,23,254,1.72,1,4,1,157,1,182,436,"putative D%2CD-dipeptide transport system permease protein DdpC(436):hypothetical protein(1)","ddpC(436):NA(1)",378,945,902.57,1342,1,"UMA610_01725;UMA610_02638","ICMP6402_01666;ICMP6402_03071","SBV_302782_02683;SBV_302782_03202"
"g001067","g001067","gcvA","Glycine cleavage system transcriptional activator",50,41,254,1.05,1,2,0,13,0,13,267,"Glycine cleavage system transcriptional activator(245):HTH-type transcriptional regulator HdfR(12):HTH-type transcriptional regulator DsdC(9):HTH-type transcriptional regulator CynR(1)","gcvA(245):hdfR(12):dsdC(9):cynR(1)",762,927,898.65,1343,1,"UMA610_01208","ICMP6402_04902","SBV_302782_04459"
"g000762_1_000001","g000762_1","polS","Sorbitol dehydrogenase",60,43,254,1.47,1,3,0,109,0,120,374,"Sorbitol dehydrogenase(360):hypothetical protein(14)","polS(360):NA(14)",252,855,750.67,1344,1,"UMA610_01417;UMA610_04681","ICMP6402_01978;ICMP6402_02253","SBV_302782_01168;SBV_302782_05009"
"g002780_000001","g002780",NA,"hypothetical protein",60,26,254,1,1,1,0,0,0,0,254,"hypothetical protein(254)","NA(254)",261,348,264.31,1345,1,"UMA610_00476","ICMP6402_00755","SBV_302782_00700"
"g002618","g002618",NA,"hypothetical protein",50,28,254,1,1,1,0,0,0,0,254,"hypothetical protein(254)","NA(254)",228,339,241.15,1346,1,"UMA610_03710","ICMP6402_04119","SBV_302782_03849"
"g000905","g000905","livH","High-affinity branched-chain amino acid transport system permease protein LivH",50,42,254,1,1,1,0,0,0,0,254,"High-affinity branched-chain amino acid transport system permease protein LivH(254)","livH(254)",624,900,895.95,1347,1,"UMA610_00581","ICMP6402_00653","SBV_302782_00863"
"g000326_000001","g000326","ligD","Multifunctional non-homologous end joining protein LigD",60,61,254,1.02,1,2,3,4,3,4,258,"Multifunctional non-homologous end joining protein LigD(261)","ligD(261)",777,2589,1946.03,1348,1,"UMA610_01181","ICMP6402_04874","SBV_302782_04433"
"g000912","g000912",NA,"hypothetical protein",50,44,254,1,1,1,3,0,3,0,254,"hypothetical protein(257)","NA(257)",213,2022,1911.34,1349,1,"UMA610_00051","ICMP6402_01193","SBV_302782_00335"
"g000250_3","g000250_3","dppB","Dipeptide transport system permease protein DppB",50,26,254,1.62,1,4,28,152,28,157,411,"Dipeptide transport system permease protein DppB(308):putative D%2CD-dipeptide transport system permease protein DdpB(129):hypothetical protein(2)","dppB(308):ddpB(129):NA(2)",177,1275,1034.76,1350,1,"UMA610_01724;UMA610_02639","ICMP6402_01665;ICMP6402_03070","SBV_302782_02684;SBV_302782_03201"
"g000090_1_000001","g000090_1",NA,"hypothetical protein",60,65,254,1,1,1,0,0,0,0,254,"hypothetical protein(254)","NA(254)",816,1047,844.25,1351,1,"UMA610_01984","ICMP6402_03310","SBV_302782_03401"
"g001084_1_000001","g001084_1","vatD","Streptogramin A acetyltransferase",60,40,254,1.01,1,2,0,3,0,3,257,"Streptogramin A acetyltransferase(99):Virginiamycin A acetyltransferase(82):2%2C3%2C4%2C5-tetrahydropyridine-2%2C6-dicarboxylate N-acetyltransferase(74):Serine acetyltransferase(2)","vatD(99):vat(82):dapH(74):cysE(2)",507,810,618.97,1352,1,"UMA610_03212","ICMP6402_03914","SBV_302782_01491"
"g004541_000003","g004541","ugpB","sn-glycerol-3-phosphate-binding periplasmic protein UgpB",80,17,253,1,1,1,0,0,0,0,253,"sn-glycerol-3-phosphate-binding periplasmic protein UgpB(253)","ugpB(253)",1302,1323,1306.87,1353,1,"UMA610_04451","ICMP6402_01882","SBV_302782_02424"
"g006026_000003","g006026","ugpA","sn-glycerol-3-phosphate transport system permease protein UgpA",80,11,253,1,1,1,0,0,0,0,253,"sn-glycerol-3-phosphate transport system permease protein UgpA(252):hypothetical protein(1)","ugpA(252):NA(1)",882,885,882.01,1353,2,"UMA610_04450","ICMP6402_01883","SBV_302782_02425"
"g005171_000003","g005171","araQ","L-arabinose transport system permease protein AraQ",80,15,253,1,1,1,0,0,0,0,253,"L-arabinose transport system permease protein AraQ(168):Lactose transport system permease protein LacG(85)","araQ(168):lacG(85)",804,849,848.82,1353,3,"UMA610_04449","ICMP6402_01884","SBV_302782_02426"
"g000004_6_000240","g000004_6","ugpC","sn-glycerol-3-phosphate import ATP-binding protein UgpC",80,25,253,1,1,2,0,1,0,1,254,"sn-glycerol-3-phosphate import ATP-binding protein UgpC(253):Vitamin B12 import ATP-binding protein BtuD(1)","ugpC(253):btuD(1)",417,1101,1048.84,1353,4,"UMA610_04448","ICMP6402_01885","SBV_302782_02427"
"g003360_1_000005","g003360_1","rutA","Pyrimidine monooxygenase RutA",80,16,253,1,1,2,2,1,2,1,254,"Pyrimidine monooxygenase RutA(257)","rutA(257)",225,1116,1080.42,1354,1,"UMA610_01740","ICMP6402_01681","SBV_302782_03217"
"g004117_000003","g004117","rutB","Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB",80,14,253,1,1,2,1,1,1,1,254,"Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB(255)","rutB(255)",336,747,737.48,1354,2,"UMA610_01741","ICMP6402_01682","SBV_302782_03218"
"g004951_000003","g004951","rutC","Putative aminoacrylate peracid reductase RutC",80,16,253,1,1,2,0,1,0,1,254,"Putative aminoacrylate peracid reductase RutC(254)","rutC(254)",387,390,388.03,1354,3,"UMA610_01742","ICMP6402_01683","SBV_302782_03219"
"g000738","g000738","yehY","Glycine betaine uptake system permease protein YehY",50,48,253,1,1,1,0,0,0,0,253,"Glycine betaine uptake system permease protein YehY(253)","yehY(253)",630,1251,1168.74,1355,1,"UMA610_03234","ICMP6402_03892","SBV_302782_01513"
"g002389","g002389","yehX","Glycine betaine uptake system ATP-binding protein YehX",50,28,253,1,1,1,0,0,0,0,253,"Glycine betaine uptake system ATP-binding protein YehX(253)","yehX(253)",936,948,941.87,1355,2,"UMA610_03233","ICMP6402_03893","SBV_302782_01512"
"g001501","g001501","yehW","Glycine betaine uptake system permease protein YehW",50,36,253,1,1,1,0,0,0,0,253,"Glycine betaine uptake system permease protein YehW(253)","yehW(253)",738,756,744.27,1355,3,"UMA610_03232","ICMP6402_03894","SBV_302782_01511"
"g001186_1_000004","g001186_1","btuF","hypothetical protein",70,34,253,1.01,1,2,0,2,0,2,255,"hypothetical protein(138):Vitamin B12-binding protein(117)","NA(138):btuF(117)",972,1089,1031.64,1356,1,"UMA610_02579","ICMP6402_03130","SBV_302782_02623"
"g001886_1_000004","g001886_1","yfhA","putative siderophore transport system permease protein YfhA",70,23,253,1.01,1,2,0,2,0,2,255,"putative siderophore transport system permease protein YfhA(226):Hemin transport system permease protein HmuU(29)","yfhA(226):hmuU(29)",768,1029,1027.06,1356,2,"UMA610_02578","ICMP6402_03131","SBV_302782_02622"
"g001363_1_000001","g001363_1","fecE","Fe(3+) dicitrate transport ATP-binding protein FecE",60,33,253,1.01,1,2,0,2,0,2,255,"Fe(3+) dicitrate transport ATP-binding protein FecE(242):Ferric enterobactin transport ATP-binding protein FepC(7):Iron(3+)-hydroxamate import ATP-binding protein FhuC(6)","fecE(242):fepC(7):fhuC(6)",765,834,808.8,1356,3,"UMA610_02577","ICMP6402_03132","SBV_302782_02621"
"g000410","g000410","menH","2-succinyl-6-hydroxy-2%2C4-cyclohexadiene-1-carboxylate synthase",50,58,253,1.01,1,3,1,1,1,2,255,"2-succinyl-6-hydroxy-2%2C4-cyclohexadiene-1-carboxylate synthase(189):Putative aminoacrylate hydrolase RutD(36):Lipase 3(20):2-hydroxy-6-oxononadienedioate/2-hydroxy-6-oxononatrienedioate hydrolase(10):hypothetical protein(1)","menH(189):rutD(36):lip3(20):mhpC(10):NA(1)",783,1086,1022.48,1357,1,"UMA610_03099","ICMP6402_02602","SBV_302782_03125"
"g000493_1_000006","g000493_1","argP","putative HTH-type transcriptional regulator",70,26,253,1,1,1,1,0,1,0,253,"putative HTH-type transcriptional regulator(253):HTH-type transcriptional regulator ArgP(1)","NA(253):argP(1)",285,981,901.75,1358,1,"UMA610_00778","ICMP6402_00454","SBV_302782_02245"
"g005297","g005297","dnaJ","Chaperone protein DnaJ",50,14,253,1.01,1,2,0,2,0,2,255,"Chaperone protein DnaJ(254):hypothetical protein(1)","dnaJ(254):NA(1)",366,639,612.54,1359,1,"UMA610_02289","ICMP6402_03618","SBV_302782_01302;SBV_302782_03726"
"g001855","g001855","rutA","Pyrimidine monooxygenase RutA",50,32,253,1.36,1,3,0,72,0,91,344,"Pyrimidine monooxygenase RutA(325):hypothetical protein(19)","rutA(325):NA(19)",189,1227,1137.76,1360,1,"UMA610_02628","ICMP6402_03081","SBV_302782_02673"
"g005276_000004","g005276","fdhA","Glutathione-independent formaldehyde dehydrogenase",90,14,253,1,1,2,0,1,0,1,254,"Glutathione-independent formaldehyde dehydrogenase(254)","fdhA(254)",1191,1287,1192.61,1361,1,"UMA610_00133","ICMP6402_01085","SBV_302782_00413"
"g000862_000001","g000862",NA,"hypothetical protein",60,46,253,1,1,1,0,0,0,0,253,"hypothetical protein(253)","NA(253)",273,291,274.51,1362,1,"UMA610_00872","ICMP6402_00357","SBV_302782_02149"
"g000371","g000371",NA,"hypothetical protein",50,60,253,1,1,1,0,0,0,0,253,"hypothetical protein(253)","NA(253)",336,504,421.91,1363,1,NA,"ICMP6402_01582","SBV_302782_00030"
"g000304","g000304","liuE","3-hydroxy-3-isohexenylglutaryl-CoA/hydroxy-methylglutaryl-CoA lyase",50,64,253,1.01,1,2,0,2,0,2,255,"3-hydroxy-3-isohexenylglutaryl-CoA/hydroxy-methylglutaryl-CoA lyase(255)","liuE(255)",867,927,905.42,1364,1,"UMA610_02655","ICMP6402_03054","SBV_302782_02700"
"g001447_1_000001","g001447_1",NA,"Inorganic triphosphatase",60,25,253,1,1,1,1,0,1,0,253,"Inorganic triphosphatase(252):hypothetical protein(2)","NA(254)",186,585,495.69,1365,1,"UMA610_01390","ICMP6402_02226","SBV_302782_01141"
"g000622_000001","g000622","maa","Maltose O-acetyltransferase",60,51,253,1,1,1,0,0,0,0,253,"Maltose O-acetyltransferase(252):hypothetical protein(1)","maa(252):NA(1)",489,573,559.53,1366,1,"UMA610_03338","ICMP6402_03788","SBV_302782_01632"
"g000016_1_000051","g000016_1","gsiA","Glutathione import ATP-binding protein GsiA",80,21,253,1,1,1,1,0,1,0,253,"Glutathione import ATP-binding protein GsiA(254)","gsiA(254)",648,1911,1828.67,1367,1,"UMA610_04408","ICMP6402_01926","SBV_302782_02469"
"g000363_2_000006","g000363_2",NA,"hypothetical protein",70,22,252,1,1,2,0,1,0,1,253,"hypothetical protein(253)","NA(253)",540,1281,1003.9,1368,1,"UMA610_04230","ICMP6402_04488","SBV_302782_04751"
"g000937_2_000013","g000937_2","ousW","Glycine betaine/choline transport system permease protein OusW",80,17,252,1,1,2,0,1,0,1,253,"Glycine betaine/choline transport system permease protein OusW(253)","ousW(253)",888,888,888,1368,2,"UMA610_04231","ICMP6402_04487","SBV_302782_04752"
"g000103_2_000001","g000103_2","btuD","Vitamin B12 import ATP-binding protein BtuD",60,24,252,1.01,1,3,0,1,0,2,254,"Vitamin B12 import ATP-binding protein BtuD(227):Glycine betaine/proline betaine transport system ATP-binding protein ProV(20):Glycine betaine transport ATP-binding protein OpuAA(6):Glycine betaine/carnitine transport ATP-binding protein GbuA(1)","btuD(227):proV(20):opuAA(6):gbuA(1)",831,1092,1065.18,1368,3,"UMA610_04232","ICMP6402_04486","SBV_302782_04753"
"g000321_1_000002","g000321_1","rutD","Putative aminoacrylate hydrolase RutD",70,62,252,1,1,1,0,0,0,0,252,"Putative aminoacrylate hydrolase RutD(252)","rutD(252)",777,867,790.9,1369,1,"UMA610_01743","ICMP6402_01684","SBV_302782_03220"
"g001059","g001059","nimR","HTH-type transcriptional regulator NimR",50,40,252,1,1,1,2,0,2,0,252,"HTH-type transcriptional regulator NimR(170):hypothetical protein(84)","nimR(170):NA(84)",342,930,842.86,1370,1,"UMA610_04670","ICMP6402_01989","SBV_302782_04998"
"g000490","g000490","mshD","Mycothiol acetyltransferase",50,54,252,1,1,1,0,0,0,0,252,"Mycothiol acetyltransferase(228):hypothetical protein(19):L-amino acid N-acetyltransferase AaaT(4):N-alpha-acetyltransferase RimI(1)","mshD(228):NA(19):aaaT(4):rimI(1)",198,540,504.51,1371,1,"UMA610_02005","ICMP6402_03331","SBV_302782_03422"
"g001271_1_000001","g001271_1","gcvA","Glycine cleavage system transcriptional activator",60,27,252,1,1,1,0,0,0,0,252,"Glycine cleavage system transcriptional activator(237):HTH-type transcriptional regulator PerR(15)","gcvA(237):perR(15)",903,921,908.68,1372,1,"UMA610_04111","ICMP6402_04594","SBV_302782_04650"
"g000858","g000858",NA,"hypothetical protein",50,44,252,1,1,1,0,0,0,0,252,"hypothetical protein(252)","NA(252)",228,300,267.77,1373,1,"UMA610_01945","ICMP6402_03271","SBV_302782_03362"
"g000998_1_000002","g000998_1","eamB","Cysteine/O-acetylserine efflux protein",70,42,252,1.01,1,2,5,2,5,2,254,"Cysteine/O-acetylserine efflux protein(241):hypothetical protein(18)","eamB(241):NA(18)",264,594,579.54,1374,1,"UMA610_02261","ICMP6402_03590","SBV_302782_01329;SBV_302782_03699"
"g004251_000002","g004251","cheB","Chemotaxis response regulator protein-glutamate methylesterase",70,19,251,1,1,1,0,0,0,0,251,"Chemotaxis response regulator protein-glutamate methylesterase(234):DNA-binding transcriptional activator DevR/DosR(9):Oxygen regulatory protein NreC(3):Transcriptional regulatory protein LiaR(3):hypothetical protein(2)","cheB(234):devR(9):nreC(3):liaR(3):NA(2)",720,768,736.97,1375,1,"UMA610_04240","ICMP6402_04478","SBV_302782_04761"
"g002512_000001","g002512",NA,"hypothetical protein",60,28,251,1,1,1,0,0,0,0,251,"hypothetical protein(251)","NA(251)",1197,1464,1304.16,1375,2,"UMA610_04241","ICMP6402_04477","SBV_302782_04762"
"g003730_1_000005","g003730_1",NA,"hypothetical protein",80,17,251,1,1,1,1,0,1,0,251,"hypothetical protein(252)","NA(252)",126,1017,1012.73,1375,3,"UMA610_04242","ICMP6402_04476","SBV_302782_04763"
"g001856_000001","g001856","rbsA","Ribose import ATP-binding protein RbsA",60,32,251,1,1,1,0,0,0,0,251,"Ribose import ATP-binding protein RbsA(247):Fructose import ATP-binding protein FruK(2):Arabinose import ATP-binding protein AraG(1):Galactose/methyl galactoside import ATP-binding protein MglA(1)","rbsA(247):fruK(2):mglA(1):araG(1)",1356,1515,1473.33,1375,4,"UMA610_04243","ICMP6402_04475","SBV_302782_04764"
"g002538_1_000005","g002538_1","rbsC","hypothetical protein",80,17,251,1,1,1,2,0,2,0,251,"hypothetical protein(92):Ribose import permease protein RbsC(84):Autoinducer 2 import system permease protein LsrC(77)","NA(92):rbsC(84):lsrC(77)",444,1134,936.58,1375,5,"UMA610_04244","ICMP6402_04474","SBV_302782_04765"
"g003896_000002","g003896","rbsC","hypothetical protein",70,19,251,1,1,1,1,0,1,0,251,"hypothetical protein(247):Ribose import permease protein RbsC(5)","NA(247):rbsC(5)",345,954,944.64,1375,6,"UMA610_04245","ICMP6402_04473","SBV_302782_04766"
"g000396_1_000004","g000396_1","gnl","Gluconolactonase",70,38,251,1,1,1,0,0,0,0,251,"Gluconolactonase(251)","gnl(251)",912,924,920.89,1375,7,"UMA610_04246","ICMP6402_04472","SBV_302782_04767"
"g002177_1_000001","g002177_1",NA,"hypothetical protein",60,30,251,1,1,1,0,0,0,0,251,"hypothetical protein(251)","NA(251)",822,828,823.33,1376,1,"UMA610_04638","ICMP6402_02021","SBV_302782_04966"
"g000743_1_000001","g000743_1",NA,"hypothetical protein",60,46,251,1.01,1,2,2,2,2,2,253,"hypothetical protein(255)","NA(255)",243,1176,1158.72,1376,2,"UMA610_04637","ICMP6402_02022","SBV_302782_04965"
"g001821_1_000001","g001821_1","nicS","HTH-type transcriptional repressor NicS",60,28,251,1,1,1,0,0,0,0,251,"HTH-type transcriptional repressor NicS(251)","nicS(251)",315,747,702.93,1376,3,"UMA610_04635","ICMP6402_02024","SBV_302782_04963"
"g003727_1_000004","g003727_1",NA,"putative protein",80,18,251,1,1,2,1,1,1,1,252,"putative protein(253)","NA(253)",351,1089,1023.7,1377,1,"UMA610_01297","ICMP6402_04991","SBV_302782_04548"
"g002637_000002","g002637",NA,"hypothetical protein",70,27,251,1,1,2,1,1,1,1,252,"hypothetical protein(253)","NA(253)",822,2256,2220.78,1377,2,"UMA610_01298","ICMP6402_04992","SBV_302782_04549"
"g003087_000003","g003087","fabG","3-oxoacyl-[acyl-carrier-protein] reductase FabG",80,25,251,1,1,1,2,0,2,0,251,"3-oxoacyl-[acyl-carrier-protein] reductase FabG(251):3-beta-hydroxycholanate 3-dehydrogenase (NADP(+))(2)","fabG(251):NA(2)",204,765,729.51,1378,1,"UMA610_04367","ICMP6402_01967","SBV_302782_02510"
"g000698","g000698","cobV","Adenosylcobinamide-GDP ribazoletransferase",50,50,251,1,1,1,0,0,0,0,251,"Adenosylcobinamide-GDP ribazoletransferase(251)","cobV(251)",765,786,784.64,1379,1,NA,"ICMP6402_01555","SBV_302782_00056"
"g002050_2_000003","g002050_2","gtaB","UTP--glucose-1-phosphate uridylyltransferase",70,11,251,1,1,1,0,0,0,0,251,"UTP--glucose-1-phosphate uridylyltransferase(251)","gtaB(251)",717,906,905.25,1380,1,"UMA610_04226","ICMP6402_04492","SBV_302782_04747"
"g002681_1_000002","g002681_1","xdh","D-xylose dehydrogenase",70,24,251,1.32,1,2,0,80,0,80,331,"D-xylose dehydrogenase(330):hypothetical protein(1)","xdh(330):NA(1)",198,1158,1140.45,1381,1,"UMA610_04636","ICMP6402_02023","SBV_302782_04964"
"g000052_1_000001","g000052_1","ampR","HTH-type transcriptional activator AmpR",60,28,251,1.06,1,2,3,14,3,14,265,"HTH-type transcriptional activator AmpR(265):Glycine cleavage system transcriptional activator(3)","ampR(265):gcvA(3)",189,933,834.07,1382,1,"UMA610_04598","ICMP6402_02061","SBV_302782_04926"
"g002294_000001","g002294",NA,"hypothetical protein",60,30,251,1,1,1,0,0,0,0,251,"hypothetical protein(251)","NA(251)",132,267,223.59,1383,1,"UMA610_00214","ICMP6402_01016","SBV_302782_00469"
"g001047_000002","g001047",NA,"hypothetical protein",70,42,251,1,1,2,1,1,1,1,252,"hypothetical protein(253)","NA(253)",240,1191,941.86,1384,1,"UMA610_03919","ICMP6402_04785","SBV_302782_04229;SBV_302782_04230"
"g001889","g001889",NA,"hypothetical protein",50,32,251,1,1,1,0,0,0,0,251,"hypothetical protein(251)","NA(251)",1011,1089,1037.69,1385,1,"UMA610_01037","ICMP6402_00194","SBV_302782_01986"
"g001687_000001","g001687","dapA","4-hydroxy-tetrahydrodipicolinate synthase",60,30,250,1,1,1,0,0,0,0,250,"4-hydroxy-tetrahydrodipicolinate synthase(249):hypothetical protein(1)","dapA(249):NA(1)",234,888,882.41,1386,1,"UMA610_01738","ICMP6402_01679","SBV_302782_03215"
"g004540_000003","g004540","eltP","Erythritol/L-threitol-binding protein",80,17,250,1,1,1,1,0,1,0,250,"Erythritol/L-threitol-binding protein(249):hypothetical protein(2)","eltP(249):NA(2)",390,1332,1324.46,1386,2,"UMA610_01736","ICMP6402_01677","SBV_302782_03213"
"g004127_000003","g004127","ycjO","hypothetical protein",80,11,250,1,1,1,0,0,0,0,250,"hypothetical protein(247):Inner membrane ABC transporter permease protein YcjO(3)","NA(247):ycjO(3)",684,939,937.88,1386,3,"UMA610_01735","ICMP6402_01676","SBV_302782_03212"
"g008531_000004","g008531","sugB","Trehalose transport system permease protein SugB",90,8,250,1,1,1,0,0,0,0,250,"Trehalose transport system permease protein SugB(250)","sugB(250)",816,837,831.61,1386,4,"UMA610_01734","ICMP6402_01675","SBV_302782_03211"
"g000226_000001","g000226","yihV","Sulfofructose kinase",60,67,250,1,1,1,0,0,0,0,250,"Sulfofructose kinase(250)","yihV(250)",924,1002,957.98,1386,5,"UMA610_01732","ICMP6402_01673","SBV_302782_03209"
"g003518_000002","g003518",NA,"hypothetical protein",70,22,250,1.06,1,2,0,15,0,15,265,"hypothetical protein(265)","NA(265)",1224,1260,1259.77,1387,1,"UMA610_04510","ICMP6402_01824","SBV_302782_02366"
"g005049_1_000003","g005049_1","ycjO","Inner membrane ABC transporter permease protein YcjO",80,12,250,1,1,1,0,0,0,0,250,"Inner membrane ABC transporter permease protein YcjO(230):Trehalose transport system permease protein SugA(19):sn-glycerol-3-phosphate transport system permease protein UgpA(1)","ycjO(230):sugA(19):ugpA(1)",924,945,938.09,1387,2,"UMA610_04511","ICMP6402_01823","SBV_302782_02365"
"g005210_1_000003","g005210_1","sugB","Trehalose transport system permease protein SugB",80,11,250,1,1,1,0,0,0,0,250,"Trehalose transport system permease protein SugB(250)","sugB(250)",831,834,831.01,1387,3,"UMA610_04512","ICMP6402_01822","SBV_302782_02364"
"g001988","g001988","celY","hypothetical protein",50,31,250,1,1,1,0,0,0,0,250,"hypothetical protein(158):Minor endoglucanase Y(82):putative endoglucanase(6):Endoglucanase(4)","NA(162):celY(82):cmcAX(6)",855,1134,1051.72,1388,1,"UMA610_04363","ICMP6402_01971","SBV_302782_02514"
"g000696_000001","g000696",NA,"hypothetical protein",60,50,250,1,1,1,1,0,1,0,250,"hypothetical protein(251)","NA(251)",183,414,400.17,1389,1,"UMA610_00162","ICMP6402_01056","SBV_302782_00442"
"g001627_1_000001","g001627_1","aspA","Aspartate ammonia-lyase",60,27,250,1,1,2,1,1,1,1,251,"Aspartate ammonia-lyase(252)","aspA(252)",372,1473,1421.57,1390,1,"UMA610_02929","ICMP6402_02782","SBV_302782_02970"
"g005469","g005469","sugB","Trehalose transport system permease protein SugB",50,14,250,1,1,1,0,0,0,0,250,"Trehalose transport system permease protein SugB(250)","sugB(250)",792,894,846.49,1391,1,"UMA610_01624","ICMP6402_02539","SBV_302782_02547"
