"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","CFBP5877","CFBP5499","NCPPB925"
"g001628_1_000001","g001628_1","yjdJ","hypothetical protein",60,31,245,1,1,1,0,0,0,0,245,"hypothetical protein(159):putative protein YjdJ(86)","NA(159):yjdJ(86)",267,318,282.34,1435,1,"CFBP5877_02093","CFBP5499_02193","NCPPB925_00120"
"g000346_000001","g000346","gpr","L-glyceraldehyde 3-phosphate reductase",60,61,245,1,1,2,1,1,1,1,246,"L-glyceraldehyde 3-phosphate reductase(191):Aldo-keto reductase YhdN(51):Protein tas(3):hypothetical protein(1):Aldo-keto reductase IolS(1)","gpr(191):yhdN(51):tas(3):iolS(1):NA(1)",489,1125,1038.81,1436,1,"CFBP5877_03048","CFBP5499_03149","NCPPB925_04726"
"g002872_000002","g002872","dmlR","HTH-type transcriptional regulator DmlR",70,24,245,1,1,1,0,0,0,0,245,"HTH-type transcriptional regulator DmlR(245)","dmlR(245)",558,939,898.59,1437,1,"CFBP5877_00356","CFBP5499_00449","NCPPB925_01872"
"g001267","g001267",NA,"hypothetical protein",50,39,245,1,1,1,0,0,0,0,245,"hypothetical protein(245)","NA(245)",618,954,923.03,1438,1,"CFBP5877_04666","CFBP5499_04824","NCPPB925_03047"
"g004547","g004547","rhaS","HTH-type transcriptional activator RhaS",50,17,245,1,1,2,0,1,0,1,246,"HTH-type transcriptional activator RhaS(159):HTH-type transcriptional activator RhaR(87)","rhaS(159):rhaR(87)",882,888,885.24,1439,1,"CFBP5877_04406","CFBP5499_04564","NCPPB925_03306"
"g000648_000001","g000648","yqaA","Inner membrane protein YqaA",60,50,245,1.07,1,3,1,16,1,17,262,"Inner membrane protein YqaA(251):hypothetical protein(12)","yqaA(251):NA(12)",330,513,439.29,1440,1,"CFBP5877_04585","CFBP5499_04743","NCPPB925_03127"
"g007329_000004","g007329","fni","Isopentenyl-diphosphate delta-isomerase",90,9,245,1,1,2,1,1,1,1,246,"Isopentenyl-diphosphate delta-isomerase(246):hypothetical protein(1)","fni(246):NA(1)",456,1329,1322.19,1441,1,"CFBP5877_04178","CFBP5499_04336","NCPPB925_03535"
"g001192","g001192","rhaS","HTH-type transcriptional activator RhaS",50,39,245,1,1,1,0,0,0,0,245,"HTH-type transcriptional activator RhaS(154):hypothetical protein(91)","rhaS(154):NA(91)",687,1023,827.08,1442,1,"CFBP5877_02723","CFBP5499_02823","NCPPB925_02398"
"g001310","g001310","ahpD","hypothetical protein",50,35,245,1,1,1,0,0,0,0,245,"hypothetical protein(242):Alkyl hydroperoxide reductase AhpD(3)","NA(242):ahpD(3)",300,420,411.59,1443,1,"CFBP5877_01733","CFBP5499_01833","NCPPB925_00479"
"g003991_000002","g003991","lldR","Putative L-lactate dehydrogenase operon regulatory protein",70,19,244,1,1,1,0,0,0,0,244,"Putative L-lactate dehydrogenase operon regulatory protein(224):HTH-type transcriptional regulator LutR(19):hypothetical protein(1)","lldR(224):lutR(19):NA(1)",216,780,717.17,1444,1,"CFBP5877_02921","CFBP5499_03022","NCPPB925_04853"
"g004478_000003","g004478",NA,"hypothetical protein",80,16,244,1,1,1,0,0,0,0,244,"hypothetical protein(243):putative ABC transporter-binding protein(1)","NA(244)",1821,1950,1946.51,1444,2,"CFBP5877_02920","CFBP5499_03021","NCPPB925_04854"
"g002813_1_000013","g002813_1",NA,"hypothetical protein",80,17,244,1,1,1,0,0,0,0,244,"hypothetical protein(244)","NA(244)",1122,1125,1123.93,1445,1,"CFBP5877_02918","CFBP5499_03019","NCPPB925_04857"
"g001465_000002","g001465",NA,"hypothetical protein",70,34,244,1,1,2,0,1,0,1,245,"hypothetical protein(245)","NA(245)",330,657,407.2,1446,1,"CFBP5877_02724","CFBP5499_02824","NCPPB925_02397"
"g000049","g000049","yokF","hypothetical protein",50,115,244,1.48,1,4,13,94,13,118,362,"hypothetical protein(373):SPBc2 prophage-derived endonuclease YokF(1):Endonuclease YncB(1)","NA(373):yokF(1):yncB(1)",297,822,578.15,1447,1,"(CFBP5877_05307:CFBP5877_05570);CFBP5877_02809","(CFBP5499_05465:CFBP5499_05745);CFBP5499_02909","(NCPPB925_05469:NCPPB925_05670);NCPPB925_02905"
"g001336_000001","g001336","dadA","D-amino acid dehydrogenase",60,38,243,1.02,1,2,1,5,1,5,248,"D-amino acid dehydrogenase(199):tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC(49):hypothetical protein(1)","dadA(199):mnmC(49):NA(1)",309,1149,1122,1448,1,"CFBP5877_04821","CFBP5499_04980","NCPPB925_05141"
"g002014","g002014","ccpA","Catabolite control protein A",50,31,243,1.02,1,2,0,5,0,5,248,"Catabolite control protein A(248)","ccpA(248)",975,1113,1072.51,1448,2,"CFBP5877_04825","CFBP5499_04984","NCPPB925_05145"
"g002639_1_000010","g002639_1","gsiA","Glutathione import ATP-binding protein GsiA",80,18,243,1,1,1,0,0,0,0,243,"Glutathione import ATP-binding protein GsiA(243)","gsiA(243)",1062,1755,1720.74,1449,1,"CFBP5877_02917","CFBP5499_03018","NCPPB925_04858"
"g004066_1_000005","g004066_1","dgoD","D-galactonate dehydratase",80,10,243,1,1,1,1,0,1,0,243,"D-galactonate dehydratase(244)","dgoD(244)",534,1188,1182.95,1449,2,"CFBP5877_02916","CFBP5499_03017","NCPPB925_04859"
"g001030_1_000001","g001030_1","phnG","Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG",60,30,243,1,1,1,0,0,0,0,243,"Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG(242):hypothetical protein(1)","phnG(242):NA(1)",459,477,467.02,1451,1,"CFBP5877_02673","CFBP5499_02773","NCPPB925_02448"
"g003587_1_000003","g003587_1",NA,"hypothetical protein",80,21,243,1,1,1,0,0,0,0,243,"hypothetical protein(243)","NA(243)",510,522,518.85,1452,1,"CFBP5877_01953","CFBP5499_02053","NCPPB925_00258"
"g000366","g000366",NA,"hypothetical protein",50,60,243,1,1,1,1,0,1,0,243,"hypothetical protein(244)","NA(244)",168,600,591.31,1453,1,"CFBP5877_02008","CFBP5499_02108","NCPPB925_00203"
"g000328_2","g000328_2","ftsI","putative peptidoglycan D%2CD-transpeptidase FtsI",50,38,243,1.12,1,3,3,25,3,28,271,"putative peptidoglycan D%2CD-transpeptidase FtsI(266):hypothetical protein(8)","ftsI(266):NA(8)",270,1773,1688.81,1454,1,"CFBP5877_00792","CFBP5499_00885;CFBP5499_05600","NCPPB925_01434;NCPPB925_05772"
"g000263","g000263","cobK","Precorrin-6A reductase",50,67,242,1,1,1,0,0,0,0,242,"Precorrin-6A reductase(242)","cobK(242)",630,894,735.71,1455,1,"CFBP5877_02461","CFBP5499_02561","NCPPB925_02655"
"g000028_1_000001","g000028_1",NA,"hypothetical protein",60,104,242,1.32,1,4,1,60,1,77,319,"hypothetical protein(320)","NA(320)",153,777,568.41,1456,1,"CFBP5877_05544","CFBP5499_05719","NCPPB925_05496"
"g000468_000001","g000468","dmlR","HTH-type transcriptional regulator DmlR",60,56,242,1,1,1,0,0,0,0,242,"HTH-type transcriptional regulator DmlR(241):HTH-type transcriptional regulator PgrR(1)","dmlR(241):pgrR(1)",861,918,903.51,1457,1,"CFBP5877_03047","CFBP5499_03148","NCPPB925_04727"
"g001227","g001227",NA,"hypothetical protein",50,40,241,1.05,1,2,0,11,0,11,252,"hypothetical protein(252)","NA(252)",204,411,213.35,1458,1,"CFBP5877_02039","CFBP5499_02139","NCPPB925_00174"
"g002736_000002","g002736",NA,"hypothetical protein",70,26,241,1,1,1,0,0,0,0,241,"hypothetical protein(241)","NA(241)",474,657,475.21,1459,1,"CFBP5877_04664","CFBP5499_04822","NCPPB925_03049"
"g003994_000003","g003994","hisJ","Histidine-binding periplasmic protein",80,19,241,1,1,1,0,0,0,0,241,"Histidine-binding periplasmic protein(119):Lysine/arginine/ornithine-binding periplasmic protein(113):Membrane-bound lytic murein transglycosylase F(7):L-cystine-binding protein FliY(2)","hisJ(119):argT(113):mltF(7):fliY(2)",828,891,831.12,1460,1,"CFBP5877_04824","CFBP5499_04983","NCPPB925_05144"
"g004069_000002","g004069","nagC","N-acetylglucosamine repressor",70,13,241,1,1,1,1,0,1,0,241,"N-acetylglucosamine repressor(159):Protein mlc(75):N-acetyl-D-glucosamine kinase(5):hypothetical protein(3)","nagC(159):mlc(75):nagK(5):NA(3)",351,1218,1188.33,1461,1,"CFBP5877_03183","CFBP5499_03283","NCPPB925_04593"
"g000319","g000319",NA,"hypothetical protein",50,60,241,1.38,1,3,1,90,1,92,333,"hypothetical protein(334)","NA(334)",162,393,374.12,1462,1,"CFBP5877_01178;CFBP5877_01705","CFBP5499_01271;CFBP5499_01805","NCPPB925_00507;NCPPB925_01045"
"g003212_000001","g003212","rhaS","HTH-type transcriptional activator RhaS",60,23,240,1.01,1,2,1,2,1,2,242,"HTH-type transcriptional activator RhaS(167):Exoenzyme S synthesis regulatory protein ExsA(75):hypothetical protein(1)","rhaS(167):exsA(75):NA(1)",426,945,905.65,1463,1,"CFBP5877_01695","CFBP5499_01795","NCPPB925_00517"
"g001566_000001","g001566","gno","Gluconate 5-dehydrogenase",60,34,240,1,1,1,1,0,1,0,240,"Gluconate 5-dehydrogenase(240):5-keto-D-gluconate 5-reductase(1)","gno(240):idnO(1)",261,777,767.65,1464,1,"CFBP5877_02080","CFBP5499_02180","NCPPB925_00133"
"g003119","g003119","rpaR","HTH-type quorum sensing-dependent transcriptional regulator RpaR",50,25,240,1,1,1,0,0,0,0,240,"HTH-type quorum sensing-dependent transcriptional regulator RpaR(163):hypothetical protein(59):Transcriptional activator protein LasR(17):Transcriptional activator protein LuxR(1)","rpaR(163):NA(59):lasR(17):luxR(1)",726,795,756.33,1465,1,"CFBP5877_00400","CFBP5499_00493","NCPPB925_01828"
"g005380","g005380","gpr","L-glyceraldehyde 3-phosphate reductase",50,14,240,1,1,1,0,0,0,0,240,"L-glyceraldehyde 3-phosphate reductase(224):Aldo-keto reductase IolS(16)","gpr(224):iolS(16)",1017,1059,1056.41,1466,1,"CFBP5877_03381","CFBP5499_03482","NCPPB925_04394"
"g002982_000001","g002982","stcD","putative N-methylproline demethylase",60,25,240,1,1,2,0,1,0,1,241,"putative N-methylproline demethylase(241)","stcD(241)",2037,2046,2037.2,1467,1,"CFBP5877_02207","CFBP5499_02307","NCPPB925_00005"
"g000908","g000908",NA,"hypothetical protein",50,45,240,1,1,1,0,0,0,0,240,"hypothetical protein(240)","NA(240)",255,468,455.09,1468,1,"CFBP5877_01172","CFBP5499_01265","NCPPB925_01051"
"g000586","g000586",NA,"hypothetical protein",50,47,240,1.02,1,2,1,6,1,6,246,"hypothetical protein(247)","NA(247)",927,2073,1947.3,1469,1,"CFBP5877_00334","CFBP5499_00427","NCPPB925_01895"
"g003728_1_000007","g003728_1","gsiC","Glutathione transport system permease protein GsiC",80,13,239,1,1,1,2,0,2,0,239,"Glutathione transport system permease protein GsiC(238):Dipeptide transport system permease protein DppB(2):hypothetical protein(1)","gsiC(238):dppB(2):NA(1)",339,1029,981.86,1471,1,"CFBP5877_03377","CFBP5499_03478","NCPPB925_04398"
"g001438_1_000005","g001438_1","dppC","Dipeptide transport system permease protein DppC",70,23,239,1,1,1,1,0,1,0,239,"Dipeptide transport system permease protein DppC(167):hypothetical protein(72):putative D%2CD-dipeptide transport system permease protein DdpC(1)","dppC(167):NA(72):ddpC(1)",255,1014,995.41,1471,2,"CFBP5877_03378","CFBP5499_03479","NCPPB925_04397"
"g000010_3_000066","g000010_3","oppD","Oligopeptide transport ATP-binding protein OppD",70,21,239,1,1,1,0,0,0,0,239,"Oligopeptide transport ATP-binding protein OppD(239)","oppD(239)",540,999,996.15,1471,3,"CFBP5877_03379","CFBP5499_03480","NCPPB925_04396"
"g000010_4_000067","g000010_4","oppF","Oligopeptide transport ATP-binding protein OppF",70,18,239,1,1,1,0,0,0,0,239,"Oligopeptide transport ATP-binding protein OppF(239)","oppF(239)",933,942,936.3,1471,4,"CFBP5877_03380","CFBP5499_03481","NCPPB925_04395"
"g000292","g000292",NA,"hypothetical protein",50,56,239,1.02,1,2,1,4,1,4,243,"hypothetical protein(244)","NA(244)",144,825,791.24,1472,1,"CFBP5877_03090","CFBP5499_03191","NCPPB925_04686"
"g003163","g003163","dppA","Periplasmic dipeptide transport protein",50,24,239,1.05,1,2,2,11,2,11,250,"Periplasmic dipeptide transport protein(106):hypothetical protein(103):Oligopeptide-binding protein AppA(34):HTH-type transcriptional regulator SgrR(8):Glutathione-binding protein GsiB(1)","dppA(106):NA(103):appA(34):sgrR(8):gsiB(1)",1605,1629,1610,1473,1,"CFBP5877_03376","CFBP5499_03477","NCPPB925_04399"
"g001965_000002","g001965","ydbM","Putative acyl-CoA dehydrogenase YdbM",70,31,239,1,1,1,0,0,0,0,239,"Putative acyl-CoA dehydrogenase YdbM(238):hypothetical protein(1)","ydbM(238):NA(1)",531,1221,1180.9,1474,1,"CFBP5877_04263","CFBP5499_04421","NCPPB925_03450"
"g003283","g003283",NA,"hypothetical protein",50,24,239,1,1,1,0,0,0,0,239,"hypothetical protein(239)","NA(239)",309,372,354.9,1475,1,"CFBP5877_02067","CFBP5499_02167","NCPPB925_00146"
"g002493","g002493","appA","Oligopeptide-binding protein AppA",50,27,239,1.38,1,2,1,90,1,90,329,"Oligopeptide-binding protein AppA(178):Glutathione-binding protein GsiB(89):putative D%2CD-dipeptide-binding periplasmic protein DdpA(48):Periplasmic dipeptide transport protein(13):hypothetical protein(2)","appA(178):gsiB(89):ddpA(48):dppA(13):NA(2)",483,1893,1595.34,1476,1,"CFBP5877_03385;CFBP5877_04198","CFBP5499_03486;CFBP5499_04356","NCPPB925_03515;NCPPB925_04390"
"g000895_1_000001","g000895_1",NA,"D-xylulose reductase",60,36,239,1.28,1,2,0,68,0,68,307,"D-xylulose reductase(307)","NA(307)",1032,1053,1047.04,1477,1,"CFBP5877_04405","CFBP5499_04563","NCPPB925_03307"
"g000151_1_000003","g000151_1","soxB","2'-hydroxybiphenyl-2-sulfinate desulfinase",70,36,239,1,1,1,0,0,0,0,239,"2'-hydroxybiphenyl-2-sulfinate desulfinase(164):hypothetical protein(75)","soxB(164):NA(75)",297,1101,817.59,1478,1,"CFBP5877_03375","CFBP5499_03476","NCPPB925_04400"
"g002360_000001","g002360","soxC","Dibenzothiophene desulfurization enzyme C",60,28,239,1,1,1,1,0,1,0,239,"Dibenzothiophene desulfurization enzyme C(239):hypothetical protein(1)","soxC(239):NA(1)",516,1242,1234.19,1479,1,"CFBP5877_03382","CFBP5499_03483","NCPPB925_04393"
"g002388_000002","g002388","iolG","Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase",70,21,239,1,1,1,0,0,0,0,239,"Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase(236):Glucose-6-phosphate 3-dehydrogenase(3)","iolG(236):ntdC(3)",969,1131,1124.23,1480,1,"CFBP5877_03133","CFBP5499_03234","NCPPB925_04642"
"g000044_1_000001","g000044_1",NA,"hypothetical protein",60,121,239,1.41,1,4,5,77,5,97,336,"hypothetical protein(342)","NA(342)",144,1290,945.26,1481,1,"CFBP5877_05543","CFBP5499_05718","NCPPB925_05497"
"g000250_2_000010","g000250_2","dppB","Dipeptide transport system permease protein DppB",70,13,238,1.01,1,2,0,3,0,3,241,"Dipeptide transport system permease protein DppB(148):putative D%2CD-dipeptide transport system permease protein DdpB(93)","dppB(148):ddpB(93)",1029,1029,1029,1482,1,"CFBP5877_03020","CFBP5499_03121","NCPPB925_04754"
"g000137_2_000005","g000137_2","ddpC","putative D%2CD-dipeptide transport system permease protein DdpC",70,15,238,1.02,1,2,0,4,0,4,242,"putative D%2CD-dipeptide transport system permease protein DdpC(242)","ddpC(242)",240,903,898.23,1482,2,"CFBP5877_03021","CFBP5499_03122","NCPPB925_04753"
"g000068_2_000013","g000068_2","dppD","Dipeptide transport ATP-binding protein DppD",70,18,238,1.02,1,2,0,4,0,4,242,"Dipeptide transport ATP-binding protein DppD(221):Oligopeptide transport ATP-binding protein OppD(21)","dppD(221):oppD(21)",834,852,845.89,1482,3,"CFBP5877_03022","CFBP5499_03123","NCPPB925_04752"
"g000040_2_000018","g000040_2","oppF","Oligopeptide transport ATP-binding protein OppF",70,31,238,1.01,1,2,0,3,0,3,241,"Oligopeptide transport ATP-binding protein OppF(241)","oppF(241)",738,783,739.73,1482,4,"CFBP5877_03023","CFBP5499_03124","NCPPB925_04751"
"g002541_1_000001","g002541_1","mdtA","Multidrug resistance protein MdtA",60,21,238,1,1,1,0,0,0,0,238,"Multidrug resistance protein MdtA(128):Multidrug resistance protein MdtE(82):Multidrug resistance protein MexA(22):Macrolide export protein MacA(6)","mdtA(128):mdtE(82):mexA(22):macA(6)",1077,1092,1078.16,1483,1,"CFBP5877_03761","CFBP5499_03865","NCPPB925_04009"
"g002448_1_000001","g002448_1","mdtA","Multidrug resistance protein MdtA",60,23,238,1,1,1,0,0,0,0,238,"Multidrug resistance protein MdtA(214):Multidrug resistance protein MdtE(22):Efflux pump periplasmic linker BepF(2)","mdtA(214):mdtE(22):bepF(2)",1059,1086,1085.65,1483,2,"CFBP5877_03760","CFBP5499_03864","NCPPB925_04010"
"g004383_000002","g004383","ssuD","Alkanesulfonate monooxygenase",70,17,238,1,1,1,0,0,0,0,238,"Alkanesulfonate monooxygenase(175):Methanesulfonate monooxygenase(63)","ssuD(175):msuD(63)",261,1107,1094.16,1484,1,"CFBP5877_04264","CFBP5499_04422","NCPPB925_03449"
"g003140_1_000003","g003140_1",NA,"hypothetical protein",70,22,238,1,1,1,0,0,0,0,238,"hypothetical protein(238)","NA(238)",462,462,462,1485,1,"CFBP5877_00145","CFBP5499_00148","NCPPB925_02171"
"g000758_1_000001","g000758_1",NA,"hypothetical protein",60,38,238,1,1,2,1,1,1,1,239,"hypothetical protein(240)","NA(240)",339,528,356.88,1486,1,"CFBP5877_03386","CFBP5499_03487","NCPPB925_04389"
"g000078_1_000003","g000078_1","arsH","NADPH-dependent FMN reductase ArsH",70,90,238,1.3,1,4,0,59,0,71,309,"NADPH-dependent FMN reductase ArsH(301):hypothetical protein(8)","arsH(301):NA(8)",285,744,703.11,1487,1,"CFBP5877_01180;CFBP5877_04839;CFBP5877_05268","CFBP5499_01280;CFBP5499_04998;CFBP5499_05426","NCPPB925_01036;NCPPB925_05159;NCPPB925_05710"
"g003840_000001","g003840","ddpA","putative D%2CD-dipeptide-binding periplasmic protein DdpA",60,20,238,1.01,1,2,0,3,0,3,241,"putative D%2CD-dipeptide-binding periplasmic protein DdpA(241)","ddpA(241)",1587,1602,1590.8,1488,1,"CFBP5877_03017","CFBP5499_03118","NCPPB925_04757"
"g001993","g001993",NA,"Putative acetyltransferase OgpAT",50,32,238,1,1,1,4,0,4,0,238,"Putative acetyltransferase OgpAT(234):hypothetical protein(8)","NA(242)",216,630,603.56,1489,1,"CFBP5877_01021","CFBP5499_01114","NCPPB925_01204"
"g002426_000002","g002426","nsrR","HTH-type transcriptional repressor NsrR",70,29,238,1.1,1,3,0,23,0,24,262,"HTH-type transcriptional repressor NsrR(203):Putative HTH-type transcriptional regulator(49):HTH-type transcriptional regulator IscR(6):hypothetical protein(4)","nsrR(203):NA(53):iscR(6)",498,558,504.7,1490,1,"CFBP5877_00146","CFBP5499_00149","NCPPB925_02170"
"g001322_1_000008","g001322_1","pntA","NAD(P) transhydrogenase subunit alpha",90,14,238,1.03,1,2,1,6,1,6,244,"NAD(P) transhydrogenase subunit alpha(244):hypothetical protein(2)","pntA(244):NA(2)",429,1767,1584.26,1491,1,"CFBP5877_02160","CFBP5499_02260","NCPPB925_00052"
"g003028_000001","g003028","acdA","Acyl-CoA dehydrogenase",60,25,238,1,1,1,0,0,0,0,238,"Acyl-CoA dehydrogenase(238)","acdA(238)",687,1173,1167.57,1492,1,"CFBP5877_03416","CFBP5499_03517","NCPPB925_04359"
"g000349_000001","g000349",NA,"hypothetical protein",60,58,238,1.01,1,2,1,2,1,2,240,"hypothetical protein(241)","NA(241)",198,558,438.56,1493,1,"CFBP5877_01679","CFBP5499_01779","NCPPB925_00533"
"g002974","g002974","degU","Transcriptional regulatory protein DegU",50,25,237,1.02,1,2,5,4,5,4,241,"Transcriptional regulatory protein DegU(111):hypothetical protein(78):HTH-type transcriptional regulator MalT(32):CsgBAC operon transcriptional regulatory protein(24):Response regulator protein TodT(1)","degU(111):NA(78):malT(32):csgD(24):todT(1)",264,780,753.8,1494,1,"CFBP5877_03264","CFBP5499_03365","NCPPB925_04511"
"g002514","g002514",NA,"hypothetical protein",50,28,237,1.02,1,2,0,5,0,5,242,"hypothetical protein(242)","NA(242)",1032,1221,1093.19,1495,1,"CFBP5877_02571","CFBP5499_02671","NCPPB925_02550"
"g002277","g002277","leuE","hypothetical protein",50,30,237,1,1,2,0,1,0,1,238,"hypothetical protein(196):Leucine efflux protein(20):Threonine efflux protein(18):Homoserine/homoserine lactone efflux protein(4)","NA(196):leuE(20):rhtC(18):rhtB(4)",444,636,627.52,1496,1,"CFBP5877_00889","CFBP5499_00982","NCPPB925_01336"
"g000140_2","g000140_2","ntaA","Nitrilotriacetate monooxygenase component A",50,54,237,1.39,1,6,0,54,0,93,330,"Nitrilotriacetate monooxygenase component A(329):hypothetical protein(1)","ntaA(329):NA(1)",177,1401,1346.35,1497,1,"CFBP5877_03384","CFBP5499_03485;CFBP5499_05607","NCPPB925_04391;NCPPB925_05779"
"g000495","g000495","rhaS","HTH-type transcriptional activator RhaS",50,53,237,1.01,1,2,3,3,3,3,240,"HTH-type transcriptional activator RhaS(143):hypothetical protein(55):HTH-type transcriptional activator RhaR(42):RCS-specific HTH-type transcriptional activator RclR(3)","rhaS(143):NA(55):rhaR(42):rclR(3)",228,987,806.09,1498,1,"CFBP5877_00557","CFBP5499_00650","NCPPB925_01670"
"g007067_000004","g007067",NA,"hypothetical protein",90,10,235,1,1,1,0,0,0,0,235,"hypothetical protein(235)","NA(235)",1077,1077,1077,1499,1,"CFBP5877_04707","CFBP5499_04866","NCPPB925_03005"
"g001515_2_000013","g001515_2",NA,"hypothetical protein",90,19,235,1,1,1,0,0,0,0,235,"hypothetical protein(235)","NA(235)",1539,1635,1539.41,1499,2,"CFBP5877_04706","CFBP5499_04865","NCPPB925_03006"
"g002745","g002745",NA,"hypothetical protein",50,27,235,1,1,1,0,0,0,0,235,"hypothetical protein(235)","NA(235)",660,753,696.55,1500,1,"CFBP5877_01044","CFBP5499_01137","NCPPB925_01181"
